candidate_uid,platform_vendor_id,cohort_id,cohort_seller_uid,item_uid,source_dataset,source_record_index,source_csv_line_number_end,source_sequence,transaction_id,title,category,description,item_record_sha256,manifest_row_sha256
v8_identity_control_component_closure_907ab44ba89a64ccf0ed1f85,507092,B,products_data.csv|identity_control|seller_id:507092|cohort:B,products_data.csv|record:357|sha256:df79f3551c858a033c7f,products_data.csv,357,358,129,46700,一银行卡微信zfb查身份证,常规服务与操作,1.接批量银行卡查身份证+预留手机号（拍100份）批量打五折 提供银行卡号，反馈结果注册人的身份证+手机号. 2.微信号查身份证，注册手机号。（拍100份）批量打五折,df79f3551c858a033c7f9fb87dadb8e70b59da93907c3c7a0b7f9b31f11f1153,5b4d0f2c1a3d405009ec0c304a1056279f5e7729d7eb9f6008718b348f7d7014
v8_identity_control_component_closure_907ab44ba89a64ccf0ed1f85,507092,B,products_data.csv|identity_control|seller_id:507092|cohort:B,products_data.csv|record:432|sha256:d3299ab8941b875b3550,products_data.csv,432,433,204,34595,查询各大银行流水,常规服务与操作,无盲查询各大银行流水， 最近100流水账， 500美金 查询周期2天内出结果 不接受挂起，    : 注意是银行提供给法院的金融系统查询的，不是银行内部查询 资料出来后局部打码赛克，放款后发你完整资料,d3299ab8941b875b3550277a50f584d8e0af5798be08385c58a864924be0b816,8dac447bfbe223cf8f4290a550992a46bebd75c2fb0a847a6f3946caf83b020e
v8_identity_control_component_closure_98444f42afb9409392a58d28,522959,A,products_data.csv|identity_control|seller_id:522959|cohort:A,products_data.csv|record:741|sha256:85b30782a8e22a0866ee,products_data.csv,741,742,246,42106,视频传授小白也可以让你女友次次小高潮,技术服务[非教程],这几天看完全套教程，两个感受：  一，为何不早点找到这套如此靠谱的X爱教程！  二，此等重量级干货必须让兄弟们看到，别在受网上那些乱七八糟X爱教程忽悠。  教程翻译后共26集视频，总时长1421分钟，详细目录看下方图片，大尺度实战讲解！你懂的！这是迄今为止我看到的最完整最实用的一套性爱教程。    你看过这套教程后就会明白，相比之下，网上别的的教程是多么垃圾！渣渣！甚至连皮毛都不算！  一个男人如果没看过这套教程，那真是天大的遗憾，特别是在X方面表现一般般的兄弟！不要错过！  朋友说要是卖的话，每人至少收费500。因为，教程实在太他妈靠谱！翻译费也确实贵！又耗时三个月才做好！况且别的地方根本没有，你想要只能原价去买日文版光盘！,85b30782a8e22a0866eefd3f138b3770ef3219f3d1ae0a61efff7374e5446ff7,09b3535ae46d468c83cc86b6cb512d03aa9aff6e7554b7e5df96a8e278194268
v8_identity_control_component_closure_98444f42afb9409392a58d28,522959,A,products_data.csv|identity_control|seller_id:522959|cohort:A,products_data.csv|record:1101|sha256:59b57dfbefe688999a12,products_data.csv,1101,1102,6,44183,高清身份证正反面照法人营业执照自动发货300套,虚拟物品,高清身份证正反面照+法人营业执照+自动发货+300套 图片清晰（参考图片）、真实有效、用处多多,59b57dfbefe688999a127e2ecdddc937a11eda333cb8af0b4ec34a4d5da24dee,6a87eb1081de51a3d1a50cc5ad7a630dcac887852cdcbb671839209514744dc8
v8_identity_control_component_closure_98444f42afb9409392a58d28,522959,B,products_data.csv|identity_control|seller_id:522959|cohort:B,products_data.csv|record:1236|sha256:2120fa797f17e8dceb82,products_data.csv,1236,1237,142,54020,2023年底裸贷照片视频联系方式,虚拟物品,防止他人恶意复制，已经购买无法退款，请知晓,2120fa797f17e8dceb82aec856dae27da093f621f5d35fc9bc17bd7cb0f11134,330733231c96486f2a9423b6da4e666a08ce9d3961a1ea251a8092ff6fbe8649
v8_identity_control_component_closure_98444f42afb9409392a58d28,522959,B,products_data.csv|identity_control|seller_id:522959|cohort:B,products_data.csv|record:1611|sha256:5dae42c34aa4a94fdea0,products_data.csv,1611,1612,10,42105,pua把妹技术让妹妹每天给你口,教程与文档,教你如何一步一步把妹，天天让他听你话，离不开你！,5dae42c34aa4a94fdea0d53d56882d958ce1fc1ac0fed81558a879bab4f4d695,a9dd64590fe99d54a68691359789503d328a425d13926ced44630bc2349d8910
v8_identity_control_component_closure_9dab518bb202efddc9ef064a,504232,A,products_data.csv|identity_control|seller_id:504232|cohort:A,products_data.csv|record:427|sha256:8d2bd191eca220c758f4,products_data.csv,427,428,199,38278,接亡单不成功不收费,常规服务与操作,本团队多年来在东南亚顺利完成亡单超过十单，现在在大陆有正当生意作掩饰，专业接亡单。我们做事经验丰富，不留后患，不成功不收费。收费参考价为十万美元，雇主需提供目标的照片、职业、体态、日常活动区域等信息。,8d2bd191eca220c758f474c32c0a541620bf11af869aef099b330ef9ced113c6,97c962dfd5d0df32101e5e3ec1f3305fdfa17d29ac8c6a1ef746389648984a81
v8_identity_control_component_closure_9dab518bb202efddc9ef064a,504232,A,products_data.csv|identity_control|seller_id:504232|cohort:A,products_data.csv|record:1941|sha256:1171a56b0d67c0bc17db,products_data.csv,1941,1942,59,45145,售搞来的细支中华烟,实体发货商品,卖搞到手的细支中华烟，从烟店搞到，还有仓库弄到手的。超低价出。标的是一条，十包的价格,1171a56b0d67c0bc17dbbebe28baef38ac2d180d38f08e36e3f578a6ace6d0a3,c4c792ecd3995cc2aab3dc652a58063ddb0c46bc7aa258036ed227bb8e8ed0af
v8_identity_control_component_closure_9dab518bb202efddc9ef064a,504232,A,products_data.csv|identity_control|seller_id:504232|cohort:A,products_data.csv|record:1953|sha256:a3b07c729cbc8237800a,products_data.csv,1953,1954,71,45066,超简单超快捷停车场道闸遥控器复制器,实体发货商品,和汽车遥控器外观一样。快速复制，超简单！以后你要进入这个停车场就按一下开关，杆就起来了，你可开车自由进出。十五到二十米复制信号没问题。简单粗暴,a3b07c729cbc8237800ac01cdcbc425056e6a2ce5817e7bdb594680e67ea621d,b80d6875bd3362f91d9d0f2883a859bf6c04a2a199e199eca2609111a5beb96c
v8_identity_control_component_closure_9dab518bb202efddc9ef064a,504232,A,products_data.csv|identity_control|seller_id:504232|cohort:A,products_data.csv|record:1969|sha256:6e5f9876a332e5b1b09d,products_data.csv,1969,1970,87,42814,出售汽车锁车信号强力干扰器,实体发货商品,出售汽车锁车强力干扰器，大小如空调遥控器。可放在兜里，当车主出车门时打开开关，也就是干扰车主把车门锁上，可屏蔽大约七成的车。操作：打开开关就自动干扰！超级简单粗暴！拿到货随时随地直接开干！下单后需留收货地址电话,6e5f9876a332e5b1b09d9575e7d9dc3a8ca50aee64667321f3998227c7629b52,adfb80a8739aa458009f41b34ae71cf2582362bc3b2729631d1ee98eeb631f8f
v8_identity_control_component_closure_9dab518bb202efddc9ef064a,504232,A,products_data.csv|identity_control|seller_id:504232|cohort:A,products_data.csv|record:2002|sha256:00b6087cabbca0a76d7f,products_data.csv,2002,2003,120,39451,出售深圳某高档小区门禁通卡,实体发货商品,小区每套房子价值一千万元人民币或以上，小区内都是名车。同时还提供小区安防布局细节。接受询问。拍一份60美元，包含咨询服务。通卡也就是可刷开任何一道公共门。对于卖房子的，送快递的，还有非法活动的都很方便,00b6087cabbca0a76d7fe7fb6d63136bda654d6481f69bff23cd0dce853f20b8,278e471ff03e7d6cffe2b1f2739a0764e451297f538759bb17efdd6dbbe36bb7
v8_identity_control_component_closure_9dab518bb202efddc9ef064a,504232,B,products_data.csv|identity_control|seller_id:504232|cohort:B,products_data.csv|record:1938|sha256:440f4f1c88a7643c223e,products_data.csv,1938,1939,56,38871,出售氯硝西泮50粒装05mg,实体发货商品,氯硝西泮为强效安眠药，药力相当于地西泮片五倍，五十粒足够让一个人失去生命，真正药厂直接取出的。你可让拿小动物做实验，一粒可以让它昏睡五个小时。药物来之不易，拒绝讨价还价。如药效不是上述一样，可以让网站退回货款。拍一份为60美元。,440f4f1c88a7643c223e97fb962ec62c77c549967e002496df47bae9410e75c5,7777139d768f97eeb4e55f8c28064d13e4421f17c7069ee4bef6b30447453b91
v8_identity_control_component_closure_9dab518bb202efddc9ef064a,504232,B,products_data.csv|identity_control|seller_id:504232|cohort:B,products_data.csv|record:1951|sha256:6d256bd791da6c7f7f07,products_data.csv,1951,1952,69,45493,售香港手机卡,实体发货商品,"属于中国移动在香港发行的手机号，不需实名登记，内含一百港元左右话费。直接可接打电话。充值在淘宝就能充。收到货可直接打电话，注册APP,微信等较方便，基本上不会被封",6d256bd791da6c7f7f0789d17f487faedc4d751369292db29753c819b960bb38,5cba1ce83e52f5ff8650f801fd92ab24a491759a73ca0d5d50cdff7bc62db77d
v8_identity_control_component_closure_9dab518bb202efddc9ef064a,504232,B,products_data.csv|identity_control|seller_id:504232|cohort:B,products_data.csv|record:1964|sha256:286c149fe39da1ab9fa6,products_data.csv,1964,1965,82,43130,可以和朋友喝酒时放的u盘,实体发货商品,有欣赏价值，人美，身材好，舞姿上档次，法国女人，高水平脱全光。大批记者贵宾拍照。全身露！诱人！和宾客互动！ktv包房也可播放。已拷到u盘。拍过后需留收u盘地址和电话,286c149fe39da1ab9fa6e5abd3c71ecf669601be2aa06131195035aece6ca0f8,8b5b08ca6b11aa2950348215d76cf1fd99c0ec79e86707bec9c6b5f1709be8d8
v8_identity_control_component_closure_9dab518bb202efddc9ef064a,504232,B,products_data.csv|identity_control|seller_id:504232|cohort:B,products_data.csv|record:1989|sha256:89edfba1b3c002b93d20,products_data.csv,1989,1990,107,40255,出售硅胶头套,实体发货商品,出售硅胶头套，也就是人皮面具。傍晚戴上头套出门做事或自动柜员机取钱很合适。做工细腻，很逼真，非刻意细看不会发现异常。用料也相当高端。套上可大胆在摄像头下面办事。一个头套，一直连到脖子处，售价450美元。买家拍下后需留收货的信息。,89edfba1b3c002b93d20df9d498da3b07515de6df3ac30486ceb3ab0903b77fb,33b51a7cb294d5347f932bcf86f86840267a5ff3bab6a0f426df75f44b0b8bf7
v8_identity_control_component_closure_9dab518bb202efddc9ef064a,504232,B,products_data.csv|identity_control|seller_id:504232|cohort:B,products_data.csv|record:1999|sha256:9e58a8d97804bd64a2ad,products_data.csv,1999,2000,117,39717,出售赌博出千设备,实体发货商品,出售赌博出千设备。有专用扑克牌（和街上买的一模一样），扫描设备（体积很小，放牌桌上），主机（放衣服裤子袋里），发牌打色后戴在耳朵的微型耳机就会传来哪家赢的信息（斗牛），然后你马上把钱押在那家上。货物一份788.6美元。做庄的方法拍下后我会教你。拍下物品后需留收货方式。,9e58a8d97804bd64a2ad37171e39b578e5ab121d9051aec7ce4334268babcdb7,531f6db6cb8e3010ffba9de53f26ef94072da2b9f8d2877dd2f4e3fa28175f6a
v8_identity_control_component_closure_a306a038c2a96d1b12637054,508275,A,products_data.csv|identity_control|seller_id:508275|cohort:A,products_data.csv|record:383|sha256:e46f3830b16a8c3d4453,products_data.csv,383,384,155,42007,全网高性价_查资产_查户籍_查轨迹_侦探查询_保真稳定,常规服务与操作,发帖后不便修改内容； 可以直接拍下，能查就直接给你查了， 价格随行情波动，如果差价较大会联系你直接退款； 其它查询内容请留言； 一般当天或者隔天出结果。 ------------------------------------------------- 【个人信息】请提供身份证 个人户籍 200RMB·(拍2份) 全家户籍 800RMB·(拍8份) 犯罪记录 400RMB·(拍4份) 网逃记录 400RMB·(拍4份) 学信学籍 800RMB·(拍8份) 开房记录 1600RMB·(拍16份) 婚姻记录 500RMB·(拍5份) 工作单位 800RMB·(拍8份) 个人轨迹 2100RMB·(拍21份) 个人征信 2600RMB·(拍26份) ------------------------------------------------- 【车辆/房产】请提供身份证 名下房产/套 1500RMB·(拍15份) 名下车 400RMB·(拍4份) 车辆抵押 1200RMB·(拍12份) 车辆保险 1200RMB·(拍12份) ------------------------------------------------- 【快递外卖】请提供手机号 顺丰地址 800RMB·(拍8份) 邮政及其他快递600RMB·(拍6份) 美团外卖 1900RMB·(拍19份) 饿了么 1900RMB·(拍19份) ------------------------------------------------- 【手机号码】请提供手机号 联通查机主 300RMB·(拍3份) 移动查机主 500RMB(拍5份) 电信机查机主 500RMB(拍5份) 手机号定位 1700RMB·(拍17份) 联通通话记录 4000RMB/月·(拍40份) 移动通话记录 9000RMB/月·(拍90份) 电信通话记录 7000RMB-月·(拍70份) 身份证查手机 500RMB(拍5份) ------------------------------------------------- 【社交软件】请提供相应账号 微信查手机号 1900RMB(拍19份) 微信好友提取 2900(拍29份) QQ好友提取 2900(拍29份) QQ群提取 1200（拍12份） ------------------------------------------------- 【银行】请提供身份证或银行卡号 四大行或其它商业银行（地方小银行不一定能出）正反查 2100起 银行流水/提供银行卡号卡号 4000/月·(拍40份) 具体价格请留言 ------------------------------------------------- 一般当天（或隔天）出结果保真。查询不到全额退款； 如有疑问或其它服务查询请留言，每天不定时上线第一时间回复。,e46f3830b16a8c3d445313c255d9a71ebbc313ce7c1adfef8386140974374182,04f6337d490cd9bf6ebc15e2a7ae7646bf8103d3cda06fb4dbd9d9b8483d48b7
v8_identity_control_component_closure_a306a038c2a96d1b12637054,508275,A,products_data.csv|identity_control|seller_id:508275|cohort:A,products_data.csv|record:391|sha256:8f195bc60cd2a7588770,products_data.csv,391,392,163,41771,全网最高信价比查询_查人_查档_查资产,常规服务与操作,发帖后不便修改内容； 价格随行情波动，可以直接拍下，能查就直接给你查了，如果差价较大会联系你直接退款； 其它查询内容请留言； 一般当天或者隔天出结果。 ------------------------------------------------- 【个人信息】请提供身份证 个人户籍 300RMB·(拍3份) 全家户籍 900RMB·(拍6份) 犯罪记录 400RMB·(拍4份) 网逃记录 400RMB·(拍4份) 学信网学籍 800RMB·(拍8份) 开房记录 1800RMB·(拍18份) 婚姻记录 500RMB·(拍5份) 工作单位 800RMB·(拍8份) 个人轨迹 2100RMB·(拍21份) 个人征信 2600RMB·(拍26份) ------------------------------------------------- 【车辆/房产】请提供身份证 名下房产/套 1500RMB·(拍15份) 名下车 400RMB·(拍4份) 车辆抵押 1200RMB·(拍12份) 车辆保险 1200RMB·(拍12份) ------------------------------------------------- 【快递外卖】请提供手机号 顺丰地址 1000RMB·(拍10份) 邮政及其他快递800RMB·(拍8份) 美团外卖 1900RMB·(拍14份) 饿了么 1900RMB·(拍14份) ------------------------------------------------- 【手机号码】请提供手机号 联通查机主 400RMB·(拍4份) 移动查机主 600RMB(拍6份) 电信机查机主 600RMB(拍6份) 手机号定位 1900RMB·(拍19份) 联通通话记录 4000RMB/月·(拍40份) 移动通话记录 9000RMB/月·(拍90份) 电信通话记录 7000RMB-月·(拍70份) 身份证查手机 500RMB(拍5份) ------------------------------------------------- 【社交软件】请提供相应账号 微信查手机号 1900RMB(拍19份) 微信好友提取 2900(拍29份) QQ好友提取 2900(拍29份) QQ群提取 1200（拍12份） ------------------------------------------------- 【银行】请提供身份证或银行卡号 四大行或其它商业银行（地方小银行不一定能出）正反查 2100起 银行流水/提供银行卡号卡号 4000/月·(拍40份) 具体价格请留言 ------------------------------------------------- 一般当天（或隔天）出结果，保真。查询不到全额退款； 如有疑问或其它服务查询请留言，每天不定时上线第一时间回复。,8f195bc60cd2a75887702a882fc0f23c905a16d8c9751df9586cdf18a1f33c83,4e4a98d9c5783bc7e78ab67979088181f84bc6b854b46d033ec602dde2174748
v8_identity_control_component_closure_a306a038c2a96d1b12637054,508275,A,products_data.csv|identity_control|seller_id:508275|cohort:A,products_data.csv|record:392|sha256:abf087420e2fd2e4f3a1,products_data.csv,392,393,164,41717,全网最高性价比查询查档查身份证轨迹,常规服务与操作,发帖后不便修改内容； 价格随行情波动，建议拍前先咨询； 其它查询内容请留言； 一般当天或者隔天出结果。 ------------------------------------------------- 【个人信息】请提供身份证 个人户籍 300RMB·(拍3份) 全家户籍 600RMB·(拍6份) 犯罪记录 400RMB·(拍4份) 网逃记录 400RMB·(拍4份) 学信网学籍 800RMB·(拍8份) 开房记录 1800RMB·(拍18份) 婚姻记录 500RMB·(拍5份) 工作单位 800RMB·(拍8份) 个人轨迹 2100RMB·(拍21份) 个人征信 2600RMB·(拍26份) ------------------------------------------------- 【车辆/房产】请提供身份证 名下房产/套 1500RMB·(拍15份) 名下车 400RMB·(拍4份) 车辆抵押 1200RMB·(拍12份) 车辆保险 1200RMB·(拍12份) ------------------------------------------------- 【快递外卖】请提供手机号 顺丰地址 1000RMB·(拍10份) 邮政及其他快递800RMB·(拍8份) 美团外卖 1400RMB·(拍14份) 饿了么 1400RMB·(拍14份) ------------------------------------------------- 【手机号码】请提供手机号 联通查机主 400RMB·(拍4份) 移动查机主 600RMB(拍6份) 电信机查机主 600RMB(拍6份) 手机号定位 1900RMB·(拍19份) 联通通话记录 4000RMB/月·(拍40份) 移动通话记录 9000RMB/月·(拍90份) 电信通话记录 7000RMB-月·(拍70份) 身份证查手机 500RMB(拍5份) ------------------------------------------------- 【社交软件】请提供相应账号 微信查手机号 1900RMB(拍19份) 微信好友提取 2900(拍29份) QQ好友提取 2900(拍29份) QQ群提取 1200（拍12份） ------------------------------------------------- 【银行】请提供身份证或银行卡号 四大行或其它商业银行（地方小银行不一定能出）正反查 2100起 银行流水/提供银行卡号卡号 4000/月·(拍40份) 具体价格请留言 ------------------------------------------------- 一般当天（或隔天）出结果，保真。查询不到全额退款； 如有疑问或其它服务查询请留言，每天不定时上线第一时间回复。,abf087420e2fd2e4f3a19c20860bceafa21444ee4860d22b33a1f29329c871b0,4842e5eb15bfda279f1defd67733992535a1791c306cb8d628bcad4f1ffe0571
v8_identity_control_component_closure_a306a038c2a96d1b12637054,508275,B,products_data.csv|identity_control|seller_id:508275|cohort:B,products_data.csv|record:380|sha256:702911b6a8e5350c08ca,products_data.csv,380,381,152,41999,侦探查询_查资产_查户籍_查轨迹_高质稳定,常规服务与操作,发帖后不便修改内容； 可以直接拍下，能查就直接给你查了， 价格随行情波动，如果差价较大会联系你直接退款； 其它查询内容请留言； 一般当天或者隔天出结果。 ------------------------------------------------- 【个人信息】请提供身份证 个人户籍 200RMB·(拍2份) 全家户籍 800RMB·(拍8份) 犯罪记录 400RMB·(拍4份) 网逃记录 400RMB·(拍4份) 学信学籍 800RMB·(拍8份) 开房记录 1600RMB·(拍16份) 婚姻记录 500RMB·(拍5份) 工作单位 800RMB·(拍8份) 个人轨迹 2100RMB·(拍21份) 个人征信 2600RMB·(拍26份) ------------------------------------------------- 【车辆/房产】请提供身份证 名下房产/套 1500RMB·(拍15份) 名下车 400RMB·(拍4份) 车辆抵押 1200RMB·(拍12份) 车辆保险 1200RMB·(拍12份) ------------------------------------------------- 【快递外卖】请提供手机号 顺丰地址 800RMB·(拍8份) 邮政及其他快递600RMB·(拍6份) 美团外卖 1900RMB·(拍19份) 饿了么 1900RMB·(拍19份) ------------------------------------------------- 【手机号码】请提供手机号 联通查机主 300RMB·(拍3份) 移动查机主 500RMB(拍5份) 电信机查机主 500RMB(拍5份) 手机号定位 1700RMB·(拍17份) 联通通话记录 4000RMB/月·(拍40份) 移动通话记录 9000RMB/月·(拍90份) 电信通话记录 7000RMB-月·(拍70份) 身份证查手机 500RMB(拍5份) ------------------------------------------------- 【社交软件】请提供相应账号 微信查手机号 1900RMB(拍19份) 微信好友提取 2900(拍29份) QQ好友提取 2900(拍29份) QQ群提取 1200（拍12份） ------------------------------------------------- 【银行】请提供身份证或银行卡号 四大行或其它商业银行（地方小银行不一定能出）正反查 2100起 银行流水/提供银行卡号卡号 4000/月·(拍40份) 具体价格请留言 ------------------------------------------------- 一般当天（或隔天）出结果，保真。查询不到全额退款； 有疑问或其它服务查询请留言，每天不定时上线第一时间回复。,702911b6a8e5350c08ca60ccb6e9c371fc265d1b2f275f99f78aa1344da60f2f,dcb957da082988300bfe3c13d0adaaa250796bee3d3f65133ea3a17310887025
v8_identity_control_component_closure_a306a038c2a96d1b12637054,508275,B,products_data.csv|identity_control|seller_id:508275|cohort:B,products_data.csv|record:387|sha256:316144e16ba75da3cbaf,products_data.csv,387,388,159,41833,侦探查询_查资产_查户籍_查所有_查身份证轨迹,常规服务与操作,发帖后不便修改内容； 可以直接拍下，能查就直接给你查了， 价格随行情波动，如果差价较大会联系你直接退款； 其它查询内容请留言； 一般当天或者隔天出结果。 ------------------------------------------------- 【个人信息】请提供身份证 个人户籍 200RMB·(拍2份) 全家户籍 800RMB·(拍8份) 犯罪记录 400RMB·(拍4份) 网逃记录 400RMB·(拍4份) 学信学籍 800RMB·(拍8份) 开房记录 1600RMB·(拍16份) 婚姻记录 500RMB·(拍5份) 工作单位 800RMB·(拍8份) 个人轨迹 2100RMB·(拍21份) 个人征信 2600RMB·(拍26份) ------------------------------------------------- 【车辆/房产】请提供身份证 名下房产/套 1500RMB·(拍15份) 名下车 400RMB·(拍4份) 车辆抵押 1200RMB·(拍12份) 车辆保险 1200RMB·(拍12份) ------------------------------------------------- 【快递外卖】请提供手机号 顺丰地址 800RMB·(拍8份) 邮政及其他快递600RMB·(拍6份) 美团外卖 1900RMB·(拍19份) 饿了么 1900RMB·(拍19份) ------------------------------------------------- 【手机号码】请提供手机号 联通查机主 300RMB·(拍3份) 移动查机主 500RMB(拍5份) 电信机查机主 500RMB(拍5份) 手机号定位 1700RMB·(拍17份) 联通通话记录 4000RMB/月·(拍40份) 移动通话记录 9000RMB/月·(拍90份) 电信通话记录 7000RMB-月·(拍70份) 身份证查手机 500RMB(拍5份) ------------------------------------------------- 【社交软件】请提供相应账号 微信查手机号 1900RMB(拍19份) 微信好友提取 2900(拍29份) QQ好友提取 2900(拍29份) QQ群提取 1200（拍12份） ------------------------------------------------- 【银行】请提供身份证或银行卡号 四大行或其它商业银行（地方小银行不一定能出）正反查 2100起 银行流水/提供银行卡号卡号 4000/月·(拍40份) 具体价格请留言 ------------------------------------------------- 一般当天（或隔天）出结果，保真。查询不到全额退款； 如有疑问或其它服务查询请留言，每天不定时上线第一时间回复。,316144e16ba75da3cbaf19a7892d30d3452d7bc352cfcd6d25161c13b9acaf86,1124b076091782293e4c6bf249010a237ca4f08382858096f990b141edc4130c
v8_identity_control_component_closure_a306a038c2a96d1b12637054,508275,B,products_data.csv|identity_control|seller_id:508275|cohort:B,products_data.csv|record:395|sha256:abcb9e57ae250649b408,products_data.csv,395,396,167,41633,稳定查房查档,常规服务与操作,长期稳定保真查房。 提供身份证-查全国2年开房记录-拍40份（4000RMB) 提供身份证-查全国3年开房记录-拍55份（5500RMB) 提供身份证-查全国开房同同行记录-拍55份（5500RMB) 提供其它查询，请留言咨询。保真，查不到全额退款。,abcb9e57ae250649b40894ddbffaebdffb79c428af3f5bbf4c3cc9ab4e03c67f,f37b5120265206093e195c62fc74eff7747dd781c59efa42b8955ff85d9a8c65
v8_identity_control_component_closure_b46142e89a46cc36f4d6990b,597964,A,products_data.csv|identity_control|seller_id:597964|cohort:A,products_data.csv|record:704|sha256:2d8803608048fa13ea6c,products_data.csv,704,705,209,42192,购买的支付宝养号秘籍有效避免被风控,技术服务[非教程],很多人不方便使用自己的支付宝收付款， 然后买了支付宝，出现了比如冻结付款等情况 其实这些都可以避免的，把自己总结的一些养号心得分享出来 价格不高，但是很实用。至少我自己买的支付宝号能使用很久 很少被风控 拍下自动发货，有事留言 不要无意义的恶意挂起，申诉到底,2d8803608048fa13ea6c1eff693fb2cc5b9436e72b4443a8f63b83c960e773e3,4c1f7971cc4f87222b32d3c76fd2ca85e3a4a2f1e7658007565d4557c55d8d94
v8_identity_control_component_closure_b46142e89a46cc36f4d6990b,597964,A,products_data.csv|identity_control|seller_id:597964|cohort:A,products_data.csv|record:1845|sha256:dcb2b11970c835601339,products_data.csv,1845,1846,261,42184,数字货币洗钱教程,教程与文档,如题 此教程适用于黑灰产资金洗白。 简单真实易操作。此方法可以复制。禁止倒卖！！自己用就行了。,dcb2b11970c83560133972ae7d86d620ba3da439468f8073b35403b5f5487ffd,6a68223051686a3793ca74480d0b72a88ccec2ad7cb4fa26c936c57701ea9fe2
v8_identity_control_component_closure_b46142e89a46cc36f4d6990b,597964,B,products_data.csv|identity_control|seller_id:597964|cohort:B,products_data.csv|record:385|sha256:9fde613611ffc96911de,products_data.csv,385,386,157,42037,价低查档欢迎批量,常规服务与操作,"查无赦 身份证相关查询业务】 个人户 ▽ 50 全家户 ▽ 220 查名下车 ▽ 130 名下无车也出图也收费 车主信息 ▽ 150 提供车牌号三页档包含sfz号 名字 手机号等 名下手机号 ▽ 120 身份证复印件 ▽ 90 ⇔ 身份证高清正反 ▽ 180 ⇔ 大头照 ▽ 90 模糊查询列模 ▽ 180 工作单位 ▽ 300 企业法人股东 ▽ 330 名下企业 ▽ 180 宽带地址 ▽ 250 出入境记录 ▽ 600 护照正反查 ▽ 250 学籍记录 ▽ 250 开房记录 ▽ 具体聊 婚姻记录 ▽ 500 电力房产 ▽ 800 同住记录 ▽ 具体聊 征信记录 ▽ 1200 身份证使用轨迹 ▽ 1500具体聊 人员大关联 ▽ 1700具体聊 ⇔ 车辆轨迹 ▽ 550 ⇔ 原始户 ▽ 1200 人脸识别 ▽ 600 ⇔ 同名列文字 ▽ 批量 一个3 ★大关联包含同住同乘同地等 ★身份轨迹包含:个人户籍/名下车/驾照/出入境/开房/机票/车票等业务  ★电力房产就是出所有电力缴费记录，可以当名下房产使用  【运营商业务】 手机号机主 ▽ 300 ⇔ 联通150 其他具体聊 通话记录 ▽ 2500/月 ,如果多月优惠 此为联通价，具体聊 手机定位 ▽ 900 顺丰地址 ▽ 260最后一次地址，如果多地址490 邮政地址 ▽ 190 百世地址 ▽ 190  美团地址 ▽ 500  ★通话记录优惠为4000/季 6000/半年 ★手机定位精度为200米，保1公里误差，只限电信联通，移动目前不能精准实时定位，请注意  ★顺丰邮政百世快递都是1年内最后一次地址，美团是3个月内最后一次  【社交平台】 微信号反查手机 ▽ 800 ⇔ 微信号反查实名信息和绑定的卡 ▽ 1250 具体聊 QQ查绑定手机 ▽ 200 微博查绑定手机 ▽ 200 手机号查绑定微博 ▽ 200 微信qq好友提取 2500 回单慢 名下支付宝账号 ▽ 400 支付宝收款码出实名信息 ▽ 500  身份证残缺号码补齐 160 【银行业务】 中国，工商，农业，建业，邮政，光大，交通，兴业，广发，浦发，中信银行正反查~~~价格不一500起 名下常用银行卡 ▽ 提供身份证名下绑定软件使用银行卡 ▽ 1000 五大行流水/提供银行卡号卡号 ▽ 3000 具体聊",9fde613611ffc96911de34e8dc1dc8a8a2dba13990e74dec8959402072833989,c077325ea5f37b4b1a4ae6faca542d475ff9506269fba64a73783fa5d0c1d50d
v8_identity_control_component_closure_b46142e89a46cc36f4d6990b,597964,B,products_data.csv|identity_control|seller_id:597964|cohort:B,products_data.csv|record:389|sha256:78ee29f34c6ecadab13e,products_data.csv,389,390,161,41818,适合bc行业提取竞争对手客户名单的来只需要微信号出好友名单,常规服务与操作,欢迎做生意的老板长期合作！！ 目标微信号放在留言框， 结果我会尽快回复你 2600人民币 五个起2000 以往单子如下图所示：,78ee29f34c6ecadab13e1d81852fa9bf21a0b0f537f9676a8bb81475208d89d5,2d98099a9321d52188b947c0cec9f75296e189588735a747444a70debf106371
