audit_version,audit_cluster_set_id,decision,confidence,recommended_action,rationale,unique_seller_count,scorer_appearance_count,best_scorer_token,best_family,best_source_summary,best_cluster_id,best_cluster_rank,best_graph_threshold,max_cluster_score_mean,max_edge_count,max_contact_edges,max_pgp_edges,max_identifier_edges,max_title_clone_edges,max_description_clone_edges,edge_stratum_counts,top_categories,contact_member_preview_count,seller_raw_members,appearances
codex_step11_cluster_level_audit_current_manifest,80209e43b322,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,3,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_thr_0470000_c0023,23,0.47,0.784762,3,0,0,0,1,3,text_clone_primary:9,影视色情 | 技术技能,0,167147 || 65684 || 87983,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank23:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank23:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank23:thr0470000
codex_step11_cluster_level_audit_current_manifest,8a0aebd332f5,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,3,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_thr_0735000_c0040,40,0.735,0.81162,3,0,0,0,2,2,semantic_structural:3 | text_clone_primary:6,数据资源 | 数据,0,/shop/446569 || 605607 || 605912,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320:rank40:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260321:rank40:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260322:rank40:thr0735000
codex_step11_cluster_level_audit_current_manifest,8c3a0892a3f4,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,6,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320,step9,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320_thr_0560000_c0013,13,0.56,0.714166,3,0,0,0,0,3,text_clone_primary:18,实体物品 | 四件套号卡,0,/shop/2417 || 347765 || 493430,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank38:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank38:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank38:thr0470000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320:rank13:thr0560000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321:rank14:thr0560000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322:rank13:thr0560000
codex_step11_cluster_level_audit_current_manifest,8eab37cb1c36,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,1,core_zero_shot_bge_m3,step7,reports\step11_core_zero_shot_bge_m3_clustering_summary.json,zh_target_strict_core_zero_shot_bge_m3_thr_0483444_c0035,35,0.483444,0.502186,3,0,0,0,0,3,text_clone_primary:3,实物 | 数据资源 | 实体物品 | 技术技能 | 其它,1,/shop/419283 || /shop/423017 || 499135,core_zero_shot_bge_m3:rank35:thr0483444
codex_step11_cluster_level_audit_current_manifest,9688139549cd,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,3,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_thr_0735000_c0044,44,0.735,0.80144,3,0,0,0,2,2,semantic_structural:3 | text_clone_primary:6,数据资源 | 数据,0,/shop/453234 || 605928 || 606038,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320:rank44:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260321:rank44:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260322:rank44:thr0735000
codex_step11_cluster_level_audit_current_manifest,9c0162db6ebc,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,1,core_zero_shot_bge_m3,step7,reports\step11_core_zero_shot_bge_m3_clustering_summary.json,zh_target_strict_core_zero_shot_bge_m3_thr_0483444_c0031,31,0.483444,0.500811,3,0,0,0,1,3,text_clone_primary:3,影视色情 | 虚拟物品 | 技术技能,0,198754 || 542666 || 88807,core_zero_shot_bge_m3:rank31:thr0483444
codex_step11_cluster_level_audit_current_manifest,9f3c3d26aac2,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,7,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_thr_0735000_c0021,21,0.735,0.936611,3,0,0,0,2,2,semantic_structural:7 | text_clone_primary:14,数据资源 | 技术技能 | 数据 | 技术 | 虚拟,3,/shop/455140 || 573258 || 598691,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320:rank21:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260321:rank21:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260322:rank21:thr0735000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank25:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank25:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank25:thr0470000 || core_zero_shot_bge_m3:rank28:thr0483444
codex_step11_cluster_level_audit_current_manifest,aa3db3ba77df,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,3,identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320,step9,reports\step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320_thr_0460000_c0019,19,0.46,0.549805,3,0,0,0,0,1,semantic_only:6 | text_clone_primary:3,技术技能 | 技术 | 数据,0,/shop/408298 || /shop/441385 || 592614,identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320:rank19:thr0460000 || identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321:rank19:thr0460000 || identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322:rank19:thr0460000
codex_step11_cluster_level_audit_current_manifest,b051b2cc8130,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,3,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_thr_0470000_c0043,43,0.47,0.595148,3,0,0,0,0,1,semantic_only:6 | text_clone_primary:3,数据 | 技术,1,/shop/7784 || /shop/8221 || /shop/8546,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank43:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank43:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank43:thr0470000
codex_step11_cluster_level_audit_current_manifest,b52b748cbb60,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,9,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322,step9,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_clustering_summary.json,zh_target_strict_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_thr_0560000_c0004,4,0.56,0.908375,3,0,0,0,1,1,semantic_only:9 | semantic_structural:9 | text_clone_primary:9,实体物品 | 实物 | 四件套号卡,1,/shop/431151 || /shop/439316 || 597091,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320:rank23:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260321:rank23:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260322:rank23:thr0735000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank26:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank26:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank26:thr0470000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320:rank5:thr0560000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321:rank5:thr0560000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322:rank4:thr0560000
codex_step11_cluster_level_audit_current_manifest,bbded6476768,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,1,core_zero_shot_bge_m3,step7,reports\step11_core_zero_shot_bge_m3_clustering_summary.json,zh_target_strict_core_zero_shot_bge_m3_thr_0483444_c0024,24,0.483444,0.522445,3,0,0,0,3,0,text_clone_primary:3,数据资源 | 私人专拍,0,482639 || 537467 || 541533,core_zero_shot_bge_m3:rank24:thr0483444
codex_step11_cluster_level_audit_current_manifest,d32790f8b0f7,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,3,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_thr_0470000_c0039,39,0.47,0.612879,3,0,0,0,0,3,text_clone_primary:9,影视色情 | 虚拟物品 | 数据资源 | 技术技能,0,10745 || 522959 || 641987,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank39:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank39:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank39:thr0470000
codex_step11_cluster_level_audit_current_manifest,d4a2a6b36061,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,7,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322,step9,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_clustering_summary.json,zh_target_strict_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_thr_0560000_c0005,5,0.56,0.773495,3,0,0,0,1,1,semantic_only:14 | text_clone_primary:7,影视色情 | 服务业务 | 私人专拍 | 虚拟 | 担保私拍 | 数据 | 虚拟物品 | 数据资源,0,/shop/824 || 443620 || 565911,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank27:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank27:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank27:thr0470000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320:rank6:thr0560000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321:rank6:thr0560000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322:rank5:thr0560000 || core_zero_shot_bge_m3:rank29:thr0483444
codex_step11_cluster_level_audit_current_manifest,e00220dad0c4,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,1,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321,step9,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321_clustering_summary.json,zh_target_strict_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321_thr_0560000_c0009,9,0.56,0.71161,3,0,0,0,1,3,text_clone_primary:3,虚拟 | 技术 | 数据 | 四件套号卡 | 影视色情 | 虚拟物品 | 私人专拍,0,/shop/442518 || /shop/451126 || 446883,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321:rank9:thr0560000
codex_step11_cluster_level_audit_current_manifest,e0a5a5de2a85,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,3,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_thr_0735000_c0036,36,0.735,0.814626,3,0,0,0,1,0,semantic_only:3 | semantic_structural:3 | text_clone_primary:3,服务 | 服务业务,1,/shop/393762 || /shop/398209 || 540189,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320:rank36:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260321:rank36:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260322:rank36:thr0735000
codex_step11_cluster_level_audit_current_manifest,e71833812580,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,9,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322,step9,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_clustering_summary.json,zh_target_strict_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_thr_0560000_c0006,6,0.56,0.909231,3,0,0,0,0,3,text_clone_primary:27,实物 | 服务 | 担保私拍 | 四件套号卡 | 技术,1,/shop/448945 || /shop/463004 || /shop/463446,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank29:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank29:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank29:thr0470000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320:rank7:thr0560000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321:rank7:thr0560000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322:rank6:thr0560000 || identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320:rank16:thr0460000 || identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321:rank16:thr0460000 || identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322:rank16:thr0460000
codex_step11_cluster_level_audit_current_manifest,f5d2ada66693,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,3,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_thr_0470000_c0028,28,0.47,0.742517,3,0,0,0,0,3,text_clone_primary:9,技术 | 虚拟 | 实物,0,/shop/405653 || /shop/442299 || /shop/7184,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank28:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank28:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank28:thr0470000
codex_step11_cluster_level_audit_current_manifest,fe6a4fa9a264,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,4,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_thr_0735000_c0032,32,0.735,0.868401,3,0,0,0,3,0,text_clone_primary:12,影视色情 | 基础知识 | 数据资源 | 技术技能,0,101978 || 432202 || 481541,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320:rank32:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260321:rank32:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260322:rank32:thr0735000 || core_zero_shot_bge_m3:rank22:thr0483444
codex_step11_cluster_level_audit_current_manifest,1cfaa73e2c07,semantic_topic_not_controller,low,use_for_review_discovery_only,The cluster is dominated by semantic or topic evidence without a seller-specific identity anchor.,7,9,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_thr_0735000_c0005,5,0.735,0.814331,15,0,0,0,0,0,semantic_only:36 | semantic_structural:96,数据资源 | 数据,0,/shop/393295 || 370168 || 413239 || 436711 || 442988 || 470888 || 500238,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320:rank5:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260321:rank5:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260322:rank5:thr0735000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank8:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank8:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank8:thr0470000 || identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320:rank5:thr0460000 || identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321:rank5:thr0460000 || identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322:rank5:thr0460000
codex_step11_cluster_level_audit_current_manifest,8a6522acc1d7,semantic_topic_not_controller,low,use_for_review_discovery_only,The cluster is dominated by semantic or topic evidence without a seller-specific identity anchor.,7,3,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_thr_0735000_c0003,3,0.735,0.941748,15,0,0,0,0,0,semantic_only:6 | semantic_structural:39,实物 | 四件套号卡 | 服务 | 洗车精洗,7,/shop/403489 || /shop/407049 || /shop/435963 || /shop/444654 || /shop/459141 || /shop/462494 || /shop/462498,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320:rank3:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260321:rank3:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260322:rank3:thr0735000
codex_step11_cluster_level_audit_current_manifest,c1afdb7de2b5,semantic_topic_not_controller,low,use_for_review_discovery_only,The cluster is dominated by semantic or topic evidence without a seller-specific identity anchor.,8,3,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_thr_0470000_c0003,3,0.47,0.713224,15,0,0,0,0,2,semantic_only:12 | semantic_structural:27 | text_clone_primary:6,服务业务 | 数据资源 | 私人专拍 | 服务,0,/shop/437217 || 490054 || 507092 || 565793 || 579292 || 579776 || 582222 || 588888,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank3:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank3:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank3:thr0470000
codex_step11_cluster_level_audit_current_manifest,e9ccedf62056,semantic_topic_not_controller,low,use_for_review_discovery_only,The cluster is dominated by semantic or topic evidence without a seller-specific identity anchor.,7,6,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_thr_0470000_c0004,4,0.47,0.905664,15,0,0,0,1,1,semantic_only:42 | semantic_structural:42 | text_clone_primary:3,数据资源 | 数据,0,/shop/447283 || /shop/461572 || 596149 || 605004 || 605180 || 606036 || 606193,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320:rank4:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260321:rank4:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260322:rank4:thr0735000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank4:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank4:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank4:thr0470000
codex_step11_cluster_level_audit_current_manifest,d0c7406b698e,semantic_topic_not_controller,low,use_for_review_discovery_only,The cluster is dominated by semantic or topic evidence without a seller-specific identity anchor.,9,3,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_thr_0735000_c0001,1,0.735,0.84207,14,0,0,0,0,1,semantic_only:12 | semantic_structural:27 | text_clone_primary:3,服务业务 | 数据资源 | 私人专拍 | 服务,0,/shop/437217 || 490054 || 507092 || 565793 || 569611 || 579292 || 579776 || 582222 || 588888,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320:rank1:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260321:rank1:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260322:rank1:thr0735000
codex_step11_cluster_level_audit_current_manifest,3b32dbcb5f51,semantic_topic_not_controller,low,use_for_review_discovery_only,The cluster is dominated by semantic or topic evidence without a seller-specific identity anchor.,7,2,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320,step9,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320_thr_0560000_c0002,2,0.56,0.703555,13,0,0,0,0,1,semantic_only:10 | semantic_structural:14 | text_clone_primary:2,服务业务 | 数据资源 | 私人专拍 | 服务,0,/shop/437217 || 490054 || 507092 || 565793 || 569611 || 579776 || 582222,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320:rank2:thr0560000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322:rank2:thr0560000
codex_step11_cluster_level_audit_current_manifest,011797abbf7b,semantic_topic_not_controller,low,use_for_review_discovery_only,The cluster is dominated by semantic or topic evidence without a seller-specific identity anchor.,7,3,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320,step9,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320_thr_0560000_c0001,1,0.56,0.802889,12,0,0,0,0,1,semantic_only:6 | semantic_structural:27 | text_clone_primary:3,实物 | 四件套号卡 | 服务,7,/shop/403489 || /shop/407049 || /shop/442431 || /shop/444654 || /shop/459141 || /shop/462494 || /shop/462498,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320:rank1:thr0560000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321:rank1:thr0560000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322:rank1:thr0560000
codex_step11_cluster_level_audit_current_manifest,88f23717b500,semantic_topic_not_controller,low,use_for_review_discovery_only,The cluster is dominated by semantic or topic evidence without a seller-specific identity anchor.,8,3,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_thr_0735000_c0002,2,0.735,0.818056,12,0,0,0,0,0,semantic_structural:36,私人专拍,0,27792 || 40964 || 43871 || 46626 || 52734 || 67272 || 68679 || 70467,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320:rank2:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260321:rank2:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260322:rank2:thr0735000
codex_step11_cluster_level_audit_current_manifest,b68473d76943,semantic_topic_not_controller,low,use_for_review_discovery_only,The cluster is dominated by semantic or topic evidence without a seller-specific identity anchor.,6,4,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_thr_0470000_c0010,10,0.47,0.674179,12,0,0,0,0,0,semantic_only:20 | semantic_structural:27,影视色情 | 其它类别 | 技术技能 | 数据资源 | 基础知识,0,161178 || 169911 || 244953 || 352921 || 381572 || 64037,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank10:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank10:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank10:thr0470000 || core_zero_shot_bge_m3:rank5:thr0483444
codex_step11_cluster_level_audit_current_manifest,45bf96b226e5,semantic_topic_not_controller,low,use_for_review_discovery_only,The cluster is dominated by semantic or topic evidence without a seller-specific identity anchor.,7,1,core_zero_shot_bge_m3,step7,reports\step11_core_zero_shot_bge_m3_clustering_summary.json,zh_target_strict_core_zero_shot_bge_m3_thr_0483444_c0001,1,0.483444,0.491803,11,0,0,0,0,0,semantic_structural:11,虚拟物品 | 数据资源 | 技术技能 | 服务业务,0,250456 || 253337 || 253419 || 327588 || 327625 || 432530 || 73927,core_zero_shot_bge_m3:rank1:thr0483444
codex_step11_cluster_level_audit_current_manifest,aa4a5aa54024,semantic_topic_not_controller,low,use_for_review_discovery_only,The cluster is dominated by semantic or topic evidence without a seller-specific identity anchor.,6,1,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321,step9,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321_clustering_summary.json,zh_target_strict_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321_thr_0560000_c0002,2,0.56,0.715194,10,0,0,0,0,0,semantic_only:5 | semantic_structural:5,服务业务 | 数据资源 | 私人专拍 | 服务,0,/shop/437217 || 490054 || 507092 || 565793 || 579776 || 582222,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321:rank2:thr0560000
