pair_uid,candidate_language,data_bucket,candidate_scope,seller_uid_left,seller_uid_right,source_market_raw_left,source_market_raw_right,source_seller_raw_left,source_seller_raw_right,alias_normalized_left,alias_normalized_right,alias_relation,same_market_raw,item_count_left,item_count_right,shared_contact_count,shared_contact_types,shared_contact_values,shared_title_count,shared_title_values,shared_description_count,shared_description_values,shared_category_count,shared_category_values,lexical_similarity,structural_support_score,item_count_ratio,price_median_ratio,style_distance_l1,shared_pgp_fingerprint_count,shared_pgp_fingerprint_values,pgp_alias_hit_count_left,pgp_alias_hit_count_right,candidate_rule_hits,candidate_rule_count,candidate_rank_score,review_priority,left_preview,right_preview,review_status,review_label,reviewer_id,review_notes
products_data.csv|__unknown__|seller_id:635957||products_data.csv|__unknown__|seller_id:692520,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:635957,products_data.csv|__unknown__|seller_id:692520,__unknown__,__unknown__,,,,,alias_missing,true,2,1,0,,,0,,0,,1,虚拟物品,0.200351,0.630685,0.5,0.061017,0.076552,0,,0,0,profile_lexical_neighbor|structural_support,2,2.463476,low,T: 欧洲护照_手持身份证件护照驾驶执照_个人信息 || 2025精整选4134套手持身份证_正反面学生证 | D: 商品发布时间21年10月份 本护照主要集中在东欧，例如白俄和俄罗斯 哈萨克斯坦扫描件 总共440套80份来自国内护照 如果您有购买意向，可以先点击收藏， 可以先点击收藏，可以先点击收藏 MEGA网盘自动发货 如过网盘挂了及时留言，看到会立刻补上 | C: 虚拟物品,T: 尝鲜高清300套半身手持身份证正反开户银行卡自动发货 || 尝鲜高清300套半身手持身份证正反开户银行卡自动发货 | D: 自动发货是拍一份的，拍两份的请在回复信息栏里私信我 放款后回复信息栏里回复：赠品以及需要的数量，我们将在最晚48小时之内回复并给您下载链接（一般不需要那么长时间） 如需更多，请直接站内信 | C: 虚拟物品,pending,,,
products_data.csv|__unknown__|seller_id:534025||products_data.csv|__unknown__|seller_id:700061,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:534025,products_data.csv|__unknown__|seller_id:700061,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,虚拟物品,0.125885,0.848546,1.0,0.4,0.011633,0,,0,0,profile_lexical_neighbor|structural_support,2,2.452402,low,T: 新到法国男性华人华侨7万条数据 || 新到法国男性华人华侨7万条数据 | D: ↓ 交易编号---47646-----冰雪复古手游传奇游戏注册短信拦截1万条156美金 交易编号---44632-----新疆工商联商会40万条4万美金 交易编号---47466-----全国混合医院医生护士1万条155美金08 交易编号---44723-----美国华人华侨开通WhatsApp的2000条312... | C: 虚拟物品,T: 美国币粉币圈coinbase用户 || 美国币粉币圈coinbase用户 | D: ↓ 交易编号---45407-----四川省_南充市女性身份证四要素107058条16561美金 交易编号---45605-----国外华人华侨德国中文女性20万2万条1560美金 交易编号---44667-----河南省郑州市19401956之间的3万5000条1770美金 交易编号---47369-----币... | C: 虚拟物品,pending,,,
products_data.csv|__unknown__|seller_id:529130||products_data.csv|__unknown__|seller_id:534025,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:529130,products_data.csv|__unknown__|seller_id:534025,__unknown__,__unknown__,,,,,alias_missing,true,2,1,0,,,0,,0,,1,虚拟物品,0.151904,0.768558,0.5,0.645161,0.14186,0,,0,0,profile_lexical_neighbor|structural_support,2,2.44854,low,T: 币圈外汇股民领英数据一45274条领英一20美金 || 币圈外汇股民领英数据一45274条领英一20美金 | D: --------------------- ↓ 交易编号---44405-----广西省_贺州市女性身份证四要素494条76美金 交易编号---45169-----浙江省二建工程师建筑师完整温州2769条27美金 交易编号---47469-----全国混合医院医生护士1万条155美金11 交易编号---48127... | C: 虚拟物品,T: 新到法国男性华人华侨7万条数据 || 新到法国男性华人华侨7万条数据 | D: ↓ 交易编号---47646-----冰雪复古手游传奇游戏注册短信拦截1万条156美金 交易编号---44632-----新疆工商联商会40万条4万美金 交易编号---47466-----全国混合医院医生护士1万条155美金08 交易编号---44723-----美国华人华侨开通WhatsApp的2000条312... | C: 虚拟物品,pending,,,
products_data.csv|__unknown__|seller_id:611478||products_data.csv|__unknown__|seller_id:680411,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:611478,products_data.csv|__unknown__|seller_id:680411,__unknown__,__unknown__,,,,,alias_missing,true,2,1,0,,,0,,0,,1,常规服务与操作,0.201814,0.617768,0.5,0.024138,0.106132,0,,0,0,profile_lexical_neighbor|structural_support,2,2.44642,low,T: 打手服务一各种伤残一亡单一私人定制 || 6折查档一流水一开房一司法一网逃 | D: 【基本信息查询】 个人户籍-提供身份证号码——10U 名下手机号三网查询—— 65U 犯罪记录及网逃-提供身份证号码——65U 模糊查询-提供大概年龄+地区+名字——80U 全家户籍-提供身份证号码——100U 婚姻记录-提供身份证号码——100U 社保记录----100U 公司法人及股东——100U 人脸识别找... | C: 常规服务与操作,T: 一侦探业务查询一全网高质量最低价一卖家Unicorn || 一侦探业务查询一全网高质量最低价一卖家Unicorn | D: 无盲区 拍前请联系】 【快递地址及网购地址查询】 顺丰地址-提供手机号码——【拍100份】 百事快递-提供手机号——【拍65份】 邮政快递-提供手机号码——【拍75份】 美团地址-提供手机号码——【拍120份】 淘宝默认收货地址-提供手机号码+身份证号码——【拍120份】 京东收货地址-提供手机号+身份证号码——... | C: 常规服务与操作,pending,,,
products_data.csv|__unknown__|seller_id:598691||products_data.csv|__unknown__|seller_id:651607,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:598691,products_data.csv|__unknown__|seller_id:651607,__unknown__,__unknown__,,,,,alias_missing,true,2,1,0,,,0,,0,,1,教程与文档,0.120532,0.861602,0.5,0.955224,0.017634,0,,0,0,profile_lexical_neighbor|structural_support,2,2.446396,low,T: 2022年各种引流合集大全技术都在这了 || 印度资金盘点赞刷单话术运营方案 | D: 掌握了资源就等于掌握了财富下面就是 整理出来的如何搞精准粉如何搞资源进行非常详细的具体的剖析 范围包括量非常广：包括现在最流行的，抖音，知乎，悟空，百度，小红书，咸鱼等等.. 还有更加具体的技术比如如何15天引流5000精准粉丝，比如宝妈粉还有最近疫情流行的状态下我们怎么赚 钱等. 最后一句：自动发货 | C: 教程与文档,T: 2021年海外股票转外汇完整模式策划及运营方案 || 2021年海外股票转外汇完整模式策划及运营方案 | D: 为保证项目的持久可行性，该策划只限出售5份，有拍5份后我将删除发货地址，自动下架，好的项目不应该被抄袭复制烂大街，从而导致项目衰败而不成功 本项目中需要运用到的一些工具已经全部打包上传MEGA网盘，下单即可看到收货地址，下载自行使用即可，关于制作转账截图的软件也包含在内，拍下24小时内主动放款的老板，给我站内留言... | C: 教程与文档,pending,,,
products_data.csv|__unknown__|seller_id:522081||products_data.csv|__unknown__|seller_id:529130,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:522081,products_data.csv|__unknown__|seller_id:529130,__unknown__,__unknown__,,,,,alias_missing,true,1,2,0,,,0,,0,,1,虚拟物品,0.150779,0.768658,0.5,0.645161,0.141059,0,,0,0,profile_lexical_neighbor|structural_support,2,2.44199,low,T: 更新币圈美国佛罗里达州迈阿密21万条 || 更新币圈美国佛罗里达州迈阿密21万条 | D: ↓ 交易编号---47646-----冰雪复古手游传奇游戏注册短信拦截1万条156美金 交易编号---44632-----新疆工商联商会40万条4万美金 交易编号---47466-----全国混合医院医生护士1万条155美金08 交易编号---44723-----美国华人华侨开通WhatsApp的2000条312... | C: 虚拟物品,T: 币圈外汇股民领英数据一45274条领英一20美金 || 币圈外汇股民领英数据一45274条领英一20美金 | D: --------------------- ↓ 交易编号---44405-----广西省_贺州市女性身份证四要素494条76美金 交易编号---45169-----浙江省二建工程师建筑师完整温州2769条27美金 交易编号---47469-----全国混合医院医生护士1万条155美金11 交易编号---48127... | C: 虚拟物品,pending,,,
products_data.csv|__unknown__|seller_id:524490||products_data.csv|__unknown__|seller_id:533821,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:524490,products_data.csv|__unknown__|seller_id:533821,__unknown__,__unknown__,,,,,alias_missing,true,1,2,0,,,0,,0,,1,虚拟物品,0.197139,0.627735,0.5,0.078431,0.134986,0,,0,0,profile_lexical_neighbor|structural_support,2,2.438304,low,T: 更新的泰国华人华侨数据 || 更新的泰国华人华侨数据 | D: ↓ 交易编号---43391-----大学生all电子信息工程实号慢检500条5美金 交易编号---45773-----币圈注册用户美国格鲁吉亚georgia8万条80美金 交易编号---44637-----加拿大华人华侨33万3万美金女性已经开通WHATSAPPok 交易编号---45176-----浙江省二建... | C: 虚拟物品,T: 币圈外汇股民领英数据一美国怀俄明州11万条20美金 || 币圈外汇股民领英数据一美国怀俄明州11万条20美金 | D: --------------------- ↓ 交易编号---45407-----四川省_南充市女性身份证四要素107058条16561美金 交易编号---45605-----国外华人华侨德国中文女性20万2万条1560美金 交易编号---44667-----河南省郑州市19401956之间的3万5000条177... | C: 虚拟物品,pending,,,
products_data.csv|__unknown__|seller_id:533821||products_data.csv|__unknown__|seller_id:562239,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:533821,products_data.csv|__unknown__|seller_id:562239,__unknown__,__unknown__,,,,,alias_missing,true,2,1,0,,,0,,0,,1,虚拟物品,0.157047,0.741562,0.5,0.51,0.087504,0,,0,0,profile_lexical_neighbor|structural_support,2,2.425406,low,T: 币圈外汇股民领英数据一美国怀俄明州11万条20美金 || 币圈外汇股民领英数据一美国怀俄明州11万条20美金 | D: --------------------- ↓ 交易编号---45407-----四川省_南充市女性身份证四要素107058条16561美金 交易编号---45605-----国外华人华侨德国中文女性20万2万条1560美金 交易编号---44667-----河南省郑州市19401956之间的3万5000条177... | C: 虚拟物品,"T: 澳大利亚金融客户数据未发的5100万条1000美金 || 澳大利亚金融客户数据未发的5100万条1000美金 | D: 澳大利亚金融客户数据未发的500万之1一100万条1000美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品",pending,,,
products_data.csv|__unknown__|seller_id:521580||products_data.csv|__unknown__|seller_id:533821,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:521580,products_data.csv|__unknown__|seller_id:533821,__unknown__,__unknown__,,,,,alias_missing,true,1,2,0,,,0,,0,,1,虚拟物品,0.198294,0.617598,0.5,0.039216,0.137647,0,,0,0,profile_lexical_neighbor|structural_support,2,2.42496,low,T: 日本航空公司会员测试数据200条 || 日本航空公司会员测试数据200条 | D: ↓ 交易编号---47380-----法国领英商务华尔街币圈股民外汇外汇数据50万条200美金 交易编号---44329-----安徽省_亳州市一女性身份证四要素6461条999美金 交易编号---46822-----上海女性宝妈母婴购物3万条30美金 交易编号---45457-----云南省_昭通市一女性身份证... | C: 虚拟物品,T: 币圈外汇股民领英数据一美国怀俄明州11万条20美金 || 币圈外汇股民领英数据一美国怀俄明州11万条20美金 | D: --------------------- ↓ 交易编号---45407-----四川省_南充市女性身份证四要素107058条16561美金 交易编号---45605-----国外华人华侨德国中文女性20万2万条1560美金 交易编号---44667-----河南省郑州市19401956之间的3万5000条177... | C: 虚拟物品,pending,,,
products_data.csv|__unknown__|seller_id:601436||products_data.csv|__unknown__|seller_id:681075,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:601436,products_data.csv|__unknown__|seller_id:681075,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,影视猎奇资源,0.157778,0.735163,1.0,0.020833,0.160364,0,,0,0,profile_lexical_neighbor|structural_support,2,2.416994,low,T: 虐腹视频女主叫得很惨8G || 虐腹视频女主叫得很惨8G | D: 个人收集虐腹视频，Mega | C: 影视猎奇资源,T: 3出售幼幼及萝莉岛等40GB资源 || 3出售幼幼及萝莉岛等40GB资源 | D: 先到先得 54202 1未成年过往产品打包出售 54203 2打包出售暴力迷奸和師生等20G 54204 3出售幼幼及萝莉岛等40GB资源 54202 1未成年过往产品打包出售 54203 2打包出售暴力迷奸和師生等20G 54204 3出售幼幼及萝莉岛等40GB资源 | C: 影视猎奇资源,pending,,,
products_data.csv|__unknown__|seller_id:26316||products_data.csv|__unknown__|seller_id:602758,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:26316,products_data.csv|__unknown__|seller_id:602758,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,教程与文档,0.130609,0.815545,1.0,0.3,0.075636,0,,0,0,profile_lexical_neighbor|structural_support,2,2.414744,low,T: 自己整理的一些黑帽seo教程 || 自己整理的一些黑帽seo教程 | D: 自己整理的一些黑帽seo教程 | C: 教程与文档,T: 反侦查反询问以及国安谈话的一些心得技巧 || 反侦查反询问以及国安谈话的一些心得技巧 | D: 整理一些JC办案手法，包含如下内容：DNA检测，互联网上查控嫌疑人手段，上网时被监控的处置手段，手机安全知识 防窃听 防定位的一些知识 常在河边走，哪有不湿鞋，建议各大灰产和准备跑路的老哥看看 | C: 教程与文档,pending,,,
products_data.csv|__unknown__|seller_id:523410||products_data.csv|__unknown__|seller_id:529130,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:523410,products_data.csv|__unknown__|seller_id:529130,__unknown__,__unknown__,,,,,alias_missing,true,1,2,0,,,0,,0,,1,虚拟物品,0.146479,0.764872,0.5,0.62,0.121022,0,,0,0,profile_lexical_neighbor|structural_support,2,2.408618,low,T: 新到黄金珠宝奢侈品女性宝妈富婆数据5万条数据 || 新到黄金珠宝奢侈品女性宝妈富婆数据5万条数据 | D: ↓ 交易编号---43391-----大学生all电子信息工程实号慢检500条5美金 交易编号---45773-----币圈注册用户美国格鲁吉亚georgia8万条80美金 交易编号---44637-----加拿大华人华侨33万3万美金女性已经开通WHATSAPPok 交易编号---45176-----浙江省二建... | C: 虚拟物品,T: 币圈外汇股民领英数据一45274条领英一20美金 || 币圈外汇股民领英数据一45274条领英一20美金 | D: --------------------- ↓ 交易编号---44405-----广西省_贺州市女性身份证四要素494条76美金 交易编号---45169-----浙江省二建工程师建筑师完整温州2769条27美金 交易编号---47469-----全国混合医院医生护士1万条155美金11 交易编号---48127... | C: 虚拟物品,pending,,,
products_data.csv|__unknown__|seller_id:491210||products_data.csv|__unknown__|seller_id:707914,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:491210,products_data.csv|__unknown__|seller_id:707914,__unknown__,__unknown__,,,,,alias_missing,true,2,1,0,,,0,,0,,1,实体发货商品,0.191896,0.628526,0.5,0.050251,0.072298,0,,0,0,profile_lexical_neighbor|structural_support,2,2.408428,low,T: 各种实名电话卡注册卡流量卡香港卡 || 1美元1张-移动，联通，小流量卡 | D: 工作室必备 跳动ip流量卡养微信号必备 四大优点： 1.充值流量直接可以用 2.手机重启ip会变，养号抗封能力强 3.流量套餐灵活，一卡多套餐 4.非三方流量池卡，不会封卡 5.无需实名 代充值：为了不暴露支付账号，更好的隐蔽您的身份，提供代充服务 付款后在本帖回复收货信息：姓名、电话、地址（名字可虚假，电话能联... | C: 实体发货商品,T: 出售自制迷药蒙汗药高性价比效果好送配方 || 出售自制迷药蒙汗药高性价比效果好送配方 | D: 付款后在本帖回复收货信息：姓名、电话、地址（名字可虚假，电话能联系上就行） 单瓶标价9.9美元，算上手续费、快递费等费用后19.9美元，老客户和量大者可以享一定优惠 | C: 实体发货商品,pending,,,
products_data.csv|__unknown__|seller_id:384910||products_data.csv|__unknown__|seller_id:486115,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:384910,products_data.csv|__unknown__|seller_id:486115,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,虚拟物品,0.132733,0.804571,1.0,0.333333,0.230098,0,,0,0,profile_lexical_neighbor|structural_support,2,2.40554,low,T: 超低价出500套身份证 正+反+手持正+半身 || 超低价出500套身份证 正+反+手持正+半身 | D: 1 商品一共500套 拍下自动发货 2 虚拟资源 容易复制 一经拍下 概不退款 3 想清楚再拍 拍完请尽快放款 4 下面是商品图示例 | C: 虚拟物品,T: 440套高清双面手持低价出售（原一套5rmb）正反+手持正面+手持反面 || 440套高清双面手持低价出售（原一套5rmb）正反+手持正面+手持反面 | D: 商品没有问题的话望及时确认收货，我将赠送人脸识别全套软件 | C: 虚拟物品,pending,,,
products_data.csv|__unknown__|seller_id:195880||products_data.csv|__unknown__|seller_id:598658,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:195880,products_data.csv|__unknown__|seller_id:598658,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,教程与文档,0.131992,0.805896,1.0,0.25,0.052835,0,,0,0,profile_lexical_neighbor|structural_support,2,2.403744,low,T: 国产极品豪乳人妻偷情 || 国产极品豪乳人妻偷情 | D: 自动发货，一经售出概不退款，自己看图 | C: 教程与文档,T: K粉氯胺酮合法制作流程仅售4美刀 || K粉氯胺酮合法制作流程仅售4美刀 | D: 注意 本产品为虚拟商品，具有可复制性，一旦售出概不退款 | C: 教程与文档,pending,,,
products_data.csv|__unknown__|seller_id:494068||products_data.csv|__unknown__|seller_id:85003,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:494068,products_data.csv|__unknown__|seller_id:85003,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,技术服务[非教程],0.136688,0.78952,1.0,0.166667,0.017171,0,,0,0,profile_lexical_neighbor|structural_support,2,2.399168,low,T: 免费翻墙软件有偿分享，高速稳定不限流量不限速无需会员，永久免费 || 免费翻墙软件有偿分享，高速稳定不限流量不限速无需会员，永久免费 | D: 无详情描述 | C: 技术服务[非教程],"T: 第三方版百度网盘不限速免安装 || 第三方版百度网盘不限速免安装 | D: 第三方版百度网盘不限速免安装，解压即用 请遵守规则,禁发站外联系, 禁止要求站外联系, | C: 技术服务[非教程]",pending,,,
products_data.csv|__unknown__|seller_id:187456||products_data.csv|__unknown__|seller_id:547421,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:187456,products_data.csv|__unknown__|seller_id:547421,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,实体发货商品,0.159549,0.717706,1.0,0.005,0.268354,0,,0,0,profile_lexical_neighbor|structural_support,2,2.392706,low,T: 2023实名手机号流量卡手机卡一正常号段一非170165 || 2023实名手机号流量卡手机卡一正常号段一非170165 | D: 价格100美元一张（拍100件），单张可发 C类：170、165开头，实名卡，套餐3月租流量0，可打接电话，价格15美元一张，10张起发（拍150件） D类：170、165开头，注册卡，寿命不确定，可接电话，可收短信，其他什么都做不了，价格5美元一张，10张起发（拍50件） 注意：ABC类的卡，理论上只要低调使用... | C: 实体发货商品,T: 移动群发卡循环使用1个月以上实测 || 移动群发卡循环使用1个月以上实测 | D: 已实名 非171 170 165号段 10美元一张20张起发，拍下留言地址 | C: 实体发货商品,pending,,,
products_data.csv|__unknown__|seller_id:177276||products_data.csv|__unknown__|seller_id:506199,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:177276,products_data.csv|__unknown__|seller_id:506199,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,常规服务与操作,0.152387,0.735778,1.0,0.004167,0.122107,0,,0,0,profile_lexical_neighbor|structural_support,2,2.385878,low,"T: 接DDOS服务器,网站攻击,DDOS平台搭建,流量出租,价格优惠 || 接DDOS服务器,网站攻击,DDOS平台搭建,流量出租,价格优惠 | D: 服务器价格： 100G防御 55美元一小时 包天200美元 200G防御 85美元一小时 包天335美元 300G防御 115美元一小时 包天490美元 网站攻击的需事先留言 出租DDOS攻击流量150-300G国内量,一个月1400刀 搭建DDOS攻击平台(可以出售盈利),包售后包维护 | C: 常规服务与操作",T: DDOS攻击CC攻击服务器及教程 || DDOS攻击CC攻击服务器及教程 | D: DDOS攻击，200-300G流量，无限流量服务器，1800元RMB/台 CC攻击，20-30G流量，无限流量服务器，400元RMB/台，可增加数量攻击力更加的强大 | C: 常规服务与操作,pending,,,
products_data.csv|__unknown__|seller_id:744706||products_data.csv|__unknown__|seller_id:754463,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:744706,products_data.csv|__unknown__|seller_id:754463,__unknown__,__unknown__,,,,,alias_missing,true,2,2,0,,,0,,0,,1,常规服务与操作,0.138995,0.775085,1.0,0.150887,0.101095,0,,0,0,profile_lexical_neighbor|structural_support,2,2.38414,low,T: SDK数据DPI数据博彩币圈彩票任意平台爬取单价1毛钱人民币 || SDK数据DPI数据博彩币圈彩票任意平台爬取单价1毛钱人民币 | D: SDK数据，DPI数据，博彩币圈彩票任意平台单价1毛钱人民币，美金合算15美金1000条 | C: 常规服务与操作,T: App网站渗透脱库软件工具开发透视破解 || App网站渗透脱库软件工具开发透视破解 | D: 实时聊天监控5000美金/周 提供对方微信号 历史聊天记录调取（2年内） 提供对方微信号 除了语音其他记录全部出， 时间➕内容 拍下一份 调取一份2月内历史记录 留言对方微信号 不排斥中介，没有任何验证测试【勿开口】 拍下一份再咨询 | C: 常规服务与操作,pending,,,
products_data.csv|__unknown__|seller_id:394888||products_data.csv|__unknown__|seller_id:489860,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:394888,products_data.csv|__unknown__|seller_id:489860,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,常规服务与操作,0.147923,0.747798,1.0,0.05,0.117614,0,,0,0,profile_lexical_neighbor|structural_support,2,2.383134,low,"T: 海天盛筵,日本女优、演员、模特，学生妹 全国外围女91商务模特同城约会约炮伴游 || 海天盛筵,日本女优、演员、模特，学生妹 全国外围女91商务模特同城约会约炮伴游 | D: 高端产品，可全国送外卖 【北京】新茶刚下海 22岁 身高168 体重50kg B 北京电影学院在校大二学生，未来的大明星 | C: 常规服务与操作",T: 海天盛筵 二三线明星可约 分级会员制度 头炮 真实处女 全国女孩资源 || 海天盛筵 二三线明星可约 分级会员制度 头炮 真实处女 全国女孩资源 | D: 普通高端女孩 快餐 3000/5000起 过夜 8000/10000起 中圈 服务为主 2000 小圈 快餐 1500起 过夜 4000起 本帖为提供真实服务准备 加入会员后可收到专属客服联系方式 拒绝口嗨 不同的会员有不同的经济能力 | C: 常规服务与操作,pending,,,
products_data.csv|__unknown__|seller_id:504232||products_data.csv|__unknown__|seller_id:612390,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:504232,products_data.csv|__unknown__|seller_id:612390,__unknown__,__unknown__,,,,,alias_missing,true,10,5,0,,,0,,0,,2,实体发货商品 || 常规服务与操作,0.149808,0.740538,0.5,0.52381,0.123313,0,,0,0,profile_lexical_neighbor|structural_support,2,2.379924,low,T: 超简单超快捷停车场道闸遥控器复制器 || 接亡单不成功不收费 | D: 有专用扑克牌（和街上买的一模一样），扫描设备（体积很小，放牌桌上），主机（放衣服裤子袋里），发牌打色后戴在耳朵的微型耳机就会传来哪家赢的信息（斗牛），然后你马上把钱押在那家上 | C: 实体发货商品 || 常规服务与操作,T: 出售有效期内真实身份证驾驶证行驶证 || 接破坏单打人单残单亡单 | D: 厚度是手机两倍，平面面积是手机一半，也就是总体积和手机差不多，放在裤兜就行，插上手机耳机当天线，很自然 | C: 实体发货商品 || 常规服务与操作,pending,,,
products_data.csv|__unknown__|seller_id:528952||products_data.csv|__unknown__|seller_id:581913,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:528952,products_data.csv|__unknown__|seller_id:581913,__unknown__,__unknown__,,,,,alias_missing,true,2,2,0,,,0,,0,,1,虚拟物品,0.144797,0.755348,1.0,0.083333,0.123882,0,,0,0,profile_lexical_neighbor|structural_support,2,2.379478,low,T: 台湾女性宝妈母婴购物1615条30美金2 || 币圈股民417条领英cko20美金 | D: --------------------- ↓ 交易编号---45533-----美国币圈客户数据100万条2万美金 交易编号---47793-----江苏省小学学校女性老师教师5000条390美金 交易编号---45518-----ok快递电商平台物流订单数据2687万条26870美金 交易编号---45793... | C: 虚拟物品,T: 新到币圈新加坡抹茶币MXToken注册用户5万条数据 || 新到币圈新加坡抹茶币MXToken注册用户5万条数据 | D: ↓ 交易编号---45182-----浙江省衢州市二建工程师建筑师853条85美金 交易编号---45649-----福建泉州离异数据1000条156美金 交易编号---45355-----青海省_玉树市一女性身份证四要素193条29美金 交易编号---45269-----湖南省_张家界市女性身份证四要素1789... | C: 虚拟物品,pending,,,
products_data.csv|__unknown__|seller_id:345233||products_data.csv|__unknown__|seller_id:97559,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:345233,products_data.csv|__unknown__|seller_id:97559,__unknown__,__unknown__,,,,,alias_missing,true,2,1,0,,,0,,0,,1,教程与文档,0.171061,0.675015,0.5,0.25,0.099883,0,,0,0,profile_lexical_neighbor|structural_support,2,2.376396,low,T: 花费59800学习到的信用卡融资课程仅售6美金！ || 被禁的抖音门全集 | D: 刚开始纯粹是一个信用卡小白，根本不懂去如何用卡，刷卡 账单基本一个月就3笔，1年都不提额 直到有一天在朋友的邀请下听了一次 金朝阳财商公开课 如何打造个人资产，怎么融资 | C: 教程与文档,T: 最近刚被禁的宪法学导论 || 最近刚被禁的宪法学导论 | D: 最近刚被禁的宪法学导论 | C: 教程与文档,pending,,,
products_data.csv|__unknown__|seller_id:500176||products_data.csv|__unknown__|seller_id:554111,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:500176,products_data.csv|__unknown__|seller_id:554111,__unknown__,__unknown__,,,,,alias_missing,true,1,7,0,,,0,,0,,1,实体发货商品,0.182524,0.637699,0.142857,1.0,0.184126,0,,0,0,profile_lexical_neighbor|structural_support,2,2.370542,low,T: LSD 200ug 150元 实验室出品 无苦味 || LSD 200ug 150元 实验室出品 无苦味 | D: 5贴：750元，拍11份是一单，国内发货，24小时内发货，3-4天到达，单号我会发在这里，不发北京，新疆，西藏 | C: 实体发货商品,T: 反侦查手册教你化险为夷 || 反侦查手册教你化险为夷 | D: 纯度：95％ 100ml-3000元（拍42份） 200ml-4500元（拍63份） 剂量： 1ml-2ml-30分钟左右起效，特别想做爱，延长性爱时间，女生更加妩媚，温柔，3小时左右下来 （有效治疗抑郁症、焦虑、紧张，1-2ml是最幸福的剂量，善于交流，开心） 3ml-6ml-10分钟左右昏迷，时长4小时左右，... | C: 实体发货商品 || 教程与文档,pending,,,
products_data.csv|__unknown__|seller_id:556912||products_data.csv|__unknown__|seller_id:634338,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:556912,products_data.csv|__unknown__|seller_id:634338,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,虚拟物品,0.132334,0.786871,1.0,0.156,0.017034,0,,0,0,profile_lexical_neighbor|structural_support,2,2.367746,low,"T: 全球国外华人华侨一英国一中文一女性1000条156美金 || 全球国外华人华侨一英国一中文一女性1000条156美金 | D: 全球国外华人华侨一英国一中文一女性1000条156美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品","T: 低价出一日本金融客户一女性数据10万条1000美金 || 低价出一日本金融客户一女性数据10万条1000美金 | D: 低价出一日本金融客户一女性数据10万条1000美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品",pending,,,
