balanced_review_rank,pair_uid,data_bucket,candidate_language,candidate_scope,review_stratum,review_priority,review_status,review_label,reviewer_id,review_notes,soft_same_alias_continuity_bool,usable_for_supervision,usable_for_core_transfer,split_name,split_component_id,split_component_size,seller_uid_left,seller_uid_right,source_market_raw_left,source_market_raw_right,source_seller_raw_left,source_seller_raw_right,alias_relation,same_market_raw,candidate_rule_hits,candidate_rank_score,lexical_similarity,structural_support_score,shared_contact_count,shared_contact_values,shared_title_count,shared_title_values,shared_description_count,shared_description_values,shared_category_count,shared_category_values,shared_pgp_fingerprint_count,shared_pgp_fingerprint_values,left_preview,right_preview
2004,market_item.xlsx|Cartel|seller_raw:flame76||market_item.xlsx|vice city|seller_raw:Thuggaking54,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|Cartel|seller_raw:flame76,market_item.xlsx|vice city|seller_raw:Thuggaking54,Cartel,vice city,flame76,Thuggaking54,different_alias,false,profile_lexical_neighbor|shared_title_clone,9.105128,0.401877,0.346933,0,,4,5G KETAMINE S-IOMER 99% || VERY STRONG KETA! || 5 GRAMS of High quality MDMA || High quailty crystal meth 1g || 3 GRAM of high quality MDMA,0,,0,,0,,"T: 5 Blue Acab Dutch Porsche ecstacy tabs 300MG (US - US) || 10 Blue Acab Dutch Porsche ecstacy tabs 300MG (US - US) | D: 100 x 4mg GREEN XANAX (Aprazolam) ..USA - USA This is classic 4mg Green Xanax bars sourced from the Pharma industry at a great price. Alprazolam is a short-a... | C: Drugs,Dissociatives,Ketamine || Drugs,Ecstasy,MDMA",T: 25 Dutch Blue Porsche ecstacy tabs 300MG (US - US) || 2 g Ketamine S-Isomer 95% Pure | D: Top Quality Black Tar Heroin Great quality black tar heroin. This heroin is top of the line barely leaves any trail when smoking. Stop wasting your money on ... | C: Ketamine || MDMA
2016,market_item.xlsx|dark0de|seller_raw:psychedelicashop||market_item.xlsx|darkfox market|seller_raw:Psychedelica,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|dark0de|seller_raw:psychedelicashop,market_item.xlsx|darkfox market|seller_raw:Psychedelica,dark0de,darkfox market,psychedelicashop,Psychedelica,different_alias,false,profile_lexical_neighbor|shared_description_clone,9.077808,0.575616,0.312056,0,,0,,1,► If you are ordering multiple items and you want them to be shipped together please leave a note with ALL ORDERS/ITEMS stating it,0,,0,,"T: ★ 100 molly caps ★ 15mg mdma ★ super offer ★ || ★ lsd ★ lsd blotter 200ug hofmann tabs ★ | D: And leave good ratings. ► We have allot of experience and respect you so we help each other. ► The idea is to trade with you and build up a connection. ═════... | C: Drugs, Ecstasy || Drugs, Stimulants","T: ★ PURE CRYSTAL ★ MDMA CHAMPAGNE 84% ★ AAA++ QUALITY ★ || ★ LSD HOFFMAN BLOTTERS 200ug ★ AAA++ QUALITY ★ | D: And leave good ratings. ► We have allot of experience and respect you so we help each other. ► The idea is to trade with you and build up a connection. ═════... | C: Drugs,Dissociatives,Ketamine || Drugs,Ecstasy,MDMA"
2020,market_item.xlsx|Cartel|seller_raw:smokydog420||market_item.xlsx|cannazon market|seller_raw:smokydog,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|Cartel|seller_raw:smokydog420,market_item.xlsx|cannazon market|seller_raw:smokydog,Cartel,cannazon market,smokydog420,smokydog,different_alias,false,profile_lexical_neighbor|shared_description_clone|structural_support,9.076418,0.453089,0.678942,0,,0,,3,Weed Purple Punch ein Klassiker aus Californien professional BIO GRow auf Erde aus Deutschland. Absolut saubere Professional auf Erde Gegrowt Quality. Sehr Intenives Fruchtiges ... || Top Aroma absolut sauberer geschmack. Frei von jeglichen Mineralischen Düngern etc... absolut Top wie ihr es gewohnt seid. Geschmack von würzigen Früchten bietet. Authentisch || Top Weed Big Bud Legendärer Strain AAA+++ Ship from Germany Genetik 85% Indica / 15% Sativa Eltern Afghani x Skunk Professionell auf Hydro Angebaut! Ultra stark! riecht sehr int...,0,,0,,"T: 10g Spezial Offer! California Summer Feeling Topangebot -Weed Green Poison AAA+++ || Top Weed Big Bud Legendärer Strain AAA+++ Ship from Germany | D: Ship from Germany Genetik 25% Indica / 75% Sativa Eltern Jack Herer x AK47 THC >24% Von Anfang an bestand das Hauptziel dieser Cannabis Kreation in der Stärk... | C: Drugs,Cannabis & Hashish,Buds & Flowers",T: 1x Lockdown Offer Triple Pack 3 verschiedene je 3g Top Strains Weed AAA+++ || 3g Weed Purple Punch ! AAA+++ Spezial Offer ! California Strain | D: Weed Pure Power Plant AAA+++ Ship from Germany Professionell auf Hydro Gegrowt Top Wirkung Top Aroma Top Geschmack Absolut frei von mineralischen Düngerrücks... | C: Weed || Other
2028,market_item.xlsx|silk road 3.1|seller_raw:bralle||market_item.xlsx|versus market|seller_raw:bestgroup,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|silk road 3.1|seller_raw:bralle,market_item.xlsx|versus market|seller_raw:bestgroup,silk road 3.1,versus market,bralle,bestgroup,different_alias,false,profile_lexical_neighbor|shared_description_clone|structural_support,9.058404,0.472817,0.610751,0,,0,,1,PRODUCT INFO Item: 55 Each capsule contains 20 mg of tadalafil. It is a genericum (substitution) of Cialis containing tadalafil as active ingredient. 100 capsules Use: Cialis is...,0,,0,,T: TESTOSTERONE PHENYLPORPIONATE 100 MGML 10 ml VIAL New Year Sale || OXYMETHOLONE 50 MG 100 CAPSULE New Year Sale | D: 17 ounces ( Can send Max 2 items for example 30 or 60 or 100 ml of Injectables or 2 boxes of orals ) We are currently the only store that offers this option ... | C: Others,"T: TESTOSTERONE PHENYLPROPIONATE 100 MG/ML 10 ML MONSTERLAB || DIANABOL 25 MG/CAPSULE MONSTERLAB | D: we also do it for free. There is no chance that anybody would open your hairspray bottle suspecting steroids inside it all our containers are specially made ... | C: Other,Steroids || Prescription,ED Sex Meds"
2032,market_item.xlsx|Cartel|seller_raw:FedEx||market_item.xlsx|vice city|seller_raw:AudiRS7,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|Cartel|seller_raw:FedEx,market_item.xlsx|vice city|seller_raw:AudiRS7,Cartel,vice city,FedEx,AudiRS7,different_alias,false,profile_lexical_neighbor|shared_description_clone,9.057518,0.595346,0.242721,0,,0,,1,**Address Format** -Full Name -Address (Street Name Number) -City Postal Code / Zip -Country **Refund Policy** -Reships Are Only Considered After A 30 Days No Arrival,0,,0,,"T: **(1-10G)** Pure Colombian Cocaine (93%) - Free WW-Shipping || **(1-10G)** Pure Colombian Cocaine (93%) - Free WW-Shipping | D: Pure Colombian Cocaine (93%) - Free WW-Shipping **Product Information** -First Hand Colombian Cocaine -Pure / Uncut (93%) -AAA+ Quality -Good Taste **COVID-1... | C: Drugs,Stimulants,Cocaine || Drugs,Stimulants,Crack",T: **(7.5G)** Pure Colombian Cocaine (UNCUT) - Free WW-Shipping || **(4.5G)** Pure Colombian Cocaine (UNCUT) - Free WW-Shipping | D: *** Shipping *** -Europe: 1-7 Days -United Kingdom: 2-7 Days -United States: 3-12 Days -Belgium: 2-5 Days -Germany: 3-6 Days -France: 3-8 Days -Rest Of The W... | C: Heroin || Cocaine
2040,market_item.xlsx|dark0de|seller_raw:dogeservices||market_item.xlsx|darkfox market|seller_raw:cheapboost,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,codex_review: uncertain; clone evidence is compatible with public product/template reuse and lacks identity closure.,0,0,0,uncertain_holdout,,,market_item.xlsx|dark0de|seller_raw:dogeservices,market_item.xlsx|darkfox market|seller_raw:cheapboost,dark0de,darkfox market,dogeservices,cheapboost,different_alias,false,profile_lexical_neighbor|shared_description_clone,9.04586,0.60775,0.19968,0,,0,,2,we are here to help you become a successful carder. Your feedback will help us grow and will result in we helping you more with better support. Thank you for the trust you have ... || even before internet fraud was a thing. So it is safe to say I have a vast knowledge and experience in this business. I have written this tutorial with the intention of helping ...,0,,0,,"T: ultra visa usa cc + cvv - best quality - checked clone || ultra visa usa cc + cvv - best quality - checked clone | D: download link: https://anonfiles.com/t87e9cccp7/cinfo_pdf http://dreadytofatroptsdj6io7l3xptbet6onoyno2yv7jicoxknyazubrad.onion/d/Carding http://dreadytofatr... | C: Carding, Cards and CVV || Digital, Accounts","T: GROWING ELITE MARIJUANA / WEED - 750 PAGES GUIDE ★ ULTIMATE GUIDE ★ || GROWING ELITE MARIJUANA / WEED - 750 PAGES GUIDE ★ ULTIMATE GUIDE ★ | D: even before internet fraud was a thing. So it is safe to say I have a vast knowledge and experience in this business. I have written this tutorial with the i... | C: Guides & Tutorials,Other || Fraud,Cards & CVV"
2044,market_item.xlsx|agartha market|seller_raw:NextDayWeed||market_item.xlsx|apollon market|seller_raw:JeffWode (100%),en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|agartha market|seller_raw:NextDayWeed,market_item.xlsx|apollon market|seller_raw:JeffWode (100%),agartha market,apollon market,NextDayWeed,JeffWode (100%),different_alias,false,profile_lexical_neighbor|shared_title_clone,9.038544,0.443154,0.18981,0,,3,PURPLE KUSH 28 Grams (UK TO UK NEXT DAY DELIVERY) || PURPLE KUSH 14 Grams (UK TO UK NEXT DAY DELIVERY) || PURPLE KUSH 7 Grams (UK TO UK NEXT DAY DELIVERY),0,,1,"Cannabis,Hashish",0,,"T: PURPLE KUSH 28 Grams (UK TO UK NEXT DAY DELIVERY) || PURPLE KUSH 28 Grams (UK TO UK NEXT DAY DELIVERY) | D: Indoor grown Purple kush beautiful crop grown under DWC hydroponics to produce the typical effects an intense full bodied high secure postage Mylar packaging... | C: Cannabis,Buds - Weed || Cannabis,Hashish",T: PURPLE KUSH 14 GRAMS. (UK TO UK NEXT DAY DELIVERY) || PURPLE KUSH 14 GRAMS. (UK TO UK NEXT DAY DELIVERY) | D: Indoor grown Purple kush beautiful crop grown under DWC hydroponics to produce the typical effects an intense full bodied high fully flushed secure postage M... | C: Cannabis & Hashish
2048,market_item.xlsx|Cartel|seller_raw:PharmaWorldUK||market_item.xlsx|dark0de|seller_raw:ldnexpert,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|Cartel|seller_raw:PharmaWorldUK,market_item.xlsx|dark0de|seller_raw:ldnexpert,Cartel,dark0de,PharmaWorldUK,ldnexpert,different_alias,false,profile_lexical_neighbor|shared_description_clone|structural_support,9.027124,0.441729,0.688375,0,,0,,2,"we are proud to be offering them at not only a reasonable price but also the pills come in the original branded formula. Price is per pill All pills will come in blisters and pa... || 20MG pills are incredible rare to have access to in the UK, we are proud to be offering them at not only a reasonable price but also the pills come in the original branded formu...",0,,0,,"T: Ketamine Original Pharmaceutical Grade - Rare as it comes - As good as Ket gets - Better than Shard || Pfizer Xanax 0.5mg 100% Genuine and Authentic Alprazolam | D: either alone or compounded with paracetamol or aspirin. It was developed in Germany in 1908 and first marketed in 1911 Sourced direct from pharmacy - genuine... | C: Drugs,Opioids,OxyCodone || Drugs,Benzos,Pills","T: dexamfetamine sulfate 5mg teva brand like adderall || oxycodone shortec 20mg genuine pharmacy ir | D: Dexamfetamine Sulfate 5mg Price is per pill min order 10 pills if outside of UK This is genuine Teva from the chemist. Dextroamphetamine is a central nervous... | C: Drugs, Opiods || Drugs, Benzos"
2056,market_item.xlsx|tor2door market|seller_raw:tig3r||market_item.xlsx|vice city|seller_raw:Redlemon,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|tor2door market|seller_raw:tig3r,market_item.xlsx|vice city|seller_raw:Redlemon,tor2door market,vice city,tig3r,Redlemon,different_alias,false,profile_lexical_neighbor|shared_description_clone,9.02063,0.5895,0.241815,0,,0,,3,* None-tracked orders are not refundable. Only tracked orders are possible to 50 percent refund if fail isnt at customers end. We also offer reship of 50 percent of the purchase... || Dear customer! Short introduction about our shop ! Ketamine is our main product and our main goal is WW retail and bulk sales of this 99.99 percent pure crystaline powder ketami... || * None-tracked orders are not refundable. Only tracked orders are possible to 50 percent refund if fail isnt at customers end. We also offer reship of 50% of the purchase weight...,0,,0,,"T: 28-56g Amnesia Haze, Sativa Queen (MOST STRONG) (UK-UK) NDD tracked || 28-56g Girl Scout Cookies (UK-UK) NDD tracked | D: * None-tracked orders are not refundable. Only tracked orders are possible to 50 percent refund if fail isnt at customers end. We also offer reship of 50% of... | C: Physical",T: 125-735g S-Isomer KETAMINE SUGAR (UK-WW) DECOY STEALTH PACK || 10g Ketamine >>> 99.9% Purity | D: * None-tracked orders are not refundable. Only tracked orders are possible to 50 percent refund if fail isnt at customers end. We also offer reship of 50 per... | C: Cannabis || Buds & Flowers
2060,market_item.xlsx|dark0de|seller_raw:wetly||market_item.xlsx|darkfox market|seller_raw:pure,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,codex_review: uncertain; clone evidence is compatible with public product/template reuse and lacks identity closure.,0,0,0,uncertain_holdout,,,market_item.xlsx|dark0de|seller_raw:wetly,market_item.xlsx|darkfox market|seller_raw:pure,dark0de,darkfox market,wetly,pure,different_alias,false,profile_lexical_neighbor|shared_description_clone|shared_title_clone,9.001362,0.164237,0.50797,0,,1,high quality ssn + dob +mmn,1,HACK BANK ACCOUNTS WITH ZEUS BOT 2018 WORKING METHOD THIS GUIDE WILL TEACH YOU HOW TO USE ZEUS BOT TO HACK INTO BANK ACCOUNTS. STEP BY STEP. 2018 THIS GUIDE IS WELL WRITTEN AND ...,0,,0,,"T: credit secrets pack . boost credit score . get a n || where to buy dumps cvvs bins | D: MUST SEE... scans templates psd International passport id ids cc ccv credit card cashout bank cash paypal school state us uk eu Fraud Digital Products pay-pa... | C: Digital, default || Digital Forensics, default","T: UPDATED 2020 AMAZON + EBAY + PAYPAL COMPLETE COLLECTION - BUY 1 GET 3 - 200$ DAILY (Clone) || CREATE AND CUSTOMIZE CHECKS EASY( WITH PICTURES + SOFTWARE) | D: DUMPS+ PIN PACK TR1+TR2 PACKAGE TUTORIAL INSTANT D DUMPS+ PIN PACK TR1+TR2 PACKAGE TUTORIAL INSTANT DELIVERY 100 % Hi guys this is a full pack : 1) DUMP url ... | C: Guides & Tutorials,Other || Guides & Tutorials,Fraud"
2064,market_item.xlsx|silk road 3.1|seller_raw:clonedccdealer||market_item.xlsx|silk road 3.1|seller_raw:commander0,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|silk road 3.1|seller_raw:clonedccdealer,market_item.xlsx|silk road 3.1|seller_raw:commander0,silk road 3.1,silk road 3.1,clonedccdealer,commander0,different_alias,true,profile_lexical_neighbor|shared_description_clone|structural_support,8.997648,0.36171,0.913694,0,,0,,3,"- Each card will come with PIN taped to the card, so you wont be confused which card is it added to. Balance are always guaranteed. Whats the balance || it looks like original. Tell me your name and Ill print on it by the machine. Signature on the backside also provided || Fresh physical cloned CC + PIN and guide included FAQ for beginners/noobs/newbies, please read before contacting",1,Drops,0,,"T: Cloned Credit Cards || Cloned Credit Cards | D: - YES. Regular shipping is free and about 1-2 weeks to arrive usually, express shipping is plus 30$ and about 1-3 days to arrive to your location. Priority e... | C: Drops","T: â $100 USA PHYSICAL CC + PIN â FRESH SOURCE â AUTOSHIP â || â $100 USA PHYSICAL CC + PIN â FRESH SOURCE â AUTOSHIP â | D: - Each cards have $8,000-$10,000$ balance. If the card was killed or less balance, provide me bill printed by ATM and Ill provide you new card or refund. Do ... | C: Drops"
2068,market_item.xlsx|apollon market|seller_raw:cicinaty (98%)||market_item.xlsx|apollon market|seller_raw:procarder2 (100%),en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,codex_review: uncertain; clone evidence is compatible with public product/template reuse and lacks identity closure.,0,0,0,uncertain_holdout,,,market_item.xlsx|apollon market|seller_raw:cicinaty (98%),market_item.xlsx|apollon market|seller_raw:procarder2 (100%),apollon market,apollon market,cicinaty (98%),procarder2 (100%),different_alias,true,profile_lexical_neighbor|shared_description_clone,8.993956,0.465782,0.599632,0,,0,,1,to give you a 100 % working card. 2. I suggest to not go for more than 7-10 % from the balance available in one transaction. 10 % is the maximum limit i recommend,1,Fraud CVV&Cards,0,,T: 2x VERIFIED Paypal Account + cookie + user agent + CC or BA || 2x VERIFIED Paypal Account + cookie + user agent + CC or BA | D: Best Carding Setup Tutorial (RDP & SOCKS 5 Providers 2019 Complete) In This Guide I Will Show You The Best Carding Setup For 2019 To Stay Safe And Be Success... | C: Fraud CVV&Cards || Fraud Accounts&Bankdrops,"T: CVV CREDIT CARDS DETAILS US, UK, EU, ASIA, AFRICA, AUSTRALIA || CVV CREDIT CARDS DETAILS US, UK, EU, ASIA, AFRICA, AUSTRALIA | D: not in their skills. Many cards sold here on SILKROAD 3.1 are LIVE with decent amounts on them. People just struggle to card the right way or dont have the r... | C: Fraud CVV&Cards"
2072,market_item.xlsx|darkfox market|seller_raw:FedEx||market_item.xlsx|silk road 3.1|seller_raw:RS7,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|darkfox market|seller_raw:FedEx,market_item.xlsx|silk road 3.1|seller_raw:RS7,darkfox market,silk road 3.1,FedEx,RS7,different_alias,false,profile_lexical_neighbor|shared_description_clone,8.992166,0.569504,0.287571,0,,0,,1,•• Address Format •• -Full Name -Address (Street Name Number) -City Postal Code / Zip -Country •• Refund Policy •• -Reships Are Only Considered After A 30 Days No Arrival,0,,0,,"T: •• [1-5G] Pure Colombian Cocaine |UNCUT| » Free WW-Shipping + BONUS •• || •• [1-5G] Pure Colombian Cocaine |UNCUT| » Free WW-Shipping + BONUS •• | D: •• [1-5G] Pure Colombian Crack |AAA+| » Free WW-Shipping + BONUS •• •• INTRO BONUS •• -Every customer that leaves positive feedback will get an additional [2... | C: Drugs,Stimulants,Cocaine || Drugs,Stimulants,Crack",T: ⌐|10G|¬ ► Pure Afghan Heroin #3 [UNCUT] #3 | Free WW-Shipping [ SUPER INTRO SALE ] || ⌐|1G|¬ ► Pure Colombian Cocaine [UNCUT] | Free WW-Shipping | D: ║Shipping║ → Europe: 1-7 Days → United Kingdom: 2-7 Days → United States: 3-12 Days → Belgium: 2-5 Days → Germany: 3-6 Days → France: 3-8 Days → Rest Of The ... | C: Cocaine || Heroin
2076,market_item.xlsx|apollon market|seller_raw:randominion18 (100%)||market_item.xlsx|apollon market|seller_raw:whitebeer (98%),en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|apollon market|seller_raw:randominion18 (100%),market_item.xlsx|apollon market|seller_raw:whitebeer (98%),apollon market,apollon market,randominion18 (100%),whitebeer (98%),different_alias,true,profile_lexical_neighbor|shared_description_clone,8.99173,0.645486,0.059407,0,,0,,1,It’s really so simple that anyone can do it. It just appears complicated to the uninformed. What you will see here today will prove to you that this is indeed something you can ...,1,Guides&Tutorials,0,,"T: ★2019★HOW TO MAKE $131 104,22 IN 21 DAYS★SIGNALS, COURSES & BOTS★EARN $1000's DAILY★ || ★2019★HOW TO MAKE $131 104,22 IN 21 DAYS★SIGNALS, COURSES & BOTS★EARN $1000's DAILY★ | D: --- TOTAL VALUE OF $27 835. ๑۩۩๑●▬▬▬▬▬๑۩۩๑▬▬▬▬▬●๑۩۩๑●▬▬▬▬▬๑۩۩๑▬▬▬▬▬●๑۩۩๑ THIS NEW SYSTEM FOR CREATING WEALTH IS.... POWERFUL------so you know you are sucking... | C: Guides&Tutorials",T: How Get Access To Any Phone And Bypass Passcodes (HACK ICLOUD) CLONE || Postal Smuggling (Concealment Methods) | D: Amazon or other account with these professional software List of software: HawkEye Brute - Proxyfuel - Qraken - Twitter Checker This software can get into an... | C: Guides&Tutorials || DigitalGoods Others
2080,market_item.xlsx|apollon market|seller_raw:twinkle (96%)||market_item.xlsx|vice city|seller_raw:Vicebuddy,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|apollon market|seller_raw:twinkle (96%),market_item.xlsx|vice city|seller_raw:Vicebuddy,apollon market,vice city,twinkle (96%),Vicebuddy,different_alias,false,profile_lexical_neighbor|shared_description_clone|shared_title_clone,8.976718,0.240808,0.265935,0,,1,How to make an ATM skimmer,1,How to make an ATM skimmer How to make an ATM skimmer. complete and easy guide scans templates psd International passport id ids cc ccv credit card cashout bank cash paypal scho...,1,Guides&Tutorials,0,,"T: (INSTANT DELIVERY) CARDING TOOLS AND TUTORIALS - CASHOUT ALL CCs (Amex, Visa, Mastercard) and PAYPAL || CREDIT SECRETS PACK . BOOST CREDIT SCORE . GET A NEW CREDIT PROFILE | D: MUST SEE... scans templates psd International passport id ids cc ccv credit card cashout bank cash paypal school state us uk eu Fraud Digital Products pay-pa... | C: Fraud Dumps&Tracks || Fraud Accounts&Bankdrops",T: HOW TO GET A FREE IPHONE 2020 ( VIDEO TUTORIAL) SELF WRITTEN || ULTIMATE BOTNET GUIDE - START YOUR OWN BOTNET | D: Examples of other Accounts that we sell: Social Network Accounts Netflix + HBO + Hulu + NBA League Pass + Sling TV Account + Xfinity Premium Account + Hulu +... | C: Other || Digital
2084,market_item.xlsx|dark0de|seller_raw:pharmacy8170||market_item.xlsx|versus market|seller_raw:Divinepharmacy,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|dark0de|seller_raw:pharmacy8170,market_item.xlsx|versus market|seller_raw:Divinepharmacy,dark0de,versus market,pharmacy8170,Divinepharmacy,different_alias,false,profile_lexical_neighbor|shared_title_clone,8.975348,0.37294,0.368854,0,,4,modafinil 200mg modvigil 100 pills for 50 || rivotril 2mg (clonazepam) 100 pills for $85 || tapendatol 100mg 100 pills for 75 || etizolam 1mg etizest 100 pills for 35,0,,0,,0,,"T: tapendatol 100mg. 180 pills for $310 usa to usa || diazepam 10mg (bensedin) 90 pills for $76 | D: Modafinil 200mg Modvigil 500 pills for 250 I ship from UK to Europe and from India to USA and Australia | C: Drugs, Benzos || Drugs, Stimulants","T: Diazepam bensedin 10mg (Valium) 90 pills for $78 || Cialis 20mg (tadalis sx) 100 pills for $40 | D: Tapendatol 200mg 100 pills for $100 Pls note Tapendatol 200mg will be ship from India only so Customers pls note that while ordering | C: Pills || Opioids,OxyCodone"
2088,market_item.xlsx|apollon market|seller_raw:wearestoners (100%)||market_item.xlsx|cannazon market|seller_raw:CannaCaviar,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,codex_review: uncertain; clone evidence is compatible with public product/template reuse and lacks identity closure.,0,0,0,uncertain_holdout,,,market_item.xlsx|apollon market|seller_raw:wearestoners (100%),market_item.xlsx|cannazon market|seller_raw:CannaCaviar,apollon market,cannazon market,wearestoners (100%),CannaCaviar,different_alias,false,profile_lexical_neighbor|shared_description_clone,8.969016,0.595566,0.19781,0,,0,,5,this is a great strain for social use. San Francisco creators Cookie Fam Genetics have released multiple numbered phenotypes of Gelato - phenotype #33 has picked up the nickname... || forcing smokers to adapt to their newly intensified surroundings. This head rush is met by a palpable body buzz that discourages much activity but still leaves users mobile and ... || growers should expose plants to colder temperatures just before the flowering period to stimulate the aforementioned anthocyanin pigments. Gelato flowers within 8 to 9 weeks whe...,0,,0,,"T: !!!GIVEAWAY!!! 0.5 gram White Widow A+ Our Top SELLER!!! (max amount 0.5 gram) || 3.5 gram Girl Scout Cookies, 1990's KING! | D: the strain can also cause users to feel paranoid nd sometimes dizzy. Some users also experience minor headaches. Many users take advantage of the strain's re... | C: Cannabis & Hashish","T: 1g Jack Herer, A+ Sativa Hybrid from CannaCaviar || 1g Hash, A+ | D: creating a sense of relaxation without immobilizing. What follows is an alert and easily suggestible high marked by creativity. This is a particularly good s... | C: Weed || Hash"
2090,market_item.xlsx|silk road 3.1|seller_raw:coopine||market_item.xlsx|silk road 3.1|seller_raw:mickey099,en_content_train_pool,en,sockpuppet_primary,identifier_primary,high,reviewed,positive,codex_item_identity_expansion_review_20260422,shared_seller_facing_direct_identifier: Both sides expose the same low-frequency seller-facing direct identifier with no product-data risk flag.,0,1,1,test,comp_00259,2,market_item.xlsx|silk road 3.1|seller_raw:coopine,market_item.xlsx|silk road 3.1|seller_raw:mickey099,silk road 3.1,silk road 3.1,coopine,mickey099,different_alias,true,item_level_shared_identity_signal|profile_lexical_neighbor|shared_contact_exact,2.645706,0.365631,0.22596,1,pgp_public_key:pgp_sha256:8aa3ec25484cbc30b04077be3f6a3876b526c007cae222f01a3dd7c922a0fb52,0,,0,,1,Weed,0,,T: Basic paypal phishing tutorial || Carding tutorial | D: amphetamine and heroine. Due to excellent stealth we have a very high success rate. We do free samples for orders >2g cocaine. We require FE. Take notice of ... | C: Drops || Cocaine,T: 30x Ritalin 10mg novartis Original Ritalin || 0.5 GRAM COLOMBIAN COCAINE 86% TESTED | D: Prescription Ritalin (novartis) 10mg. This is the original Ritalin. -----BEGIN PGP PUBLIC KEY BLOCK----- Version: BCPG C# v1.6.1.0 mQENBFZIW4EBCACpIcq4rPQjE6... | C: Weed || Others
