"path","type","bytes","reason"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_20pct_seed_20260322_sampled.zh_train.csv","file","11242","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_50pct_seed_20260320_predictions.en_test_fixed_base_threshold.csv","file","34084","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_50pct_seed_20260320_predictions.en_test.csv","file","31585","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_50pct_seed_20260320_predictions.zh_test_fixed_base_threshold.csv","file","30317","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_50pct_seed_20260320_predictions.zh_test.csv","file","28091","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_50pct_seed_20260320_predictions.zh_valid.csv","file","21653","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_50pct_seed_20260320_sampled.zh_train.csv","file","28077","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_50pct_seed_20260321_predictions.en_test_fixed_base_threshold.csv","file","34084","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_50pct_seed_20260321_predictions.en_test.csv","file","31585","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_50pct_seed_20260321_predictions.zh_test_fixed_base_threshold.csv","file","30317","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_50pct_seed_20260321_predictions.zh_test.csv","file","28091","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_50pct_seed_20260321_predictions.zh_valid.csv","file","21653","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_50pct_seed_20260321_sampled.zh_train.csv","file","28077","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_50pct_seed_20260322_predictions.en_test_fixed_base_threshold.csv","file","34084","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_50pct_seed_20260322_predictions.en_test.csv","file","31585","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_50pct_seed_20260322_predictions.zh_test_fixed_base_threshold.csv","file","30317","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_50pct_seed_20260322_predictions.zh_test.csv","file","28091","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_50pct_seed_20260322_predictions.zh_valid.csv","file","21653","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_no_structural_residual_lr_ratio_50pct_seed_20260322_sampled.zh_train.csv","file","28077","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_100pct_seed_20260320_predictions.en_test_fixed_base_threshold.csv","file","31139","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_100pct_seed_20260320_predictions.en_test.csv","file","28640","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_100pct_seed_20260320_predictions.zh_test_fixed_base_threshold.csv","file","27672","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_100pct_seed_20260320_predictions.zh_test.csv","file","25446","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_100pct_seed_20260320_predictions.zh_valid.csv","file","19629","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_100pct_seed_20260320_sampled.zh_train.csv","file","55888","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_100pct_seed_20260321_predictions.en_test_fixed_base_threshold.csv","file","31136","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_100pct_seed_20260321_predictions.en_test.csv","file","28637","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_100pct_seed_20260321_predictions.zh_test_fixed_base_threshold.csv","file","27667","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_100pct_seed_20260321_predictions.zh_test.csv","file","25441","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_100pct_seed_20260321_predictions.zh_valid.csv","file","19632","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_100pct_seed_20260321_sampled.zh_train.csv","file","55888","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_100pct_seed_20260322_predictions.en_test_fixed_base_threshold.csv","file","31135","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_100pct_seed_20260322_predictions.en_test.csv","file","28636","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_100pct_seed_20260322_predictions.zh_test_fixed_base_threshold.csv","file","27666","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_100pct_seed_20260322_predictions.zh_test.csv","file","25440","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_100pct_seed_20260322_predictions.zh_valid.csv","file","19632","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_100pct_seed_20260322_sampled.zh_train.csv","file","55888","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_10pct_seed_20260320_predictions.en_test_fixed_base_threshold.csv","file","31018","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_10pct_seed_20260320_predictions.en_test.csv","file","28519","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_10pct_seed_20260320_predictions.zh_test_fixed_base_threshold.csv","file","27565","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_10pct_seed_20260320_predictions.zh_test.csv","file","25339","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_10pct_seed_20260320_predictions.zh_valid.csv","file","19549","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_10pct_seed_20260320_sampled.zh_train.csv","file","5772","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_10pct_seed_20260321_predictions.en_test_fixed_base_threshold.csv","file","31017","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_10pct_seed_20260321_predictions.en_test.csv","file","28518","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_10pct_seed_20260321_predictions.zh_test_fixed_base_threshold.csv","file","27570","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_10pct_seed_20260321_predictions.zh_test.csv","file","25344","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_10pct_seed_20260321_predictions.zh_valid.csv","file","19537","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_10pct_seed_20260321_sampled.zh_train.csv","file","5756","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_10pct_seed_20260322_predictions.en_test_fixed_base_threshold.csv","file","31014","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_10pct_seed_20260322_predictions.en_test.csv","file","28515","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_10pct_seed_20260322_predictions.zh_test_fixed_base_threshold.csv","file","27570","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_10pct_seed_20260322_predictions.zh_test.csv","file","25344","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_10pct_seed_20260322_predictions.zh_valid.csv","file","19549","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_10pct_seed_20260322_sampled.zh_train.csv","file","5766","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_20pct_seed_20260320_predictions.en_test_fixed_base_threshold.csv","file","31015","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_20pct_seed_20260320_predictions.en_test.csv","file","28516","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_20pct_seed_20260320_predictions.zh_test_fixed_base_threshold.csv","file","27560","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_20pct_seed_20260320_predictions.zh_test.csv","file","25334","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_20pct_seed_20260320_predictions.zh_valid.csv","file","19546","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_20pct_seed_20260320_sampled.zh_train.csv","file","11294","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_20pct_seed_20260321_predictions.en_test_fixed_base_threshold.csv","file","31015","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_20pct_seed_20260321_predictions.en_test.csv","file","28516","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_20pct_seed_20260321_predictions.zh_test_fixed_base_threshold.csv","file","27558","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_20pct_seed_20260321_predictions.zh_test.csv","file","25332","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_20pct_seed_20260321_predictions.zh_valid.csv","file","19552","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_20pct_seed_20260321_sampled.zh_train.csv","file","11250","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_20pct_seed_20260322_predictions.en_test_fixed_base_threshold.csv","file","31019","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_20pct_seed_20260322_predictions.en_test.csv","file","28520","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_20pct_seed_20260322_predictions.zh_test_fixed_base_threshold.csv","file","27559","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_20pct_seed_20260322_predictions.zh_test.csv","file","25333","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_20pct_seed_20260322_predictions.zh_valid.csv","file","19552","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_20pct_seed_20260322_sampled.zh_train.csv","file","11252","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_50pct_seed_20260320_predictions.en_test_fixed_base_threshold.csv","file","31011","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_50pct_seed_20260320_predictions.en_test.csv","file","28512","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_50pct_seed_20260320_predictions.zh_test_fixed_base_threshold.csv","file","27567","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_50pct_seed_20260320_predictions.zh_test.csv","file","25341","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_50pct_seed_20260320_predictions.zh_valid.csv","file","19549","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_50pct_seed_20260320_sampled.zh_train.csv","file","28080","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_50pct_seed_20260321_predictions.en_test_fixed_base_threshold.csv","file","31021","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_50pct_seed_20260321_predictions.en_test.csv","file","28522","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_50pct_seed_20260321_predictions.zh_test_fixed_base_threshold.csv","file","27559","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_50pct_seed_20260321_predictions.zh_test.csv","file","25333","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_50pct_seed_20260321_predictions.zh_valid.csv","file","19548","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_50pct_seed_20260321_sampled.zh_train.csv","file","28096","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_50pct_seed_20260322_predictions.en_test_fixed_base_threshold.csv","file","31016","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_50pct_seed_20260322_predictions.en_test.csv","file","28517","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_50pct_seed_20260322_predictions.zh_test_fixed_base_threshold.csv","file","27560","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_50pct_seed_20260322_predictions.zh_test.csv","file","25334","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_50pct_seed_20260322_predictions.zh_valid.csv","file","19548","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_ratio_50pct_seed_20260322_sampled.zh_train.csv","file","28022","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_100pct_seed_20260320_predictions.en_test_fixed_base_threshold.csv","file","33516","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_100pct_seed_20260320_predictions.en_test.csv","file","31017","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_100pct_seed_20260320_predictions.zh_test_fixed_base_threshold.csv","file","29791","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_100pct_seed_20260320_predictions.zh_test.csv","file","27565","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_100pct_seed_20260320_predictions.zh_valid.csv","file","21251","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_100pct_seed_20260320_sampled.zh_train.csv","file","55888","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_100pct_seed_20260321_predictions.en_test_fixed_base_threshold.csv","file","33516","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_100pct_seed_20260321_predictions.en_test.csv","file","31017","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_100pct_seed_20260321_predictions.zh_test_fixed_base_threshold.csv","file","29791","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_100pct_seed_20260321_predictions.zh_test.csv","file","27565","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_100pct_seed_20260321_predictions.zh_valid.csv","file","21251","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_100pct_seed_20260321_sampled.zh_train.csv","file","55888","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_100pct_seed_20260322_predictions.en_test_fixed_base_threshold.csv","file","33516","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_100pct_seed_20260322_predictions.en_test.csv","file","31017","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_100pct_seed_20260322_predictions.zh_test_fixed_base_threshold.csv","file","29791","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_100pct_seed_20260322_predictions.zh_test.csv","file","27565","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_100pct_seed_20260322_predictions.zh_valid.csv","file","21251","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_100pct_seed_20260322_sampled.zh_train.csv","file","55888","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_10pct_seed_20260320_predictions.en_test_fixed_base_threshold.csv","file","33399","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_10pct_seed_20260320_predictions.en_test.csv","file","30900","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_10pct_seed_20260320_predictions.zh_test_fixed_base_threshold.csv","file","29688","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_10pct_seed_20260320_predictions.zh_test.csv","file","27462","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_10pct_seed_20260320_predictions.zh_valid.csv","file","21171","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_10pct_seed_20260320_sampled.zh_train.csv","file","5808","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_10pct_seed_20260321_predictions.en_test_fixed_base_threshold.csv","file","33399","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_10pct_seed_20260321_predictions.en_test.csv","file","30900","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_10pct_seed_20260321_predictions.zh_test_fixed_base_threshold.csv","file","29688","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_10pct_seed_20260321_predictions.zh_test.csv","file","27462","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_10pct_seed_20260321_predictions.zh_valid.csv","file","21171","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_10pct_seed_20260321_sampled.zh_train.csv","file","5808","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_10pct_seed_20260322_predictions.en_test_fixed_base_threshold.csv","file","33399","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_10pct_seed_20260322_predictions.en_test.csv","file","30900","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_10pct_seed_20260322_predictions.zh_test_fixed_base_threshold.csv","file","29688","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_10pct_seed_20260322_predictions.zh_test.csv","file","27462","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_10pct_seed_20260322_predictions.zh_valid.csv","file","21171","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_10pct_seed_20260322_sampled.zh_train.csv","file","5808","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_20pct_seed_20260320_predictions.en_test_fixed_base_threshold.csv","file","33395","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_20pct_seed_20260320_predictions.en_test.csv","file","30896","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_20pct_seed_20260320_predictions.zh_test_fixed_base_threshold.csv","file","29685","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_20pct_seed_20260320_predictions.zh_test.csv","file","27459","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_20pct_seed_20260320_predictions.zh_valid.csv","file","21167","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_20pct_seed_20260320_sampled.zh_train.csv","file","11335","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_20pct_seed_20260321_predictions.en_test_fixed_base_threshold.csv","file","33395","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_20pct_seed_20260321_predictions.en_test.csv","file","30896","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_20pct_seed_20260321_predictions.zh_test_fixed_base_threshold.csv","file","29685","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_20pct_seed_20260321_predictions.zh_test.csv","file","27459","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_20pct_seed_20260321_predictions.zh_valid.csv","file","21167","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_20pct_seed_20260321_sampled.zh_train.csv","file","11335","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_20pct_seed_20260322_predictions.en_test_fixed_base_threshold.csv","file","33395","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_20pct_seed_20260322_predictions.en_test.csv","file","30896","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_20pct_seed_20260322_predictions.zh_test_fixed_base_threshold.csv","file","29685","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_20pct_seed_20260322_predictions.zh_test.csv","file","27459","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_20pct_seed_20260322_predictions.zh_valid.csv","file","21167","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_20pct_seed_20260322_sampled.zh_train.csv","file","11335","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_50pct_seed_20260320_predictions.en_test_fixed_base_threshold.csv","file","33393","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_50pct_seed_20260320_predictions.en_test.csv","file","30894","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_50pct_seed_20260320_predictions.zh_test_fixed_base_threshold.csv","file","29684","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_50pct_seed_20260320_predictions.zh_test.csv","file","27458","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_50pct_seed_20260320_predictions.zh_valid.csv","file","21170","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_50pct_seed_20260320_sampled.zh_train.csv","file","28149","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_50pct_seed_20260321_predictions.en_test_fixed_base_threshold.csv","file","33393","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_50pct_seed_20260321_predictions.en_test.csv","file","30894","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_50pct_seed_20260321_predictions.zh_test_fixed_base_threshold.csv","file","29684","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_50pct_seed_20260321_predictions.zh_test.csv","file","27458","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_50pct_seed_20260321_predictions.zh_valid.csv","file","21170","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_50pct_seed_20260321_sampled.zh_train.csv","file","28149","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_50pct_seed_20260322_predictions.en_test_fixed_base_threshold.csv","file","33393","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_50pct_seed_20260322_predictions.en_test.csv","file","30894","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_50pct_seed_20260322_predictions.zh_test_fixed_base_threshold.csv","file","29684","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_default_reranker_only_lr_l2_ratio_50pct_seed_20260322_predictions.zh_test.csv","file","27458","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
