pair_uid,data_bucket,candidate_language,candidate_scope,review_stratum,core_transfer_eligible,seller_uid_left,seller_uid_right,source_market_raw_left,source_market_raw_right,same_market_raw_bool,same_source_dataset_bool,review_priority,review_status,review_label,profile_category_jaccard,has_shared_title_clone,has_shared_description_clone,has_shared_contact_exact,has_shared_pgp_fingerprint,shared_title_count_capped,shared_description_count_capped,shared_category_count_capped,shared_contact_count_capped,shared_pgp_fingerprint_count_capped,boilerplate_ratio_left,boilerplate_ratio_right,boilerplate_ratio_max,boilerplate_ratio_gap_abs,shared_title_idf_sum,shared_description_idf_sum,shared_title_idf_mean,shared_description_idf_mean,shared_boilerplate_count,shared_low_df_sentence_count,shared_rare_ngram_count,candidate_rule_count_raw,sparse_lexical_similarity_raw,structural_support_score_raw,left_market_profile_size,right_market_profile_size,item_count_percentile_gap_abs,price_median_percentile_gap_abs,title_length_median_percentile_gap_abs,description_length_median_percentile_gap_abs,digit_ratio_mean_percentile_gap_abs,punct_ratio_mean_percentile_gap_abs,repeated_title_share_percentile_gap_abs,repeated_description_share_percentile_gap_abs,max_category_share_percentile_gap_abs,uppercase_ratio_mean_percentile_gap_abs,item_count_raw_gap_abs,price_median_raw_gap_abs,title_length_median_raw_gap_abs,description_length_median_raw_gap_abs,digit_ratio_mean_raw_gap_abs,punct_ratio_mean_raw_gap_abs,repeated_title_share_raw_gap_abs,repeated_description_share_raw_gap_abs,max_category_share_raw_gap_abs,uppercase_ratio_mean_raw_gap_abs,embedding_cosine_gte_multilingual_base,embedding_cosine_bge_m3,embedding_cosine_multilingual_e5_large,embedding_cosine_labse,embedding_cosine_paraphrase_multilingual_mpnet,reranker_score_gte_multilingual_reranker_base,reranker_score_bge_reranker_v2_m3,source_seller_raw_left,source_seller_raw_right,alias_normalized_left,alias_normalized_right,scoring_experiment_name,score_rank_desc,prob_positive,relation_reliability_score,relation_reliability_pass,relation_reliability_direct_identity_support,relation_reliability_semantic_topic_only,relation_reliability_style_consistency,relation_reliability_components,edge_score_final,edge_at_threshold_0470000,edge_at_threshold_0800000,edge_at_threshold_0900000
market_item.xlsx|茶马古道|seller_raw:/shop/405073||market_item.xlsx|茶马古道|seller_raw:/shop/440602,zh_target_strict,zh,sockpuppet_primary,semantic_structural,1,market_item.xlsx|茶马古道|seller_raw:/shop/405073,market_item.xlsx|茶马古道|seller_raw:/shop/440602,茶马古道,茶马古道,1,1,low,pending,,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0.178031,0.533333,2629,2629,0.173136,0.0,0.119482,0.009893,0.586377,0.524734,0.0,0.060502,0.0,0.0,1.0,0.0,3.0,1.0,0.133333,0.1,0.0,0.5,0.0,0.0,0.978505,0.900293,0.924793,0.917228,0.799029,0.624533,0.124835,/shop/405073,/shop/440602,/shop/405073,/shop/440602,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1396,0.37584,0.4,1,0,0,0.964803,+structural_support:0.120 || +style_consistency:0.080,0.150336,0,0,0
market_item.xlsx|中文暗网交易市场|seller_raw:553564||market_item.xlsx|茶马古道|seller_raw:/shop/429404,zh_target_strict,zh,sockpuppet_primary,text_clone_primary,1,market_item.xlsx|中文暗网交易市场|seller_raw:553564,market_item.xlsx|茶马古道|seller_raw:/shop/429404,中文暗网交易市场,茶马古道,0,1,high,pending,,0.0,1,1,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,8.437991,8.437991,8.437991,8.437991,0,1,1,2,0.0,0.265019,2468,2629,0.459349,0.273334,0.257462,0.212221,0.271016,0.17259,0.015536,0.028717,0.718798,0.143336,5.0,8.99985,8.5,8.0,0.017224,0.012094,0.0,0.0,0.166667,0.017231,0.968658,0.806862,0.877001,0.912203,0.598703,0.596057,0.039282,553564,/shop/429404,553564,/shop/429404,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1397,0.375645,0.53,1,0,0,0.765158,+rare_description_clone:0.150 || +rare_title_clone:0.100 || +style_consistency:0.080,0.199092,0,0,0
market_item.xlsx|中文暗网交易市场|seller_raw:546735||market_item.xlsx|中文暗网交易市场|seller_raw:597091,zh_target_strict,zh,sockpuppet_primary,text_clone_primary,1,market_item.xlsx|中文暗网交易市场|seller_raw:546735,market_item.xlsx|中文暗网交易市场|seller_raw:597091,中文暗网交易市场,中文暗网交易市场,1,1,high,pending,,1.0,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,7.927166,0.0,7.927166,0,1,0,2,0.0,0.9914,2468,2468,0.0,0.0,0.09323,0.025537,0.190515,0.254966,0.0,0.0,0.0,0.186056,0.0,0.0,1.5,24.5,0.027014,0.028485,0.0,0.0,0.0,0.013298,0.994178,0.915837,0.94987,0.952348,0.929529,0.925931,0.204168,546735,597091,546735,597091,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1398,0.375635,0.55,1,0,0,0.987232,+rare_description_clone:0.150 || +structural_support:0.120 || +style_consistency:0.080,0.206599,0,0,0
market_item.xlsx|中文暗网交易市场|seller_raw:403247||market_item.xlsx|中文暗网交易市场|seller_raw:501102,zh_target_strict,zh,sockpuppet_primary,semantic_structural,1,market_item.xlsx|中文暗网交易市场|seller_raw:403247,market_item.xlsx|中文暗网交易市场|seller_raw:501102,中文暗网交易市场,中文暗网交易市场,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0.258709,0.523737,2468,2468,0.178354,0.25456,0.0,0.31212,0.193758,0.502229,0.02351,0.059181,0.0,0.009729,6.0,0.00609,0.0,141.0,0.053341,0.102677,0.333333,0.333333,0.0,0.001443,0.989506,0.916124,0.932379,0.925582,0.902579,0.678222,0.388567,403247,501102,403247,501102,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1399,0.375338,0.4,1,0,0,0.881232,+structural_support:0.120 || +style_consistency:0.080,0.150135,0,0,0
market_item.xlsx|中文暗网交易市场|seller_raw:57615||market_item.xlsx|中文暗网交易市场|seller_raw:61132,zh_target_strict,zh,sockpuppet_primary,semantic_only,1,market_item.xlsx|中文暗网交易市场|seller_raw:57615,market_item.xlsx|中文暗网交易市场|seller_raw:61132,中文暗网交易市场,中文暗网交易市场,1,1,medium,pending,,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0.239222,0.259272,2468,2468,0.177949,0.442237,0.72274,0.007702,0.059992,0.06364,0.029185,0.0,0.0,0.642076,1.0,0.000545,15.0,1.0,0.120098,0.006239,0.5,0.0,0.0,0.335527,0.980856,0.894656,0.91765,0.901407,0.852868,0.615467,0.060003,57615,61132,57615,61132,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1400,0.375056,0.03,0,0,1,0.938184,+style_consistency:0.080 || -0.250:semantic_topic_only_penalty,0.011252,0,0,0
market_item.xlsx|茶马古道|seller_raw:/shop/408872||market_item.xlsx|茶马古道|seller_raw:/shop/444323,zh_target_strict,zh,sockpuppet_primary,semantic_structural,1,market_item.xlsx|茶马古道|seller_raw:/shop/408872,market_item.xlsx|茶马古道|seller_raw:/shop/444323,茶马古道,茶马古道,1,1,low,pending,,0.5,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.152095,0.6781,2629,2629,0.173136,0.0,0.265601,0.169331,0.116438,0.237443,0.0,0.0,0.829148,0.02892,1.0,0.0,6.0,11.0,0.026316,0.045113,0.0,0.0,0.5,0.003771,0.970002,0.837774,0.922557,0.892764,0.654366,0.622508,0.118159,/shop/408872,/shop/444323,/shop/408872,/shop/444323,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1401,0.374737,0.4,1,0,0,0.857116,+structural_support:0.120 || +style_consistency:0.080,0.149895,0,0,0
market_item.xlsx|中文暗网交易市场|seller_raw:526808||market_item.xlsx|中文暗网交易市场|seller_raw:583672,zh_target_strict,zh,sockpuppet_primary,semantic_structural,1,market_item.xlsx|中文暗网交易市场|seller_raw:526808,market_item.xlsx|中文暗网交易市场|seller_raw:583672,中文暗网交易市场,中文暗网交易市场,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.259214,0.935108,2468,2468,0.0,0.042156,0.045399,0.024321,0.265505,0.010539,0.0,0.0,0.0,0.147548,0.0,0.00037,1.0,6.0,0.041667,0.00119,0.0,0.0,0.0,0.01087,0.986312,0.906252,0.929868,0.94161,0.877129,0.68901,0.129283,526808,583672,526808,583672,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1402,0.374584,0.4,1,0,0,0.98257,+structural_support:0.120 || +style_consistency:0.080,0.149834,0,0,0
market_item.xlsx|茶马古道|seller_raw:/shop/427719||market_item.xlsx|茶马古道|seller_raw:/shop/429859,zh_target_strict,zh,sockpuppet_primary,semantic_structural,1,market_item.xlsx|茶马古道|seller_raw:/shop/427719,market_item.xlsx|茶马古道|seller_raw:/shop/429859,茶马古道,茶马古道,1,1,low,pending,,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0.150504,0.504275,2629,2629,0.0,0.24239,0.005328,0.093607,0.0,0.16933,0.0,0.0,0.0,0.496575,0.0,90.0,1.0,11.0,0.0,0.026913,0.0,0.0,0.0,0.138889,0.970775,0.807663,0.898792,0.898348,0.515346,0.536856,0.014348,/shop/427719,/shop/429859,/shop/427719,/shop/429859,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1403,0.374549,0.4,1,0,0,0.997336,+structural_support:0.120 || +style_consistency:0.080,0.14982,0,0,0
market_item.xlsx|中文暗网交易市场|seller_raw:494256||market_item.xlsx|茶马古道|seller_raw:/shop/433651,zh_target_strict,zh,sockpuppet_primary,text_clone_primary,1,market_item.xlsx|中文暗网交易市场|seller_raw:494256,market_item.xlsx|茶马古道|seller_raw:/shop/433651,中文暗网交易市场,茶马古道,0,1,high,pending,,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,8.150309,0.0,8.150309,0,1,0,1,0.0,0.311306,2468,2629,0.146152,0.175848,0.084861,0.07593,0.189929,0.07821,0.01858,0.039752,0.13572,0.05551,5.0,11.99962,1.0,130.0,0.005742,0.002503,0.111111,0.111111,0.166667,0.001369,0.976378,0.800698,0.887882,0.898097,0.800558,0.616089,0.073406,494256,/shop/433651,494256,/shop/433651,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1404,0.374541,0.43,1,0,0,0.918465,+rare_description_clone:0.150 || +style_consistency:0.080,0.161053,0,0,0
market_item.xlsx|中文暗网交易市场|seller_raw:11457||market_item.xlsx|中文暗网交易市场|seller_raw:45139,zh_target_strict,zh,sockpuppet_primary,semantic_structural,1,market_item.xlsx|中文暗网交易市场|seller_raw:11457,market_item.xlsx|中文暗网交易市场|seller_raw:45139,中文暗网交易市场,中文暗网交易市场,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.297256,0.800949,2468,2468,0.0,0.120794,0.056344,0.014998,0.00608,0.438994,0.0,0.0,0.0,0.19092,0.0,0.00866,1.5,2.5,0.036861,0.050345,0.0,0.0,0.0,0.071428,0.983012,0.880489,0.921072,0.938422,0.775169,0.727233,0.073464,11457,45139,11457,45139,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1405,0.374052,0.4,1,0,0,0.989461,+structural_support:0.120 || +style_consistency:0.080,0.149621,0,0,0
market_item.xlsx|中文暗网交易市场|seller_raw:55712||market_item.xlsx|中文暗网交易市场|seller_raw:55966,zh_target_strict,zh,sockpuppet_primary,semantic_only,1,market_item.xlsx|中文暗网交易市场|seller_raw:55712,market_item.xlsx|中文暗网交易市场|seller_raw:55966,中文暗网交易市场,中文暗网交易市场,1,1,medium,pending,,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0.244916,0.286894,2468,2468,0.177949,0.70612,0.126469,0.074989,0.051479,0.087151,0.0,0.0,0.0,0.038914,1.0,0.00219,3.0,13.0,0.114144,0.008882,0.0,0.0,0.0,0.590909,0.977409,0.911856,0.936514,0.912209,0.880357,0.591244,0.019761,55712,55966,55712,55966,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1406,0.374045,0.03,0,0,1,0.936766,+style_consistency:0.080 || -0.250:semantic_topic_only_penalty,0.011221,0,0,0
market_item.xlsx|茶马古道|seller_raw:/shop/427291||market_item.xlsx|茶马古道|seller_raw:/shop/430060,zh_target_strict,zh,sockpuppet_primary,text_clone_primary,1,market_item.xlsx|茶马古道|seller_raw:/shop/427291,market_item.xlsx|茶马古道|seller_raw:/shop/430060,茶马古道,茶马古道,1,1,high,pending,,1.0,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,16.875982,0.0,8.437991,0,2,0,3,0.836938,0.742403,2629,2629,0.0,0.452055,0.099695,0.017124,0.304795,0.02968,0.0,0.0,0.0,0.025494,0.0,99.0,2.0,51.0,0.070489,0.006602,0.0,0.0,0.0,0.003685,0.994258,0.936665,0.967614,0.979103,0.961654,0.683383,0.620577,/shop/427291,/shop/430060,/shop/427291,/shop/430060,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1407,0.373704,0.55,1,0,0,0.978691,+rare_description_clone:0.150 || +structural_support:0.120 || +style_consistency:0.080,0.205537,0,0,0
market_item.xlsx|中文暗网交易市场|seller_raw:238938||market_item.xlsx|中文暗网交易市场|seller_raw:331162,zh_target_strict,zh,sockpuppet_primary,text_clone_primary,1,market_item.xlsx|中文暗网交易市场|seller_raw:238938,market_item.xlsx|中文暗网交易市场|seller_raw:331162,中文暗网交易市场,中文暗网交易市场,1,1,high,pending,,1.0,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,7.590693,0.0,7.590693,0,1,0,2,0.0,0.867849,2468,2468,0.177949,0.0,0.011755,0.010539,0.195379,0.090798,0.0,0.0,0.0,0.074179,1.0,0.0,1.5,64.5,0.02743,0.024384,0.0,0.0,0.0,0.00539,0.993661,0.932014,0.956709,0.928788,0.872072,0.883921,0.09986,238938,331162,238938,331162,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1408,0.373514,0.55,1,0,0,0.988853,+rare_description_clone:0.150 || +structural_support:0.120 || +style_consistency:0.080,0.205432,0,0,0
market_item.xlsx|茶马古道|seller_raw:/shop/427028||market_item.xlsx|茶马古道|seller_raw:/shop/450009,zh_target_strict,zh,sockpuppet_primary,text_clone_primary,1,market_item.xlsx|茶马古道|seller_raw:/shop/427028,market_item.xlsx|茶马古道|seller_raw:/shop/450009,茶马古道,茶马古道,1,1,high,pending,,1.0,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,8.150309,0.0,8.150309,0,1,0,3,0.146171,0.752845,2629,2629,0.0,0.293379,0.343988,0.40449,0.093226,0.245814,0.0,0.0,0.0,0.09513,0.0,24.0,23.0,90.0,0.016884,0.02822,0.0,0.0,0.0,0.012137,0.986379,0.859264,0.912936,0.949197,0.834046,0.695119,0.204535,/shop/427028,/shop/450009,/shop/427028,/shop/450009,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1409,0.373473,0.55,1,0,0,0.905822,+rare_description_clone:0.150 || +structural_support:0.120 || +style_consistency:0.080,0.20541,0,0,0
market_item.xlsx|中文暗网交易市场|seller_raw:352600||market_item.xlsx|中文暗网交易市场|seller_raw:596057,zh_target_strict,zh,sockpuppet_primary,semantic_structural,1,market_item.xlsx|中文暗网交易市场|seller_raw:352600,market_item.xlsx|中文暗网交易市场|seller_raw:596057,中文暗网交易市场,中文暗网交易市场,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.177727,0.79459,2468,2468,0.177949,0.04013,0.067694,0.15079,0.555736,0.072152,0.0,0.0,0.0,0.0,1.0,0.000665,1.5,107.0,0.111963,0.033191,0.0,0.0,0.0,0.0,0.986006,0.889082,0.910135,0.936514,0.816284,0.650369,0.31277,352600,596057,352600,596057,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1410,0.373312,0.4,1,0,0,0.946088,+structural_support:0.120 || +style_consistency:0.080,0.149325,0,0,0
market_item.xlsx|中文暗网交易市场|seller_raw:55515||market_item.xlsx|中文暗网交易市场|seller_raw:63685,zh_target_strict,zh,sockpuppet_primary,semantic_only,1,market_item.xlsx|中文暗网交易市场|seller_raw:55515,market_item.xlsx|中文暗网交易市场|seller_raw:63685,中文暗网交易市场,中文暗网交易市场,1,1,low,pending,,0.5,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0.217983,0.484938,2468,2468,0.177949,0.192542,0.139846,0.037292,0.050669,0.013376,0.0,0.0,0.828131,0.0,1.0,0.00033,3.0,7.0,0.119255,0.001243,0.0,0.0,0.5,0.0,0.97899,0.875907,0.925585,0.900304,0.714237,0.652133,0.066071,55515,63685,55515,63685,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1411,0.372965,0.4,1,0,0,0.95602,+structural_support:0.120 || +style_consistency:0.080,0.149186,0,0,0
market_item.xlsx|中文暗网交易市场|seller_raw:470183||market_item.xlsx|中文暗网交易市场|seller_raw:531087,zh_target_strict,zh,sockpuppet_primary,semantic_structural,1,market_item.xlsx|中文暗网交易市场|seller_raw:470183,market_item.xlsx|中文暗网交易市场|seller_raw:531087,中文暗网交易市场,中文暗网交易市场,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.398313,0.975807,2468,2468,0.0,0.0,0.139035,0.028375,0.0,0.881233,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.193548,0.0,0.0,0.0,0.0,0.976477,0.905316,0.957278,0.938908,0.822437,0.701818,0.208841,470183,531087,470183,531087,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1412,0.372455,0.4,1,0,0,1.0,+structural_support:0.120 || +style_consistency:0.080,0.148982,0,0,0
market_item.xlsx|中文暗网交易市场|seller_raw:526002||market_item.xlsx|中文暗网交易市场|seller_raw:583269,zh_target_strict,zh,sockpuppet_primary,semantic_structural,1,market_item.xlsx|中文暗网交易市场|seller_raw:526002,market_item.xlsx|中文暗网交易市场|seller_raw:583269,中文暗网交易市场,中文暗网交易市场,1,1,low,pending,,0.5,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.143906,0.628851,2468,2468,0.177949,0.043373,0.747061,0.230239,0.197001,0.49777,0.0,0.0,0.828131,0.510337,1.0,9e-05,16.5,47.5,0.027304,0.058728,0.0,0.0,0.5,0.061728,0.936398,0.840042,0.920121,0.906787,0.754731,0.582966,0.092711,526002,583269,526002,583269,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1413,0.371983,0.4,1,0,0,0.78638,+structural_support:0.120 || +style_consistency:0.080,0.148793,0,0,0
market_item.xlsx|茶马古道|seller_raw:/shop/428560||market_item.xlsx|茶马古道|seller_raw:/shop/428784,zh_target_strict,zh,sockpuppet_primary,identifier_primary,1,market_item.xlsx|茶马古道|seller_raw:/shop/428560,market_item.xlsx|茶马古道|seller_raw:/shop/428784,茶马古道,茶马古道,1,1,high,pending,,0.333333,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.059498,0.452321,2629,2629,0.033105,0.633942,0.216895,0.165906,0.203197,0.131278,0.0,0.0,0.829148,0.112253,1.0,500331.5,4.5,14.0,0.11138,0.023981,0.0,0.0,0.5,0.012743,0.975866,0.821929,0.913565,0.941356,0.800052,0.609838,0.223841,/shop/428560,/shop/428784,/shop/428560,/shop/428784,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1414,0.371593,0.63,1,1,0,0.851408,+shared_seller_contact:0.350 || +style_consistency:0.080,0.234103,0,0,0
market_item.xlsx|中文暗网交易市场|seller_raw:352597||market_item.xlsx|中文暗网交易市场|seller_raw:582366,zh_target_strict,zh,sockpuppet_primary,semantic_structural,1,market_item.xlsx|中文暗网交易市场|seller_raw:352597,market_item.xlsx|中文暗网交易市场|seller_raw:582366,中文暗网交易市场,中文暗网交易市场,1,1,low,pending,,0.5,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.143289,0.576711,2468,2468,0.0,0.166194,0.511958,0.192136,0.147142,0.304013,0.0,0.079854,0.828131,0.542359,0.0,0.00202,9.5,37.5,0.032984,0.048364,0.0,0.5,0.5,0.07326,0.974808,0.898801,0.95089,0.928512,0.780538,0.791681,0.289302,352597,582366,352597,582366,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1415,0.37134,0.4,1,0,0,0.820835,+structural_support:0.120 || +style_consistency:0.080,0.148536,0,0,0
market_item.xlsx|中文暗网交易市场|seller_raw:555223||market_item.xlsx|茶马古道|seller_raw:/shop/406520,zh_target_strict,zh,sockpuppet_primary,text_clone_primary,1,market_item.xlsx|中文暗网交易市场|seller_raw:555223,market_item.xlsx|茶马古道|seller_raw:/shop/406520,中文暗网交易市场,茶马古道,0,1,high,pending,,0.0,1,1,0,0,1,2,0,0,0,0.0,0.0,0.0,0.0,8.437991,8.437991,8.437991,8.437991,0,1,1,2,0.0,0.245773,2468,2629,0.296621,0.230977,0.288347,0.416712,0.511572,0.295169,0.015536,0.028717,0.828131,0.057465,5.0,94.99909,5.0,30.0,0.052192,0.051085,0.0,0.0,0.5,0.001988,0.982366,0.837291,0.894265,0.92236,0.83677,0.677259,0.017587,555223,/shop/406520,555223,/shop/406520,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1416,0.371177,0.45,1,0,0,0.708242,+rare_description_clone:0.150 || +rare_title_clone:0.100,0.16703,0,0,0
market_item.xlsx|茶马古道|seller_raw:/shop/436030||market_item.xlsx|茶马古道|seller_raw:/shop/436689,zh_target_strict,zh,sockpuppet_primary,semantic_structural,1,market_item.xlsx|茶马古道|seller_raw:/shop/436030,market_item.xlsx|茶马古道|seller_raw:/shop/436689,茶马古道,茶马古道,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.540252,0.747304,2629,2629,0.265982,0.0,0.20586,0.05137,0.272832,0.084095,0.0,0.038813,0.0,0.104262,2.0,0.0,7.0,8.0,0.25198,0.009059,0.0,0.333333,0.0,0.093866,0.979751,0.845958,0.927213,0.913692,0.700615,0.596754,0.316447,/shop/436030,/shop/436689,/shop/436030,/shop/436689,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1417,0.371156,0.4,1,0,0,0.932268,+structural_support:0.120 || +style_consistency:0.080,0.148462,0,0,0
market_item.xlsx|茶马古道|seller_raw:/shop/410615||market_item.xlsx|茶马古道|seller_raw:/shop/462672,zh_target_strict,zh,sockpuppet_primary,semantic_structural,1,market_item.xlsx|茶马古道|seller_raw:/shop/410615,market_item.xlsx|茶马古道|seller_raw:/shop/462672,茶马古道,茶马古道,1,1,medium,pending,,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.330574,0.580913,2629,2629,0.0,0.122527,0.704719,0.492009,0.0,0.544521,0.0,0.0,0.0,0.402587,0.0,61.0,17.0,82.0,0.0,0.068182,0.0,0.0,0.0,0.064516,0.974357,0.897111,0.940977,0.885712,0.776756,0.695282,0.461581,/shop/410615,/shop/462672,/shop/410615,/shop/462672,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1418,0.370728,0.4,1,0,0,0.938736,+structural_support:0.120 || +style_consistency:0.080,0.148291,0,0,0
market_item.xlsx|中文暗网交易市场|seller_raw:605607||market_item.xlsx|中文暗网交易市场|seller_raw:605890,zh_target_strict,zh,sockpuppet_primary,semantic_structural,1,market_item.xlsx|中文暗网交易市场|seller_raw:605607,market_item.xlsx|中文暗网交易市场|seller_raw:605890,中文暗网交易市场,中文暗网交易市场,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.149027,0.866217,2468,2468,0.0,0.106202,0.146332,0.032428,0.286583,0.011755,0.0,0.0,0.0,0.471423,0.0,0.00144,4.0,26.0,0.067382,0.024469,0.0,0.0,0.0,0.049383,0.987303,0.84091,0.91763,0.94688,0.806111,0.704614,0.253531,605607,605890,605607,605890,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1419,0.370617,0.4,1,0,0,0.977908,+structural_support:0.120 || +style_consistency:0.080,0.148247,0,0,0
market_item.xlsx|中文暗网交易市场|seller_raw:351115||market_item.xlsx|茶马古道|seller_raw:/shop/393568,zh_target_strict,zh,sockpuppet_primary,semantic_only,1,market_item.xlsx|中文暗网交易市场|seller_raw:351115,market_item.xlsx|茶马古道|seller_raw:/shop/393568,中文暗网交易市场,茶马古道,0,1,medium,pending,,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0.286015,0.242543,2468,2629,0.387488,0.113023,0.018194,0.206145,0.125428,0.326796,0.015536,0.028717,0.678557,0.075525,9.0,29.99903,1.5,68.0,0.105844,0.05017,0.0,0.0,0.1,0.003704,0.943141,0.831061,0.89747,0.852581,0.71558,0.677875,0.008747,351115,/shop/393568,351115,/shop/393568,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1420,0.369837,0.03,0,0,1,0.880775,+style_consistency:0.080 || -0.250:semantic_topic_only_penalty,0.011095,0,0,0
market_item.xlsx|中文暗网交易市场|seller_raw:117957||market_item.xlsx|中文暗网交易市场|seller_raw:326547,zh_target_strict,zh,sockpuppet_primary,semantic_structural,1,market_item.xlsx|中文暗网交易市场|seller_raw:117957,market_item.xlsx|中文暗网交易市场|seller_raw:326547,中文暗网交易市场,中文暗网交易市场,1,1,low,pending,,0.666667,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.17623,0.712324,2468,2468,0.0,0.18565,0.093636,0.38711,0.03405,0.355898,0.0,0.0,0.22497,0.284961,0.0,0.00114,2.0,272.0,0.004633,0.039923,0.0,0.0,0.333334,0.024421,0.987257,0.873315,0.927819,0.896407,0.694118,0.685413,0.082453,117957,326547,117957,326547,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1421,0.369641,0.4,1,0,0,0.860357,+structural_support:0.120 || +style_consistency:0.080,0.147856,0,0,0
market_item.xlsx|茶马古道|seller_raw:/shop/331||market_item.xlsx|茶马古道|seller_raw:/shop/448641,zh_target_strict,zh,sockpuppet_primary,semantic_structural,1,market_item.xlsx|茶马古道|seller_raw:/shop/331,market_item.xlsx|茶马古道|seller_raw:/shop/448641,茶马古道,茶马古道,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.255383,0.990274,2629,2629,0.0,0.0,0.138508,0.114155,0.0,0.547185,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.077805,0.0,0.0,0.0,0.0,0.986552,0.94854,0.948327,0.927777,0.868788,0.707094,0.312003,/shop/331,/shop/448641,/shop/331,/shop/448641,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,1422,0.369386,0.4,1,0,0,1.0,+structural_support:0.120 || +style_consistency:0.080,0.147754,0,0,0
