pair_uid,data_bucket,candidate_language,split_name,split_component_id,review_label,review_stratum,usable_for_supervision,usable_for_core_transfer,candidate_rule_hits,shared_contact_count,shared_pgp_fingerprint_count,shared_title_count,shared_description_count,embedding_cosine_multilingual_e5_large,embedding_cosine_bge_m3,embedding_cosine_labse,structural_support_score_raw,source_seller_raw_left,source_seller_raw_right,identity_label,evidence_type,evidence_type_confident,identity_training_eligible,has_direct_identifier_signal,has_template_clone_signal,has_semantic_topic_signal,has_public_contact_or_url_noise_signal,evidence_type_reasons
market_item.xlsx|silk road 3.1|seller_raw:DrawkwarDAccounts||market_item.xlsx|silk road 3.1|seller_raw:premiumaccounts,en_content_train_pool,en,test,comp_00165,negative,semantic_structural,1,1,,,,,,0.940638,0.912934,0.920351,0.957217,DrawkwarDAccounts,premiumaccounts,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:anshumala||market_item.xlsx|silk road 3.1|seller_raw:vatsalmedsgmailcom,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.858474,0.781543,0.792835,0.328995,anshumala,vatsalmedsgmailcom,uncertain,uncertain_insufficient_evidence,0,0,1,0,1,1,uncertain_or_not_supervision_label
market_item.xlsx|cypher market|seller_raw:AudiRS7||market_item.xlsx|darkfox market|seller_raw:FedEx,en_content_train_pool,en,test,comp_00012,negative,semantic_only,1,1,,,,,,0.882832,0.827572,0.793476,0.46122,AudiRS7,FedEx,different_controller,template_clone_not_controller,1,1,0,1,0,0,feature_shared_low_df_sentence_count
market_item.xlsx|cypher market|seller_raw:AmphetamineCowboys||market_item.xlsx|versus market|seller_raw:NightlifeKings,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.952443,0.914112,0.966751,0.648736,AmphetamineCowboys,NightlifeKings,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|apollon market|seller_raw:shroomking (100%)||market_item.xlsx|dark0de|seller_raw:bitbuds,en_content_train_pool,en,train,comp_00114,negative,semantic_structural,1,1,,,,,,0.891059,0.859519,0.940869,0.580884,shroomking (100%),bitbuds,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:lorialex903||market_item.xlsx|silk road 3.1|seller_raw:vatsalmedsgmailcom,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.853688,0.779543,0.712657,0.327915,lorialex903,vatsalmedsgmailcom,uncertain,uncertain_insufficient_evidence,0,0,1,0,1,1,uncertain_or_not_supervision_label
market_item.xlsx|tor2door market|seller_raw:NightlifeKing||market_item.xlsx|versus market|seller_raw:AmphetamineCowboys,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.962759,0.95413,0.978394,0.334162,NightlifeKing,AmphetamineCowboys,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:Smokieevil1||market_item.xlsx|silk road 3.1|seller_raw:mid,en_content_train_pool,en,train,comp_00236,negative,semantic_structural,1,1,,,,,,0.902379,0.835162,0.758608,0.791216,Smokieevil1,mid,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|darkfox market|seller_raw:Aliancepro||market_item.xlsx|darkfox market|seller_raw:Hassan,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.894009,0.815985,0.820962,0.32349,Aliancepro,Hassan,uncertain,uncertain_insufficient_evidence,0,0,1,0,1,1,uncertain_or_not_supervision_label
market_item.xlsx|dark0de|seller_raw:dazn||market_item.xlsx|vice city|seller_raw:CastorSmiley,en_content_train_pool,en,train,comp_00123,negative,semantic_only,1,1,,,,,,0.929995,0.89871,0.90031,0.42303,dazn,CastorSmiley,different_controller,public_contact_or_url_noise,1,1,0,0,0,1,review_notes_public_or_non_seller_keyword
market_item.xlsx|apollon market|seller_raw:jimmycolney09 (100%)||market_item.xlsx|apollon market|seller_raw:jimmysdrugs (100%),en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.945405,0.925211,0.939916,0.64336,jimmycolney09 (100%),jimmysdrugs (100%),uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|darkfox market|seller_raw:bestgroup||market_item.xlsx|silk road 3.1|seller_raw:bralle,en_content_train_pool,en,test,comp_00019,negative,semantic_structural,1,1,,,,,,0.93253,0.891475,0.880136,0.571754,bestgroup,bralle,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|agartha market|seller_raw:chemzy3813||market_item.xlsx|agartha market|seller_raw:vendor_men,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.911777,0.87825,0.848594,0.322174,chemzy3813,vendor_men,uncertain,uncertain_insufficient_evidence,0,0,1,0,1,1,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:MarkiHock||market_item.xlsx|silk road 3.1|seller_raw:MatiasVasquez,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.950266,0.963951,0.980003,0.835509,MarkiHock,MatiasVasquez,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|apollon market|seller_raw:NarcoExpress (100%)||market_item.xlsx|apollon market|seller_raw:your_service (98%),en_content_train_pool,en,train,comp_00086,negative,semantic_structural,1,1,,,,,,0.908184,0.8804,0.836257,0.924212,NarcoExpress (100%),your_service (98%),different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:anshumala||market_item.xlsx|silk road 3.1|seller_raw:kidney,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.897778,0.863927,0.839808,0.321686,anshumala,kidney,uncertain,uncertain_insufficient_evidence,0,0,1,0,1,1,uncertain_or_not_supervision_label
market_item.xlsx|agartha market|seller_raw:AlexMuyer||market_item.xlsx|agartha market|seller_raw:drugload90,en_content_train_pool,en,train,comp_00030,negative,semantic_only,1,1,,,,,,0.91948,0.895927,0.91489,0.479661,AlexMuyer,drugload90,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|dark0de|seller_raw:bitdark||market_item.xlsx|darkfox market|seller_raw:DarkEX,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.899318,0.837312,0.914258,0.468607,bitdark,DarkEX,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:geazy||market_item.xlsx|silk road 3.1|seller_raw:thugdos,en_content_train_pool,en,test,comp_00165,negative,semantic_structural,1,1,,,,,,0.929236,0.902324,0.886664,0.991716,geazy,thugdos,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|agartha market|seller_raw:Ortegameds||market_item.xlsx|agartha market|seller_raw:blackhathacker,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.872735,0.848692,0.846686,0.317193,Ortegameds,blackhathacker,uncertain,uncertain_insufficient_evidence,0,0,1,0,1,1,uncertain_or_not_supervision_label
market_item.xlsx|cannazon market|seller_raw:WeedPhantom||market_item.xlsx|vice city|seller_raw:WeedHunter1312,en_content_train_pool,en,train,comp_00118,negative,semantic_only,1,1,,,,,,0.926891,0.892956,0.909473,0.437792,WeedPhantom,WeedHunter1312,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:Electronicmen||market_item.xlsx|silk road 3.1|seller_raw:junior533,en_content_train_pool,en,valid,comp_00004,negative,semantic_structural,1,1,,,,,,0.908053,0.882373,0.830569,0.952658,Electronicmen,junior533,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:kalemeds||market_item.xlsx|silk road 3.1|seller_raw:kome,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.933835,0.897301,0.834184,0.316873,kalemeds,kome,uncertain,uncertain_insufficient_evidence,0,0,1,0,1,1,uncertain_or_not_supervision_label
market_item.xlsx|apollon market|seller_raw:Empyrean (100%)||market_item.xlsx|silk road 3.1|seller_raw:Goodchems,en_content_train_pool,en,train,comp_00073,negative,semantic_only,1,1,,,,,,0.893177,0.809672,0.756655,0.366318,Empyrean (100%),Goodchems,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:Drkseidforever||market_item.xlsx|silk road 3.1|seller_raw:YLLLAMOARMAS,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.943586,0.882939,0.909222,0.770766,Drkseidforever,YLLLAMOARMAS,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:Toshiba12||market_item.xlsx|silk road 3.1|seller_raw:Toshiba99,en_content_train_pool,en,uncertain_holdout,,uncertain,semantic_structural,0,0,,,,,,0.9204,0.883053,0.751307,0.60818,Toshiba12,Toshiba99,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|Lime|seller_raw:dongreenplug||market_item.xlsx|darkfox market|seller_raw:drdacky11,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.91417,0.890183,0.89237,0.314524,dongreenplug,drdacky11,uncertain,uncertain_insufficient_evidence,0,0,1,0,1,1,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:hitler123||market_item.xlsx|silk road 3.1|seller_raw:silenkiller001,en_content_train_pool,en,valid,comp_00211,negative,semantic_only,1,1,,,,,,0.916821,0.850409,0.826079,0.274782,hitler123,silenkiller001,different_controller,semantic_topic_not_controller,1,1,0,0,1,0,embedding_cosine_bge_m3>=0.8|embedding_cosine_gte_multilingual_base>=0.8|embedding_cosine_labse>=0.8|embedding_cosine_multilingual_e5_large>=0.8
market_item.xlsx|silk road 3.1|seller_raw:Excursive||market_item.xlsx|silk road 3.1|seller_raw:premiumaccounts,en_content_train_pool,en,test,comp_00165,negative,semantic_structural,1,1,,,,,,0.947206,0.88482,0.874123,0.913575,Excursive,premiumaccounts,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:fastsupplies||market_item.xlsx|silk road 3.1|seller_raw:shilpameds,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.881353,0.873666,0.748,0.308736,fastsupplies,shilpameds,uncertain,uncertain_insufficient_evidence,0,0,1,0,1,1,uncertain_or_not_supervision_label
market_item.xlsx|apollon market|seller_raw:bluebeer (75%)||market_item.xlsx|vice city|seller_raw:Globalstims,en_content_train_pool,en,valid,comp_00101,negative,semantic_only,1,1,,,,,,0.912828,0.880378,0.914314,0.460154,bluebeer (75%),Globalstims,different_controller,public_contact_or_url_noise,1,1,0,0,0,1,review_notes_public_or_non_seller_keyword
market_item.xlsx|apollon market|seller_raw:BurgerKing (100%)||market_item.xlsx|apollon market|seller_raw:HeinekenCompany (100%),en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.968816,0.947163,0.942968,0.910517,BurgerKing (100%),HeinekenCompany (100%),uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:darksecrets||market_item.xlsx|silk road 3.1|seller_raw:ebook4u,en_content_train_pool,en,train,comp_00261,negative,semantic_structural,1,1,,,,,,0.95481,0.910629,0.896948,0.899355,darksecrets,ebook4u,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|agartha market|seller_raw:Movingtrain||market_item.xlsx|agartha market|seller_raw:Royalstore,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.940073,0.904774,0.924213,0.30238,Movingtrain,Royalstore,uncertain,uncertain_insufficient_evidence,0,0,1,0,1,1,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:clest||market_item.xlsx|silk road 3.1|seller_raw:vanish,en_content_train_pool,en,train,comp_00245,negative,semantic_only,1,1,,,,,,0.870823,0.844119,0.80907,0.437408,clest,vanish,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|tor2door market|seller_raw:CocoParis||market_item.xlsx|tor2door market|seller_raw:VEVO,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.97695,0.974232,0.976146,0.574962,CocoParis,VEVO,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:Frank1234||market_item.xlsx|silk road 3.1|seller_raw:peoplesdrughouse,en_content_train_pool,en,train,comp_00200,negative,semantic_structural,1,1,,,,,,0.919568,0.893017,0.893266,0.529886,Frank1234,peoplesdrughouse,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|agartha market|seller_raw:CannaCare||market_item.xlsx|agartha market|seller_raw:private,en_content_train_pool,en,train,comp_00030,positive,identifier_primary,1,1,,,,,,0.932184,0.934802,0.937976,0.298426,CannaCare,private,same_controller,same_controller_direct_identifier,1,1,1,0,1,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|dark0de|seller_raw:exoticimports||market_item.xlsx|dark0de|seller_raw:psycheshop,en_content_train_pool,en,train,comp_00124,negative,semantic_only,1,1,,,,,,0.889175,0.841459,0.82394,0.198488,exoticimports,psycheshop,different_controller,semantic_topic_not_controller,1,1,0,0,1,0,embedding_cosine_bge_m3>=0.8|embedding_cosine_gte_multilingual_base>=0.8|embedding_cosine_labse>=0.8|embedding_cosine_multilingual_e5_large>=0.8
market_item.xlsx|darkfox market|seller_raw:wealthly2021||market_item.xlsx|vice city|seller_raw:Flexowned,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.93197,0.880194,0.936883,0.295266,wealthly2021,Flexowned,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,1,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:CardMoneyPro||market_item.xlsx|silk road 3.1|seller_raw:jupiter022,en_content_train_pool,en,test,comp_00183,negative,semantic_structural,1,1,,,,,,0.931151,0.92583,0.910216,0.740002,CardMoneyPro,jupiter022,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:STOKECITY||market_item.xlsx|silk road 3.1|seller_raw:stokeontrent,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.889624,0.85407,0.833895,0.29646,STOKECITY,stokeontrent,uncertain,uncertain_insufficient_evidence,0,0,1,0,1,1,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:jack1111||market_item.xlsx|silk road 3.1|seller_raw:peoplesdrughouse,en_content_train_pool,en,train,comp_00200,negative,semantic_only,1,1,,,,,,0.904697,0.889398,0.860455,0.371715,jack1111,peoplesdrughouse,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:biggayfollowing||market_item.xlsx|silk road 3.1|seller_raw:ukbrownandwhite,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.970067,0.951274,0.983012,0.694481,biggayfollowing,ukbrownandwhite,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,1,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:MatiasVasquez||market_item.xlsx|silk road 3.1|seller_raw:TXDockim,en_content_train_pool,en,train,comp_00193,negative,semantic_structural,1,1,,,,,,0.920744,0.921439,0.921165,0.830695,MatiasVasquez,TXDockim,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|agartha market|seller_raw:brother_hood||market_item.xlsx|cypher market|seller_raw:trusteelucky,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.888137,0.819624,0.778215,0.288698,brother_hood,trusteelucky,uncertain,uncertain_insufficient_evidence,0,0,1,0,1,1,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:BlackBook||market_item.xlsx|silk road 3.1|seller_raw:Drugs4Everyone,en_content_train_pool,en,train,comp_00177,negative,semantic_only,1,1,,,,,,0.858362,0.819947,0.806526,0.49704,BlackBook,Drugs4Everyone,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|tor2door market|seller_raw:Supreme101||market_item.xlsx|vice city|seller_raw:Odessy007,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.947837,0.945837,0.968445,0.290452,Supreme101,Odessy007,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,1,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:geazy||market_item.xlsx|silk road 3.1|seller_raw:thebuffalo,en_content_train_pool,en,test,comp_00165,negative,semantic_structural,1,1,,,,,,0.907933,0.903397,0.888344,0.981505,geazy,thebuffalo,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:Mrroxy||market_item.xlsx|silk road 3.1|seller_raw:ssdsolution,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.879336,0.845367,0.785512,0.282821,Mrroxy,ssdsolution,uncertain,uncertain_insufficient_evidence,0,0,1,1,1,1,uncertain_or_not_supervision_label
market_item.xlsx|apollon market|seller_raw:Donald-Drugs (100%)||market_item.xlsx|apollon market|seller_raw:PostdrugsNL (100%),en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.935356,0.887508,0.930105,0.850915,Donald-Drugs (100%),PostdrugsNL (100%),uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|dark0de|seller_raw:melvinbankz||market_item.xlsx|versus market|seller_raw:fraudbuddy,en_content_train_pool,en,test,comp_00022,negative,semantic_structural,1,1,,,,,,0.905363,0.882673,0.940978,0.541322,melvinbankz,fraudbuddy,different_controller,public_contact_or_url_noise,1,1,0,0,0,1,review_notes_public_or_non_seller_keyword
market_item.xlsx|Lime|seller_raw:thimasnow||market_item.xlsx|darkfox market|seller_raw:soluctionman,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.898769,0.919836,0.927404,0.277535,thimasnow,soluctionman,uncertain,uncertain_insufficient_evidence,0,0,1,0,1,1,uncertain_or_not_supervision_label
market_item.xlsx|versus market|seller_raw:FirebunnyUSA||market_item.xlsx|versus market|seller_raw:Suriv01,en_content_train_pool,en,train,comp_00282,negative,semantic_only,1,1,,,,,,0.911604,0.91252,0.915298,0.496205,FirebunnyUSA,Suriv01,different_controller,template_clone_not_controller,1,1,0,1,0,0,feature_shared_low_df_sentence_count|feature_shared_rare_ngram_count
market_item.xlsx|dark0de|seller_raw:lastpink||market_item.xlsx|vice city|seller_raw:FuzionFrenzy,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.921664,0.937514,0.969822,0.341735,lastpink,FuzionFrenzy,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:AccountNinja||market_item.xlsx|silk road 3.1|seller_raw:thugdos,en_content_train_pool,en,test,comp_00165,negative,semantic_structural,1,1,,,,,,0.932204,0.90016,0.886935,0.764063,AccountNinja,thugdos,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|Lime|seller_raw:grandmaster||market_item.xlsx|agartha market|seller_raw:Lordpharma,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.888402,0.807479,0.863938,0.276166,grandmaster,Lordpharma,uncertain,uncertain_insufficient_evidence,0,0,1,0,1,1,uncertain_or_not_supervision_label
market_item.xlsx|darkfox market|seller_raw:pure||market_item.xlsx|darkfox market|seller_raw:trusteelucky,en_content_train_pool,en,valid,comp_00028,negative,semantic_only,1,1,,,,,,0.935358,0.926038,0.933151,0.431623,pure,trusteelucky,different_controller,public_contact_or_url_noise,1,1,0,0,0,1,review_notes_public_or_non_seller_keyword
market_item.xlsx|agartha market|seller_raw:Filipe||market_item.xlsx|agartha market|seller_raw:sixxzeros,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.923813,0.88375,0.900125,0.351231,Filipe,sixxzeros,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|tor2door market|seller_raw:Melvinbankz||market_item.xlsx|tor2door market|seller_raw:fraudbuddy,en_content_train_pool,en,test,comp_00022,negative,semantic_structural,1,1,,,,,,0.928241,0.887092,0.935402,0.862405,Melvinbankz,fraudbuddy,different_controller,public_contact_or_url_noise,1,1,0,0,0,1,review_notes_public_or_non_seller_keyword
market_item.xlsx|apollon market|seller_raw:niketeam (98%)||market_item.xlsx|apollon market|seller_raw:weedcity (100%),en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.832853,0.807579,0.783651,0.275433,niketeam (98%),weedcity (100%),uncertain,uncertain_insufficient_evidence,0,0,1,0,1,1,uncertain_or_not_supervision_label
market_item.xlsx|apollon market|seller_raw:F1RSTCLASS (99%)||market_item.xlsx|dark0de|seller_raw:f1rstclass1,en_content_train_pool,en,uncertain_holdout,,uncertain,semantic_only,0,0,,,,,,0.935793,0.896195,0.835709,0.155912,F1RSTCLASS (99%),f1rstclass1,uncertain,uncertain_insufficient_evidence,0,0,0,0,1,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:pfs||market_item.xlsx|silk road 3.1|seller_raw:pureF0Rsure,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.905065,0.899495,0.944174,0.76718,pfs,pureF0Rsure,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|dark0de|seller_raw:kingacc||market_item.xlsx|darkfox market|seller_raw:KingATM,en_content_train_pool,en,train,comp_00134,negative,semantic_structural,1,1,,,,,,0.934846,0.905322,0.884594,0.533576,kingacc,KingATM,different_controller,public_contact_or_url_noise,1,1,0,0,0,1,review_notes_public_or_non_seller_keyword
market_item.xlsx|Lime|seller_raw:thimasnow||market_item.xlsx|darkfox market|seller_raw:CARDVENDOR,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.918774,0.879931,0.904873,0.269068,thimasnow,CARDVENDOR,uncertain,uncertain_insufficient_evidence,0,0,1,0,1,1,uncertain_or_not_supervision_label
market_item.xlsx|tor2door market|seller_raw:JustPorn||market_item.xlsx|vice city|seller_raw:Queen,en_content_train_pool,en,valid,comp_00131,negative,semantic_only,1,1,,,,,,0.919421,0.877279,0.938665,0.24934,JustPorn,Queen,different_controller,semantic_topic_not_controller,1,1,0,0,1,0,embedding_cosine_bge_m3>=0.8|embedding_cosine_gte_multilingual_base>=0.8|embedding_cosine_labse>=0.8|embedding_cosine_multilingual_e5_large>=0.8
market_item.xlsx|darkfox market|seller_raw:tig3r||market_item.xlsx|vice city|seller_raw:Ctrel,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.950132,0.913913,0.906526,0.231633,tig3r,Ctrel,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:Qwerty8520||market_item.xlsx|silk road 3.1|seller_raw:mcpickles,en_content_train_pool,en,valid,comp_00211,negative,semantic_structural,1,1,,,,,,0.856547,0.778646,0.853734,0.744978,Qwerty8520,mcpickles,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|Lime|seller_raw:Hackman4all||market_item.xlsx|agartha market|seller_raw:Ortegameds,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.869008,0.843004,0.861112,0.267951,Hackman4all,Ortegameds,uncertain,uncertain_insufficient_evidence,0,0,1,0,1,1,uncertain_or_not_supervision_label
market_item.xlsx|Cartel|seller_raw:fullplez||market_item.xlsx|apollon market|seller_raw:g3cko (96%),en_content_train_pool,en,train,comp_00023,negative,semantic_only,1,1,,,,,,0.923181,0.862279,0.91324,0.463869,fullplez,g3cko (96%),different_controller,public_contact_or_url_noise,1,1,0,0,0,1,review_notes_public_or_non_seller_keyword
market_item.xlsx|apollon market|seller_raw:flexcompany (100%)||market_item.xlsx|apollon market|seller_raw:your_service (98%),en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.946092,0.931868,0.935717,0.974533,flexcompany (100%),your_service (98%),uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|dark0de|seller_raw:perfectmeds||market_item.xlsx|darkfox market|seller_raw:bigdickvibes,en_content_train_pool,en,train,comp_00137,negative,semantic_structural,1,1,,,,,,0.928112,0.90609,0.918223,0.665056,perfectmeds,bigdickvibes,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:anshumala||market_item.xlsx|silk road 3.1|seller_raw:vatsal,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.838448,0.777939,0.760152,0.265855,anshumala,vatsal,uncertain,uncertain_insufficient_evidence,0,0,1,0,1,1,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:MindTools||market_item.xlsx|silk road 3.1|seller_raw:ashley123,en_content_train_pool,en,train,comp_00218,negative,semantic_only,1,1,,,,,,0.861152,0.813992,0.715865,0.41685,MindTools,ashley123,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|vice city|seller_raw:Flexowned||market_item.xlsx|vice city|seller_raw:Vicebuddy,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.953866,0.90592,0.92772,0.615547,Flexowned,Vicebuddy,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|apollon market|seller_raw:jermaine (100%)||market_item.xlsx|apollon market|seller_raw:slanggang (100%),en_content_train_pool,en,train,comp_00107,negative,semantic_structural,1,1,,,,,,0.931523,0.912924,0.922254,0.713847,jermaine (100%),slanggang (100%),different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|apollon market|seller_raw:Ondemand (100%)||market_item.xlsx|dark0de|seller_raw:princeharry,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.888675,0.814435,0.771101,0.259833,Ondemand (100%),princeharry,uncertain,uncertain_insufficient_evidence,0,0,1,0,1,1,uncertain_or_not_supervision_label
