balanced_review_rank,review_stratum,pair_uid,candidate_scope,review_priority,candidate_rule_hits,candidate_rank_score,alias_relation,same_market_raw,source_market_raw_left,source_market_raw_right,source_seller_raw_left,source_seller_raw_right,shared_contact_values,shared_title_values,shared_description_values,shared_category_values,shared_pgp_fingerprint_values,lexical_similarity,structural_support_score,left_preview,right_preview,review_status,review_label,reviewer_id,review_notes
2586,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/423938||market_item.xlsx|茶马古道|seller_raw:/shop/455056,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.871314,different_alias,true,茶马古道,茶马古道,/shop/423938,/shop/455056,,,,担保私拍,,0.1826,0.887857,T: 卖闪电卖闪电 || 卖闪电卖闪电 | D: 激活后可正常使用所有功能 | C: 担保私拍,T: 2021041211：53 || 2021041211：53 | D: 私拍 勿扰 谢谢 私拍勿扰 谢谢 | C: 担保私拍,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.
2587,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/432549||market_item.xlsx|茶马古道|seller_raw:/shop/439086,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.871158,different_alias,true,茶马古道,茶马古道,/shop/432549,/shop/439086,,,,服务,,0.154922,0.970813,T: 能够盗取抖音号的黑客 || 能够盗取抖音号的黑客 | D: 能够盗取抖音账号的黑客高手来，好处随便提 | C: 服务,T: 寻求一位能盗取QQ帐号的大佬 || 寻求一位能盗取QQ帐号的大佬 | D: 寻求一位能盗取QQ帐号的大佬 @asd1573 详聊 | C: 服务,pending,,,
2588,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/422845||market_item.xlsx|茶马古道|seller_raw:/shop/435860,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.870586,different_alias,true,茶马古道,茶马古道,/shop/422845,/shop/435860,,,,数据,,0.149508,0.986769,T: 求购-美国公户-美国个人银行 || 求购美国留学生料子 | D: 求购美国留学生料子-带入取通知书首页-I-20首页 tg:@zd36666 | C: 数据,T: 求购美国本土营业执照 || 印度营业执照全套 | D: 求购美国本土营业执照全套，公司最好是电子，科技，商务，基金，手上有的联系谈价TG@lailai5688 | C: 数据,pending,,,
2589,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/614||market_item.xlsx|茶马古道|seller_raw:/shop/749,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.870434,different_alias,true,茶马古道,茶马古道,/shop/614,/shop/749,,,,数据,,0.147571,0.992504,T: 求购微交易数据 || 求购微交易数据 | D: 要求一年内数据，一手支持小量测试 | C: 数据,T: 求购微信帐号 || 求购微信帐号 | D: 求购微信帐号，实名老号，未实名新号都可，大量要 | C: 数据,pending,,,
2590,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:581981||market_item.xlsx|中文暗网交易市场|seller_raw:591289,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.8698,different_alias,true,中文暗网交易市场,中文暗网交易市场,581981,591289,,,,数据资源 || 私人专拍,,0.151239,0.981183,T: 新鲜出库11万欢乐棋牌数据菠菜博彩 || 私人专拍_私人勿扰 | D: 私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰 | C: 私人专拍 || 数据资源,T: 祥游棋牌156000今年新数据菠菜博彩 || 祥游棋牌156000今年新数据菠菜博彩 | D: 祥游棋牌数据 今年新数据，具体格式时间见附图， 字段：手机|运营商|用户识别码|IP|ID|余额|时间 （注：手机号11位是全的） 本次共156000条，拍下自动发 | C: 数据资源 || 私人专拍,pending,,,
2591,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/436689||market_item.xlsx|茶马古道|seller_raw:/shop/438537,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.869504,different_alias,true,茶马古道,茶马古道,/shop/436689,/shop/438537,,,,数据,,0.181421,0.890489,"T: [color=#ff0000]高价收WD网贷数据,加飞机@vip822[/color] || 收WD网贷数据,飞机@vip822 蝙蝠3034964 | D: 求一手大平台料商，价钱根本不是事，测的好，直接打包 | C: 数据","T: 找微信团队推网贷粉,加飞机@vip822 || 求微信团队推网贷粉,加蝙蝠3034964 | C: 数据",reviewed,positive,codex_conservative_positive_anchor_review_20260421,codex_review: positive; low-frequency shared seller-facing contact handle appears on both profiles with enough surrounding profile support.
2592,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/418024||market_item.xlsx|茶马古道|seller_raw:/shop/425988,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.86916,different_alias,true,茶马古道,茶马古道,/shop/418024,/shop/425988,,,,数据,,0.152644,0.976648,T: 求购一手tw CVV || 求购一手tw CVV | D: 求购一手tw cvv，量大 骗子，二手勿扰 | C: 数据,T: 求购一手外盘期货交易所客户数据 || 求购一手外盘期货交易所客户数据 | D: 需要一手外盘期货后台数据 | C: 数据,pending,,,
2593,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/427138||market_item.xlsx|茶马古道|seller_raw:/shop/436848,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.868822,different_alias,true,茶马古道,茶马古道,/shop/427138,/shop/436848,,,,数据,,0.150868,0.981807,T: 收京东 小商城 淘宝 网购数据、海淘、未签收、问题快递、3个月内历史 第一次有免测的来 骗子滚 长期大量收 稳 || 收京东 小商城 淘宝 网购数据、海淘、未签收、问题快递、3个月内历史 第一次有免测的来 骗子滚 长期大量收 稳 | D: 收京东 小商城 淘宝 网购数据、海淘、未签收、问题快递、3个月内历史 第一次有免测的来 骗子滚 长期大量收 稳 TG zzxx668 | C: 数据,T: 长期大量收各国亚马逊礼品卷 亚马逊数据 || 长期大量收各国亚马逊礼品卷 亚马逊数据 | D: 长期大量收各国亚马逊礼品卷 亚马逊数据 | C: 数据,pending,,,
2594,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:370168||market_item.xlsx|中文暗网交易市场|seller_raw:470888,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.868498,different_alias,true,中文暗网交易市场,中文暗网交易市场,370168,470888,,,,数据资源,,0.203534,0.823647,T: 8月份菠萝棋牌37万条 整站数据 低价出 自动发货 || 金沙博彩站11.7万条 9月10号出库 低价出 自动发货 | D: 网站 73567tg10.com 数据是9月10号出库的 数据保真 适合短信 电销均可 新出库的 先买先用 数据保真 不多解释 不支持小量测试 格式看下图 24小时主动放款 送19年数据一份 主动放款 留言备注 看到后发送数据 不站外联系 需要请购买 谢谢合作 | C: 数据资源,T: 9.15号新出库的博彩数据4.66万条 立即博 超级精准 自动发货 || 7月份博京棋牌25W条 自动发货 | D: 本数据是9月15号出的数据 保真 好用 原网址ljb01.com 现已被对边更换 数据可靠 一手一手一手一手 不要拿站内那些卖烂的数据跟我的比 假的退款 假的退款 假的退款 不多说了 诚信合作 不站外联系 主动放款的 送一份其他站的数据 | C: 数据资源,pending,,,
2595,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:605664||market_item.xlsx|中文暗网交易市场|seller_raw:605890,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.867598,different_alias,true,中文暗网交易市场,中文暗网交易市场,605664,605890,,,,数据资源,,0.165449,0.937452,T: 最新菠菜数据_19899条金沙集团_带网址可验证 || 最新菠菜数据_19899条金沙集团_带网址可验证 | D: 最新菠菜数据_19899条金沙集团_带网址可验证 数据出自金沙集团，网址：https://www.1559aa.com:8866/ 用户信息详细，包含：帐号|姓名|省份|城市|电话号码|运营商|电子邮箱|QQ|余额|存款次数|提款次数|存款总数|提款总数 数据可以登陆平台网站进行验证，方法是登陆网站，进入注册页，... | C: 数据资源,T: 2021综合博彩_24785条金沙娱乐城带网址可验证 || 2021综合博彩_24785条金沙娱乐城带网址可验证 | D: 2021综合博彩_24785条金沙娱乐城带网址可验证 2021年1月脱库金沙娱乐城，网址：5312u.com，24785条 数据格式：account|full_name|phone|balance|reg_ip|address 数据可在线验证，保真不保效果，拍下自动发货 数量不多，稀缺资源，贵在真实 数据具有可复... | C: 数据资源,pending,,,
2596,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/402965||market_item.xlsx|茶马古道|seller_raw:/shop/446226,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.865432,different_alias,true,茶马古道,茶马古道,/shop/402965,/shop/446226,,,,实物,,0.150006,0.982698,T: 收 对公账户 站内担保交易 || 收 对公账户 站内担保交易 | D: 剩下讯息详谈 讯息没回可加我 T G : @Forggen | C: 实物,T: 对公账户帮我在淘宝购买电信设备（该设备需要对公账户才能购买）， 佣金你开价，飞机@whxbgz || 对公账户帮我在淘宝购买电信设备（该设备需要对公账户才能购买）， 佣金你开价，飞机@whxbgz | D: 你使用对公账户，帮我在淘宝购买电信设备（该设备需要对公账户才能购买）， 佣金你开价 | C: 实物,pending,,,
2597,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/412449||market_item.xlsx|茶马古道|seller_raw:/shop/462943,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.865048,different_alias,true,茶马古道,茶马古道,/shop/412449,/shop/462943,,,,数据,,0.151024,0.979452,T: 求购淘宝ID对应邮箱的数据，有量的老板MM || 求购淘宝ID对应邮箱的数据，有量的老板MM | D: 长期大量收购，网上那个2200W里面复制出来的就不用来忽悠我了 | C: 数据,T: 求购淘宝小号数据，撞密软件检存软件 || 求购淘宝小号数据，撞密软件检存软件 | D: 淘宝做号数据，检存软件 撞密软件 有数据的站内我 | C: 数据,pending,,,
2598,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:577950||market_item.xlsx|中文暗网交易市场|seller_raw:581981,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.86387,different_alias,true,中文暗网交易市场,中文暗网交易市场,577950,581981,,,,数据资源 || 私人专拍,,0.169675,0.92291,T: 今年截至6月底众发棋牌16W一手 || 今年截至6月底众发棋牌16W一手 | D: 私人_专拍_他人勿扰 私人_专拍_他人勿扰 私人_专拍_他人勿扰 私人_专拍_他人勿扰 私人_专拍_他人勿扰 私人_专拍_他人勿扰私人_专拍_他人勿扰私人_专拍_他人勿扰 | C: 数据资源 || 私人专拍,T: 新鲜出库11万欢乐棋牌数据菠菜博彩 || 私人专拍_私人勿扰 | D: 私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰私人专拍_私人勿扰 | C: 私人专拍 || 数据资源,pending,,,
2599,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:604722||market_item.xlsx|中文暗网交易市场|seller_raw:605880,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.8622,different_alias,true,中文暗网交易市场,中文暗网交易市场,604722,605880,,,,数据资源,,0.153449,0.970753,T: 精准股民_97700条同花顺APP用户拦截数据 || 精准股民_97700条同花顺APP用户拦截数据 | D: 精准股民_97700条同花顺APP用户拦截数据 21年1月最新拦截数据，同花顺APP登陆验证码信息拦截 非常精准的股民数据，而且是近期活跃的股民 共9.7w条，数据格式：用户手机号码|地区|运营商|短信内容 低价打包出售，先拍先得 拍下自动发货，发货后概不退款 | C: 数据资源,T: 股民数据_75271条招商证券短信拦截数据 || 股民数据_75271条招商证券短信拦截数据 | D: 股民数据_75271条招商证券短信拦截数据 招商证券网上营业厅http://www.newone.com.cn/wsyyt短信拦截数据 数据格式：手机号码|地区|运营商|验证短信 数据是近期拦截的，优质资源，低价打包出 拍下自动发货，一旦售出，概不退款 | C: 数据资源,pending,,,
2600,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/439151||market_item.xlsx|茶马古道|seller_raw:/shop/445210,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.861204,different_alias,true,茶马古道,茶马古道,/shop/439151,/shop/445210,,,,数据 || 洗车精洗,,0.153826,0.969124,T: 来个实力代收，一道直流，同台 || 求购代收，资金一道直流，同台 | D: 来个实力代收，一道直流，同台 | C: 洗车精洗 || 数据,T: 全国各镇企业人姓名，联系方式，地址等 || 寻找实力洗黑团队，同台罢现 | D: 寻找实力DZ洗黑团队，需要同台，罢现，大额，有能力的联系TG @gzssza | C: 洗车精洗 || 数据,pending,,,
2601,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:560066||market_item.xlsx|中文暗网交易市场|seller_raw:577950,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.860132,different_alias,true,中文暗网交易市场,中文暗网交易市场,560066,577950,,,,数据资源 || 私人专拍,,0.15156,0.975386,T: 2020年同花顺股民数据13万条新鲜优质资源 || 私人专拍_闲人勿扰 | D: 私人专拍_闲人勿扰私人专拍_闲人勿扰 私人专拍_闲人勿扰私人专拍_闲人勿扰 私人专拍_闲人勿扰私人专拍_闲人勿扰 私人专拍_闲人勿扰私人专拍_闲人勿扰 私人专拍_闲人勿扰私人专拍_闲人勿扰 | C: 私人专拍 || 数据资源,T: 今年截至6月底众发棋牌16W一手 || 今年截至6月底众发棋牌16W一手 | D: 私人_专拍_他人勿扰 私人_专拍_他人勿扰 私人_专拍_他人勿扰 私人_专拍_他人勿扰 私人_专拍_他人勿扰 私人_专拍_他人勿扰私人_专拍_他人勿扰私人_专拍_他人勿扰 | C: 数据资源 || 私人专拍,pending,,,
2602,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/429201||market_item.xlsx|茶马古道|seller_raw:/shop/816,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.860074,different_alias,true,茶马古道,茶马古道,/shop/429201,/shop/816,,,,四件套号卡,,0.207849,0.80649,T: 银行卡四件套，2000 || 银行卡四件套，2000 | D: 详细咨询TG：ylz3202，付款可以站内 | C: 四件套号卡,T: 求购银行卡四件套 || 求购银行卡四件套 | D: 求购银行卡四件套，要求现货 | C: 四件套号卡,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.
2603,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/399003||market_item.xlsx|茶马古道|seller_raw:/shop/461189,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.85911,different_alias,true,茶马古道,茶马古道,/shop/399003,/shop/461189,,,,技术,,0.153159,0.970078,T: 收个微信过人脸三色，采集飞机@zddgxx || 收个微信过人脸三色，采集飞机@zddgxx | D: 收个微信过人脸三色，采集@zddgxx | C: 技术,T: 收过微信支付宝人脸，含三色活体整套 || 收过微信支付宝人脸，含三色活体整套 | D: 收过微信支付宝人脸，含三色活体整套 | C: 技术,pending,,,
2604,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/435883||market_item.xlsx|茶马古道|seller_raw:/shop/462656,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.858336,different_alias,true,茶马古道,茶马古道,/shop/435883,/shop/462656,,,,数据,,0.191076,0.85594,T: 求购数字货币（火币、OKEX）日活用户运营商截取数据，量大每日万条，一手求购非中介。 || 求购数字货币（火币、OKEX）日活用户运营商截取数据，量大每日万条，一手求购非中介。 | D: 3.我这边是境外团队，每日消耗一万条，实力数据商请速来联系建立长期合作 | C: 数据,T: 求购国外比特币粉 || 求购数字货币粉 | D: 求购比特币国外资源，国内的不要 | C: 数据,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support."
2605,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/398356||market_item.xlsx|茶马古道|seller_raw:/shop/7157,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.855588,different_alias,true,茶马古道,茶马古道,/shop/398356,/shop/7157,,,,数据,,0.149143,0.980365,T: 长期收购款下款贷款料，网贷数据 || 长期收购款下款贷款料，网贷数据 | D: 寻求有实力的大佬长期合作，有测试的来，无聊的请绕路一下谢谢 | C: 数据,T: 【收-女性贷款料、女性裸贷料】 || 【收-女性贷款料、女性裸贷料】 | D: 【收-女性贷款料、女性裸贷料】 | C: 数据,pending,,,
2606,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/406779||market_item.xlsx|茶马古道|seller_raw:/shop/443812,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.854118,different_alias,true,茶马古道,茶马古道,/shop/406779,/shop/443812,,,,数据,,0.148603,0.98125,T: 求购POS机实时使用数据信息 可抓取的联系 || 求购POS机实时使用数据信息 可抓取的联系 | D: 求购POS机实时使用数据信息 可抓取的联系 | C: 数据,T: 抖音广告留言数据抓取 能做的联系 || 抖音广告留言数据抓取 能做的联系 | D: 定制抖音数据留言信息 抓取广告留言填写的数据信息 能做的联系 价格详谈 | C: 数据,pending,,,
2607,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:312272||market_item.xlsx|中文暗网交易市场|seller_raw:58949,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.850586,different_alias,true,中文暗网交易市场,中文暗网交易市场,312272,58949,,,,私人专拍,,0.184496,0.871805,T: 吹牛大王的私拍 || 吹牛大王的私拍 | D: 兼职粉，保证真实量，100个，80元一个，不接受除真实粉以外的理由退款 | C: 私人专拍,T: zhang666的私拍 || zhang666的私拍 | D: zhang666的私拍 | C: 私人专拍,pending,,,
2608,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:63685||market_item.xlsx|中文暗网交易市场|seller_raw:65581,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.850296,different_alias,true,中文暗网交易市场,中文暗网交易市场,63685,65581,,,,私人专拍,,0.143237,0.995437,T: 收0.004btc 支付宝微信回款220 || 收0.004btc 支付宝微信回款220 | D: 支付宝微信均可，晚上8点后在线 | C: 私人专拍,T: 收本站btc0.004 微信回260 前面填错重开贴 || 收本站btc0.004 微信回260 前面填错重开贴 | D: 私信我…然后拍下…我回款 | C: 私人专拍,pending,,,
2609,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/427474||market_item.xlsx|茶马古道|seller_raw:/shop/707,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.849454,different_alias,true,茶马古道,茶马古道,/shop/427474,/shop/707,,,,四件套号卡,,0.192577,0.846996,T: 出售银行卡四件套 对公账户八件套 || 全新货源 对公账户 银行卡 四件套 | D: 身份证相片 银行卡手机号码 u盾 四件套 银行卡 出售 | C: 四件套号卡,T: 专业出售银行卡四件套 || 专业出售银行卡四件套 | D: 专业出售银行卡四件套 安全可靠 | C: 四件套号卡,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.
2610,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:533871||market_item.xlsx|中文暗网交易市场|seller_raw:543262,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.846498,different_alias,true,中文暗网交易市场,中文暗网交易市场,533871,543262,,,,数据资源,,0.142707,0.995128,T: 大智慧股民数据100w条去年的数据刚从库里拿出来 || 大智慧股民数据100w条去年的数据刚从库里拿出来 | D: 大智慧股民数据总共100多万，数据是去年下半年的，在库里没有拿出来 没有出过，数据为一手，号码全是移动，格式见图 已设置自动发货，拍后下载链接即可，拍后概不退款 | C: 数据资源,T: 证券公司股民开户数据数据 || 证券公司股民开户数据数据 | D: 数据为一手，没有出过任何人，此贴只出3份即可下架 已设置自动发货，拍后概不退款，拍着注意 | C: 数据资源,pending,,,
2611,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/455056||market_item.xlsx|茶马古道|seller_raw:/shop/843,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.844342,different_alias,true,茶马古道,茶马古道,/shop/455056,/shop/843,,,,担保私拍,,0.213959,0.780294,T: 2021041211：53 || 2021041211：53 | D: 私拍 勿扰 谢谢 私拍勿扰 谢谢 | C: 担保私拍,T: 私拍，请勿下单 || 私拍，请勿下单 | D: 线下私拍单，请勿下单 | C: 担保私拍,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.
2612,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:547451||market_item.xlsx|中文暗网交易市场|seller_raw:644112,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.843476,different_alias,true,中文暗网交易市场,中文暗网交易市场,547451,644112,,,,实体物品,,0.156569,0.952031,T: 中华180一条10年老店诚信为本 || 中华180一条10年老店诚信为本 | D: 《》《》《》《》《》《》《》《》《》《》《》《》《》《《》》 黄鹤楼系列 硬1916黄鹤楼260一条（拍37份） 红利群100一条（拍15份） 软玉溪 130一条（拍19份） 和天下 380一条（拍54份） 《》《》《》《》《》《》《》《》《》《》《》《》《》《》《》《》《》 全国招代理 《》《》由于香烟品种繁多 | C: 实体物品,T: 国外工厂直销国内正品香烟 || 国外工厂直销国内正品香烟 | D: 只卖正品，口感，包装和国内香烟一模一样，一条不包邮，邮费10元，两条以上包邮，十条以上可以改条码，不影响商店超市正常销售，由于价格不同，下单之前通知我改价格，由于质量好，价格比市面上的高仿要贵 | C: 实体物品,pending,,,
2613,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/405073||market_item.xlsx|茶马古道|seller_raw:/shop/446226,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.84151,different_alias,true,茶马古道,茶马古道,/shop/405073,/shop/446226,,,,实物,,0.144612,0.986919,T: 对公账户一套开通企业支付宝能接的来 || 对公账户一套开通企业支付宝能接的来 | D: 看标题价格再聊长期需要 | C: 实物,T: 对公账户帮我在淘宝购买电信设备（该设备需要对公账户才能购买）， 佣金你开价，飞机@whxbgz || 对公账户帮我在淘宝购买电信设备（该设备需要对公账户才能购买）， 佣金你开价，飞机@whxbgz | D: 你使用对公账户，帮我在淘宝购买电信设备（该设备需要对公账户才能购买）， 佣金你开价 | C: 实物,pending,,,
2614,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/429443||market_item.xlsx|茶马古道|seller_raw:/shop/635,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.840186,different_alias,true,茶马古道,茶马古道,/shop/429443,/shop/635,,,,实物,,0.142346,0.993055,T: 收购高质量 纯度高k粉 || 收购高质量 纯度高k粉 | D: 大量收购高纯度 货好的 只要你有货源 价格合适 | C: 实物,T: 大陆气狗求购 || 大陆气狗求购 | D: 气狗求购，有货源站内联系 | C: 实物,pending,,,
2615,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:605666||market_item.xlsx|中文暗网交易市场|seller_raw:606193,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.840104,different_alias,true,中文暗网交易市场,中文暗网交易市场,605666,606193,,,,数据资源,,0.203004,0.81104,T: 2021最新建设银行信用卡57378条_保真可验证 || 2021最新建设银行信用卡57378条_保真可验证 | D: 2021最新建设银行信用卡57378条_保真可验证 最新建设银行内部渠道流出的信用卡用户数据57378条 格式：姓名|身份证号码|性别|出生日期|所在地|邮编|区号|预留手机号|信用卡卡号|额度|有效期|卡种|发卡行 数据保真，全部可以验证，验证方法很多 比如，可以通过支付宝、微信添加信用卡姓名和卡号，还入0.0... | C: 数据资源,T: 2021年最新建设银行客户48578条银行卡数据 || 2021年最新建设银行客户48578条银行卡数据 | D: 2021年最新建设银行客户48578条银行卡数据 建设银行2021年最新内部流出银行卡数据48578条，内含含详细的个人信息 数据格式：姓名|身份证号|性别|出生日期|籍贯|预留手机|所在地|运营商|银行卡号|卡类型|卡种 详见附图，有数据样本，自行测试 拍下自动发货，通过自动回复的下载链接下载即可 ——————... | C: 数据资源,pending,,,
2616,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/427639||market_item.xlsx|茶马古道|seller_raw:/shop/435860,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.837216,different_alias,true,茶马古道,茶马古道,/shop/427639,/shop/435860,,,,数据,,0.188438,0.853294,T: 浙江40-70年大头身份证料子以及杭州营业执照 || 浙江40-70年大头身份证料子以及杭州营业执照 | D: 浙江40-70年大头身份证料子以及杭州营业执照 | C: 数据,T: 求购美国本土营业执照 || 印度营业执照全套 | D: 求购美国本土营业执照全套，公司最好是电子，科技，商务，基金，手上有的联系谈价TG@lailai5688 | C: 数据,pending,,,
2617,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:311141||market_item.xlsx|中文暗网交易市场|seller_raw:517171,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.835158,different_alias,true,中文暗网交易市场,中文暗网交易市场,311141,517171,,,,实体物品,,0.206366,0.798481,T: 6套对公账户，顺丰包邮 || 6套对公账户，顺丰包邮 | D: 6套对公，含：营业执照正副本、预留手机号码、网银U盾、结算卡、开户许可证、三章（公章，财务章，法人章），建设银行，地区：020，抬头：商贸 | C: 实体物品,T: 一手对公账户9000 || 一手对公账户9000 | D: 提供给你 注册公司 商品：2 企业营业执照v+ 身份证复印件YHK 营业执照正副本原件 章程 U盾 结算卡 公章 开户许可证 手机卡 公司企业对公账户 不还价 成本比较高 从字母到数字+V {公司有很多类型，可挑} {商品：2 购买前说明 要求 | C: 实体物品,pending,,,
2618,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:603737||market_item.xlsx|中文暗网交易市场|seller_raw:605890,sockpuppet_primary,low,profile_lexical_neighbor|structural_support,2.83268,different_alias,true,中文暗网交易市场,中文暗网交易市场,603737,605890,,,,数据资源,,0.151475,0.961915,T: 最新脱库博彩数据_39480条esball带网址可验证 || 最新脱库博彩数据_39480条esball带网址可验证 | D: 最新脱库博彩数据_39480条esball带网址可验证 最新脱库老牌娱乐城esball，网址：esb1788.org，共39480条 格式：账号|姓名|手机号码|电子邮箱|QQ|余额|存款总额|提款总额|状态 数据保真，可登陆网站反向注册验证，都是平台的活跃用户，非常稀缺 懂的老板来，中介屌丝请绕道 | C: 数据资源,T: 2021综合博彩_24785条金沙娱乐城带网址可验证 || 2021综合博彩_24785条金沙娱乐城带网址可验证 | D: 2021综合博彩_24785条金沙娱乐城带网址可验证 2021年1月脱库金沙娱乐城，网址：5312u.com，24785条 数据格式：account|full_name|phone|balance|reg_ip|address 数据可在线验证，保真不保效果，拍下自动发货 数量不多，稀缺资源，贵在真实 数据具有可复... | C: 数据资源,pending,,,
