slice_name,model_id,row_count,positive_count,negative_count,prevalence,unstable_slice,bootstrap_mode,valid_bootstrap_resamples,valid_two_level_bootstrap_resamples,metric_semantics_version,pr_auc_definition,roc_auc,average_precision,average_precision_prevalence_lift,pr_auc,accuracy,balanced_accuracy,f1,precision,recall,roc_auc_ci_low,roc_auc_ci_high,roc_auc_two_level_ci_low,roc_auc_two_level_ci_high,average_precision_ci_low,average_precision_ci_high,average_precision_two_level_ci_low,average_precision_two_level_ci_high,pr_auc_ci_low,pr_auc_ci_high,pr_auc_two_level_ci_low,pr_auc_two_level_ci_high,average_precision_prevalence_lift_ci_low,average_precision_prevalence_lift_ci_high,average_precision_prevalence_lift_two_level_ci_low,average_precision_prevalence_lift_two_level_ci_high
secondary_positive_vs_all_negative,step9_bge_m3_residual_lr_100pct_seed_mean,176,26,150,0.14772727,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.788205,0.412257,2.79066277,0.403116,0.835227,0.664872,0.431373,0.44,0.423077,0.68953317,0.87671097,0.68953317,0.87671097,0.22152785,0.62729523,0.22152785,0.62729523,0.2001146,0.6129974,0.2001146,0.6129974,1.82745758,4.54337894,1.82745758,4.54337894
secondary_positive_vs_all_negative,step9_e5_mixup_100pct_seed_mean,176,26,150,0.14772727,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.755641,0.361541,2.44735446,0.347172,0.704545,0.667692,0.380952,0.275862,0.615385,0.65250293,0.84668617,0.65265613,0.8459267,0.20478225,0.56049272,0.20622815,0.56336305,0.17824093,0.5409138,0.17852347,0.54396482,1.664413,4.22883108,1.66107967,4.27098952
secondary_positive_vs_all_negative,step9_identifier_operational_100pct_seed_mean,176,26,150,0.14772727,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.780769,0.501968,3.39793723,0.494866,0.840909,0.588718,0.3,0.428571,0.230769,0.64431265,0.89238597,0.64431265,0.89238597,0.2306713,0.7488018,0.2306713,0.7488018,0.20368833,0.7426209,0.20368833,0.7426209,1.95552744,5.55777343,1.95552744,5.55777343
secondary_positive_vs_all_negative,step15_v6_source_only_lr_l2,176,26,150,0.14772727,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.722308,0.330578,2.23775877,0.316803,0.8125,0.603846,0.326531,0.347826,0.307692,0.581745,0.83882127,0.5821646,0.83861497,0.16350495,0.57147987,0.162759,0.57197772,0.14400467,0.5542658,0.14418093,0.5548398,1.38065589,3.9649942,1.38296136,3.98070814
secondary_positive_vs_all_negative,step7_source_only_default_fusion,176,26,150,0.14772727,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.532564,0.182974,1.23859323,0.224468,0.505682,0.503333,0.230088,0.149425,0.5,0.4051508,0.65472395,0.4051508,0.65472395,0.10056255,0.32016547,0.10056255,0.32016547,0.1014046,0.37634212,0.1014046,0.37634212,0.93945642,2.05302846,0.93945642,2.05302846
secondary_positive_vs_all_negative,step15_v6_m0,176,26,150,0.14772727,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.832308,0.429576,2.90789908,0.418011,0.846591,0.544359,0.181818,0.428571,0.115385,0.7391222,0.91134782,0.73729592,0.9110833,0.24481823,0.65577235,0.24436963,0.65429938,0.22007738,0.6403192,0.22042135,0.639432,2.00300591,4.76393663,2.00319548,4.75155694
secondary_positive_vs_all_negative,step15_v6_m1,176,26,150,0.14772727,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.78359,0.402414,2.72403323,0.378345,0.727273,0.696923,0.414634,0.303571,0.653846,0.67848295,0.88091435,0.67784482,0.87876475,0.23369048,0.6570638,0.2345804,0.65504812,0.2047203,0.6444618,0.2042256,0.64037845,1.8632449,4.99443804,1.86244148,4.99173964
secondary_positive_vs_all_negative,step15_v6_m2,176,26,150,0.14772727,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.793077,0.435038,2.94487262,0.411302,0.829545,0.693333,0.464286,0.433333,0.5,0.686074,0.887936,0.68557037,0.88836647,0.26148265,0.66375047,0.26072203,0.66730632,0.22911295,0.64927945,0.22851873,0.65106035,2.02980382,5.26719602,2.02402463,5.29716303
secondary_positive_vs_all_negative,step15_v6_m2b_matched_budget,176,26,150,0.14772727,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.792051,0.43314,2.93202462,0.409203,0.789773,0.73359,0.478873,0.377778,0.653846,0.6860503,0.887482,0.68959775,0.88955492,0.25510788,0.66435435,0.25845058,0.66956627,0.22109383,0.64763122,0.22845395,0.65272397,2.01578187,5.17803151,2.04738438,5.24547714
secondary_positive_vs_all_negative,step15_v6_m3,176,26,150,0.14772727,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.793077,0.41419,2.80374769,0.399649,0.818182,0.718462,0.483871,0.416667,0.576923,0.68862932,0.8863768,0.68715675,0.8865157,0.24264833,0.6505098,0.24196478,0.65203972,0.21469855,0.6323923,0.21477703,0.63662675,1.89166552,5.02575196,1.89005402,5.00602696
secondary_positive_vs_all_negative,step15_v6_m4,176,26,150,0.14772727,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.787436,0.421072,2.85033354,0.406538,0.721591,0.677692,0.395062,0.290909,0.615385,0.6775883,0.88553353,0.67652128,0.88474577,0.24928933,0.66114987,0.24467455,0.65425427,0.22032808,0.6469512,0.2152834,0.64064227,1.90670517,5.12779632,1.87884952,5.07938777
secondary_positive_vs_all_negative,step15_v6_m4c_no_mixup_continuation,176,26,150,0.14772727,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.785641,0.411301,2.78419138,0.396783,0.784091,0.698462,0.441176,0.357143,0.576923,0.67593578,0.88470755,0.67460675,0.88422822,0.24003585,0.6499873,0.23250842,0.64555807,0.21345885,0.6302789,0.2058206,0.62643535,1.87650614,5.00061812,1.84283376,4.93767692
secondary_positive_vs_all_negative,step15_v6_m3_normalized_retrieval,176,26,150,0.14772727,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.768974,0.362219,2.451944,0.338679,0.789773,0.67,0.412698,0.351351,0.5,0.66742888,0.861111,0.6693446,0.8594551,0.21188335,0.59340797,0.21054892,0.5920342,0.18311388,0.56955235,0.18504075,0.56661462,1.73785366,4.39254948,1.72440724,4.41122362
secondary_positive_vs_all_negative,step15_v6_m3_gold_only,176,26,150,0.14772727,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.738205,0.353131,2.39042523,0.339146,0.8125,0.587949,0.297872,0.333333,0.269231,0.61637558,0.8507733,0.60861323,0.84869195,0.20979025,0.54355267,0.2046735,0.53975055,0.1843585,0.5249708,0.17781865,0.51791422,1.5780462,4.39113215,1.54101332,4.24599241
secondary_positive_vs_all_negative,step15_v6_m3_gold_plus_high_confidence_silver,176,26,150,0.14772727,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.716923,0.293805,1.98883385,0.277161,0.732955,0.668462,0.38961,0.294118,0.576923,0.6037977,0.83305595,0.60163957,0.832375,0.18344275,0.49764487,0.18250735,0.4988705,0.15955163,0.46455765,0.15902755,0.46416867,1.44422904,3.70372261,1.43633195,3.73982535
secondary_positive_vs_all_negative,step15_v6_m5_lambda_0p1,176,26,150,0.14772727,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.795385,0.404653,2.73918954,0.389892,0.835227,0.617179,0.355556,0.421053,0.307692,0.69390218,0.88353285,0.6941315,0.88527655,0.23002918,0.6306147,0.22989335,0.62968355,0.20532533,0.6135483,0.204267,0.61280302,1.84916255,4.7958889,1.84508886,4.81423474
secondary_positive_vs_all_negative,step15_v6_m5_selected,176,26,150,0.14772727,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.795385,0.404653,2.73918954,0.389892,0.835227,0.617179,0.355556,0.421053,0.307692,0.69390218,0.88353285,0.6941315,0.88527655,0.23002918,0.6306147,0.22989335,0.62968355,0.20532533,0.6135483,0.204267,0.61280302,1.84916255,4.7958889,1.84508886,4.81423474
secondary_positive_vs_all_negative,step15_v6_final_selected,176,26,150,0.14772727,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.787436,0.421072,2.85033354,0.406538,0.721591,0.677692,0.395062,0.290909,0.615385,0.6775883,0.88553353,0.67652128,0.88474577,0.24928933,0.66114987,0.24467455,0.65425427,0.22032808,0.6469512,0.2152834,0.64064227,1.90670517,5.12779632,1.87884952,5.07938777
secondary_positive_vs_all_negative,step9_strongest_clean_validation_selected,176,26,150,0.14772727,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.760769,0.39037,2.64250462,0.379554,0.846591,0.576154,0.27027,0.454545,0.192308,0.63821425,0.86253725,0.63821425,0.86253725,0.2049646,0.60732122,0.2049646,0.60732122,0.18484,0.59111602,0.18484,0.59111602,1.685721,4.43387298,1.685721,4.43387298
